f_acidente;d_condicaometereologica
324684;Céu Claro
324685;Céu Claro
324686;Céu Claro
324687;Céu Claro
324688;Céu Claro
324689;Céu Claro
324690;Nublado
324691;Céu Claro
324692;Céu Claro
324693;Céu Claro
324694;Céu Claro
324695;Chuva
324696;Céu Claro
324697;Céu Claro
324698;Céu Claro
324699;Céu Claro
324700;Céu Claro
324701;Céu Claro
324703;Garoa/Chuvisco
324704;Céu Claro
324705;Céu Claro
324706;Céu Claro
324707;Céu Claro
324708;Céu Claro
324710;Céu Claro
324711;Céu Claro
324712;Céu Claro
324713;Nublado
324714;Nublado
324715;Céu Claro
324717;Céu Claro
324718;Céu Claro
324719;Céu Claro
324720;Garoa/Chuvisco
324721;Céu Claro
324722;Céu Claro
324724;Céu Claro
324725;Céu Claro
324726;Céu Claro
324727;Céu Claro
324728;Nublado
324729;Céu Claro
324730;Céu Claro
324731;Céu Claro
324732;Céu Claro
324733;Céu Claro
324735;Garoa/Chuvisco
324736;Céu Claro
324737;Céu Claro
324738;Nublado
324739;Céu Claro
324740;Vento
324741;Céu Claro
324742;Garoa/Chuvisco
324743;Céu Claro
324744;Céu Claro
324746;Céu Claro
324747;Céu Claro
324748;Sol
324749;Céu Claro
324750;Céu Claro
324751;Céu Claro
324752;Sol
324753;Céu Claro
324754;Ignorado
324755;Céu Claro
324757;Céu Claro
324758;Céu Claro
324759;Céu Claro
324760;Céu Claro
324761;Céu Claro
324762;Céu Claro
324763;Céu Claro
324764;Céu Claro
324765;Céu Claro
324766;Chuva
324767;Chuva
324769;Céu Claro
324770;Chuva
324771;Sol
324772;Céu Claro
324774;Céu Claro
324775;Garoa/Chuvisco
324776;Céu Claro
324777;Céu Claro
324779;Céu Claro
324780;Garoa/Chuvisco
324781;Chuva
324782;Sol
324783;Céu Claro
324784;Céu Claro
324785;Céu Claro
324786;Céu Claro
324787;Céu Claro
324788;Céu Claro
324789;Céu Claro
324790;Céu Claro
324791;Céu Claro
324792;Céu Claro
324793;Céu Claro
324794;Nublado
324795;Céu Claro
324796;Céu Claro
324797;Céu Claro
324798;Céu Claro
324800;Céu Claro
324801;Céu Claro
324802;Nublado
324803;Céu Claro
324804;Sol
324805;Céu Claro
324807;Sol
324808;Céu Claro
324809;Céu Claro
324810;Chuva
324811;Céu Claro
324812;Céu Claro
324813;Nublado
324814;Céu Claro
324815;Céu Claro
324816;Céu Claro
324817;Chuva
324818;Nublado
324819;Céu Claro
324820;Chuva
324821;Nublado
324822;Céu Claro
324823;Nublado
324824;Céu Claro
324825;Céu Claro
324826;Nublado
324827;Céu Claro
324828;Chuva
324829;Chuva
324830;Sol
324831;Céu Claro
324833;Sol
324834;Céu Claro
324835;Garoa/Chuvisco
324836;Sol
324837;Céu Claro
324839;Chuva
324840;Céu Claro
324841;Céu Claro
324842;Céu Claro
324843;Céu Claro
324844;Céu Claro
324845;Céu Claro
324846;Céu Claro
324849;Céu Claro
324850;Céu Claro
324851;Céu Claro
324852;Céu Claro
324853;Nublado
324854;Céu Claro
324855;Céu Claro
324856;Céu Claro
324857;Nublado
324858;Nublado
324859;Céu Claro
324860;Céu Claro
324861;Céu Claro
324862;Chuva
324863;Nublado
324864;Céu Claro
324865;Céu Claro
324867;Céu Claro
324870;Céu Claro
324871;Céu Claro
324872;Céu Claro
324873;Céu Claro
324874;Céu Claro
324875;Céu Claro
324876;Céu Claro
324877;Céu Claro
324878;Céu Claro
324879;Céu Claro
324880;Nublado
324881;Céu Claro
324882;Céu Claro
324884;Céu Claro
324885;Chuva
324886;Chuva
324887;Céu Claro
324888;Céu Claro
324889;Céu Claro
324890;Céu Claro
324891;Chuva
324892;Céu Claro
324893;Garoa/Chuvisco
324894;Céu Claro
324895;Céu Claro
324896;Céu Claro
324897;Nublado
324898;Céu Claro
324899;Ignorado
324900;Céu Claro
324901;Nublado
324902;Céu Claro
324903;Céu Claro
324904;Céu Claro
324905;Nublado
324907;Céu Claro
324908;Céu Claro
324909;Nublado
324910;Céu Claro
324911;Céu Claro
324912;Garoa/Chuvisco
324913;Céu Claro
324914;Céu Claro
324915;Céu Claro
324916;Nublado
324918;Céu Claro
324919;Nublado
324920;Céu Claro
324921;Nublado
324922;Céu Claro
324923;Nublado
324924;Céu Claro
324925;Nublado
324926;Chuva
324927;Céu Claro
324928;Céu Claro
324929;Nevoeiro/Neblina
324930;Céu Claro
324931;Céu Claro
324932;Nublado
324933;Céu Claro
324934;Céu Claro
324935;Nublado
324936;Sol
324937;Sol
324938;Céu Claro
324944;Céu Claro
324945;Garoa/Chuvisco
324946;Céu Claro
324947;Céu Claro
324948;Sol
324949;Sol
324950;Céu Claro
324953;Céu Claro
324955;Garoa/Chuvisco
324956;Sol
324957;Sol
324958;Céu Claro
324959;Nublado
324960;Céu Claro
324961;Céu Claro
324962;Céu Claro
324963;Céu Claro
324965;Sol
324966;Sol
324967;Nublado
324968;Nublado
324969;Céu Claro
324971;Sol
324972;Sol
324973;Céu Claro
324974;Sol
324975;Sol
324976;Céu Claro
324977;Céu Claro
324978;Nublado
324979;Nublado
324980;Nublado
324981;Céu Claro
324982;Ignorado
324983;Céu Claro
324984;Céu Claro
324985;Nublado
324986;Sol
324987;Nublado
324988;Nublado
324990;Céu Claro
324991;Chuva
324994;Céu Claro
324995;Céu Claro
324996;Sol
324997;Céu Claro
324998;Sol
324999;Céu Claro
325000;Céu Claro
325001;Céu Claro
325002;Céu Claro
325003;Sol
325004;Céu Claro
325005;Chuva
325006;Céu Claro
325007;Nublado
325008;Céu Claro
325009;Céu Claro
325010;Sol
325011;Sol
325012;Céu Claro
325013;Nublado
325014;Céu Claro
325015;Céu Claro
325016;Céu Claro
325017;Céu Claro
325018;Sol
325019;Céu Claro
325020;Céu Claro
325021;Céu Claro
325022;Céu Claro
325023;Céu Claro
325024;Nublado
325025;Chuva
325026;Céu Claro
325027;Céu Claro
325028;Nublado
325029;Céu Claro
325030;Céu Claro
325032;Céu Claro
325033;Nublado
325034;Céu Claro
325035;Céu Claro
325036;Céu Claro
325037;Céu Claro
325038;Nublado
325039;Céu Claro
325040;Céu Claro
325041;Céu Claro
325042;Céu Claro
325043;Nublado
325044;Céu Claro
325045;Céu Claro
325048;Céu Claro
325049;Céu Claro
325050;Garoa/Chuvisco
325052;Céu Claro
325053;Céu Claro
325054;Nublado
325055;Garoa/Chuvisco
325056;Céu Claro
325057;Céu Claro
325058;Nublado
325059;Chuva
325060;Ignorado
325061;Nublado
325062;Céu Claro
325063;Chuva
325064;Nublado
325066;Céu Claro
325067;Céu Claro
325069;Nublado
325071;Chuva
325072;Céu Claro
325073;Céu Claro
325074;Nublado
325075;Chuva
325076;Chuva
325077;Céu Claro
325079;Céu Claro
325080;Chuva
325081;Céu Claro
325082;Ignorado
325083;Céu Claro
325084;Céu Claro
325086;Nublado
325087;Céu Claro
325088;Céu Claro
325089;Nublado
325090;Chuva
325091;Céu Claro
325093;Céu Claro
325094;Nublado
325095;Chuva
325096;Chuva
325097;Chuva
325098;Céu Claro
325099;Nublado
325100;Nublado
325102;Céu Claro
325103;Céu Claro
325104;Ignorado
325105;Céu Claro
325106;Nublado
325107;Céu Claro
325108;Céu Claro
325109;Chuva
325111;Céu Claro
325112;Céu Claro
325113;Chuva
325114;Céu Claro
325115;Sol
325116;Garoa/Chuvisco
325117;Garoa/Chuvisco
325118;Ignorado
325119;Nublado
325120;Nublado
325121;Céu Claro
325123;Céu Claro
325124;Céu Claro
325125;Sol
325126;Céu Claro
325127;Céu Claro
325128;Céu Claro
325129;Céu Claro
325130;Céu Claro
325131;Sol
325132;Céu Claro
325133;Céu Claro
325134;Céu Claro
325135;Céu Claro
325136;Sol
325137;Sol
325138;Céu Claro
325139;Céu Claro
325140;Céu Claro
325141;Céu Claro
325142;Sol
325143;Céu Claro
325144;Céu Claro
325145;Sol
325146;Chuva
325147;Sol
325148;Nublado
325149;Céu Claro
325150;Sol
325151;Chuva
325152;Nublado
325153;Céu Claro
325154;Nublado
325155;Sol
325156;Céu Claro
325157;Céu Claro
325158;Nublado
325159;Sol
325160;Céu Claro
325161;Sol
325162;Céu Claro
325163;Chuva
325164;Céu Claro
325168;Céu Claro
325169;Céu Claro
325170;Sol
325171;Céu Claro
325172;Nublado
325173;Chuva
325174;Chuva
325175;Céu Claro
325176;Sol
325178;Chuva
325179;Céu Claro
325180;Nublado
325181;Nublado
325184;Céu Claro
325186;Céu Claro
325187;Céu Claro
325188;Céu Claro
325189;Céu Claro
325190;Céu Claro
325191;Céu Claro
325192;Sol
325193;Céu Claro
325194;Céu Claro
325196;Céu Claro
325198;Céu Claro
325201;Céu Claro
325202;Sol
325203;Chuva
325204;Nublado
325205;Nublado
325206;Céu Claro
325207;Céu Claro
325208;Sol
325211;Nublado
325212;Céu Claro
325213;Céu Claro
325214;Céu Claro
325215;Céu Claro
325216;Céu Claro
325217;Céu Claro
325218;Céu Claro
325219;Céu Claro
325220;Céu Claro
325221;Chuva
325222;Céu Claro
325223;Céu Claro
325224;Nublado
325225;Céu Claro
325226;Nublado
325227;Céu Claro
325229;Nublado
325231;Chuva
325232;Ignorado
325234;Céu Claro
325235;Céu Claro
325236;Chuva
325237;Ignorado
325238;Garoa/Chuvisco
325239;Céu Claro
325240;Chuva
325241;Nublado
325242;Nublado
325243;Céu Claro
325244;Garoa/Chuvisco
325245;Céu Claro
325246;Céu Claro
325247;Céu Claro
325248;Chuva
325250;Chuva
325253;Chuva
325254;Céu Claro
325255;Céu Claro
325256;Ignorado
325257;Céu Claro
325258;Céu Claro
325259;Céu Claro
325260;Céu Claro
325261;Céu Claro
325262;Céu Claro
325263;Nublado
325264;Céu Claro
325265;Céu Claro
325266;Céu Claro
325267;Chuva
325268;Chuva
325269;Chuva
325270;Céu Claro
325271;Chuva
325272;Céu Claro
325273;Céu Claro
325274;Céu Claro
325275;Chuva
325276;Ignorado
325277;Nublado
325278;Céu Claro
325279;Céu Claro
325280;Céu Claro
325281;Céu Claro
325282;Céu Claro
325283;Chuva
325284;Céu Claro
325285;Céu Claro
325286;Céu Claro
325287;Nublado
325288;Céu Claro
325289;Chuva
325290;Céu Claro
325291;Céu Claro
325292;Céu Claro
325293;Nublado
325294;Céu Claro
325295;Céu Claro
325296;Chuva
325297;Céu Claro
325298;Céu Claro
325299;Céu Claro
325300;Garoa/Chuvisco
325301;Céu Claro
325302;Chuva
325303;Céu Claro
325304;Céu Claro
325305;Céu Claro
325306;Chuva
325307;Sol
325308;Sol
325309;Céu Claro
325310;Céu Claro
325312;Céu Claro
325313;Sol
325314;Céu Claro
325315;Nublado
325316;Nublado
325317;Chuva
325319;Céu Claro
325320;Garoa/Chuvisco
325321;Céu Claro
325322;Nublado
325323;Nublado
325324;Nublado
325325;Céu Claro
325326;Chuva
325327;Céu Claro
325328;Chuva
325329;Céu Claro
325330;Nublado
325332;Chuva
325333;Céu Claro
325334;Céu Claro
325335;Céu Claro
325336;Céu Claro
325337;Céu Claro
325338;Nublado
325339;Céu Claro
325340;Garoa/Chuvisco
325341;Céu Claro
325342;Ignorado
325343;Céu Claro
325344;Chuva
325345;Céu Claro
325346;Nublado
325347;Chuva
325348;Céu Claro
325349;Céu Claro
325350;Nublado
325351;Nublado
325352;Nublado
325354;Nublado
325355;Chuva
325356;Nublado
325357;Nublado
325358;Nublado
325359;Céu Claro
325360;Céu Claro
325361;Chuva
325362;Nublado
325363;Céu Claro
325364;Nublado
325365;Céu Claro
325366;Chuva
325367;Chuva
325368;Chuva
325369;Nublado
325370;Céu Claro
325371;Céu Claro
325372;Nublado
325373;Céu Claro
325375;Céu Claro
325376;Nublado
325377;Céu Claro
325378;Céu Claro
325379;Céu Claro
325380;Nublado
325381;Céu Claro
325382;Céu Claro
325383;Nublado
325384;Céu Claro
325385;Chuva
325386;Céu Claro
325387;Céu Claro
325388;Nublado
325389;Nublado
325390;Chuva
325391;Nublado
325392;Chuva
325393;Céu Claro
325394;Céu Claro
325395;Céu Claro
325396;Céu Claro
325397;Céu Claro
325398;Nublado
325400;Nublado
325402;Céu Claro
325403;Céu Claro
325404;Nublado
325406;Céu Claro
325407;Céu Claro
325408;Garoa/Chuvisco
325409;Céu Claro
325410;Céu Claro
325411;Nublado
325412;Céu Claro
325413;Céu Claro
325414;Nublado
325415;Céu Claro
325416;Céu Claro
325418;Nublado
325419;Céu Claro
325421;Garoa/Chuvisco
325422;Nublado
325424;Céu Claro
325425;Céu Claro
325426;Nublado
325427;Nublado
325428;Nublado
325429;Céu Claro
325430;Céu Claro
325431;Nublado
325432;Garoa/Chuvisco
325433;Céu Claro
325434;Céu Claro
325435;Nublado
325436;Céu Claro
325437;Nublado
325438;Céu Claro
325439;Nublado
325440;Céu Claro
325441;Céu Claro
325442;Céu Claro
325443;Nublado
325444;Céu Claro
325445;Céu Claro
325446;Céu Claro
325447;Céu Claro
325448;Nevoeiro/Neblina
325449;Céu Claro
325450;Céu Claro
325452;Nublado
325453;Céu Claro
325454;Céu Claro
325456;Céu Claro
325457;Céu Claro
325458;Céu Claro
325459;Céu Claro
325460;Céu Claro
325461;Céu Claro
325462;Céu Claro
325464;Sol
325465;Nublado
325466;Nublado
325467;Céu Claro
325468;Céu Claro
325469;Céu Claro
325470;Céu Claro
325471;Céu Claro
325472;Céu Claro
325473;Céu Claro
325474;Garoa/Chuvisco
325475;Céu Claro
325476;Céu Claro
325477;Céu Claro
325478;Céu Claro
325479;Sol
325480;Céu Claro
325481;Céu Claro
325482;Garoa/Chuvisco
325483;Céu Claro
325484;Chuva
325485;Céu Claro
325486;Céu Claro
325487;Céu Claro
325488;Sol
325489;Sol
325490;Nublado
325491;Céu Claro
325492;Sol
325493;Sol
325494;Sol
325495;Céu Claro
325496;Céu Claro
325497;Céu Claro
325498;Céu Claro
325499;Sol
325500;Sol
325502;Chuva
325503;Ignorado
325504;Céu Claro
325505;Sol
325506;Céu Claro
325507;Chuva
325508;Sol
325510;Céu Claro
325511;Sol
325512;Céu Claro
325513;Sol
325514;Céu Claro
325516;Sol
325517;Céu Claro
325518;Céu Claro
325519;Sol
325520;Céu Claro
325521;Céu Claro
325522;Céu Claro
325523;Céu Claro
325524;Céu Claro
325525;Céu Claro
325527;Nublado
325528;Céu Claro
325529;Céu Claro
325530;Chuva
325531;Sol
325532;Céu Claro
325533;Sol
325534;Chuva
325535;Céu Claro
325537;Céu Claro
325538;Sol
325539;Céu Claro
325540;Céu Claro
325541;Céu Claro
325542;Chuva
325543;Céu Claro
325544;Céu Claro
325545;Nublado
325546;Chuva
325548;Nublado
325550;Garoa/Chuvisco
325551;Céu Claro
325552;Sol
325553;Céu Claro
325554;Nublado
325555;Sol
325556;Céu Claro
325557;Céu Claro
325558;Céu Claro
325559;Chuva
325560;Chuva
325561;Céu Claro
325562;Chuva
325563;Nublado
325564;Nublado
325565;Céu Claro
325566;Céu Claro
325567;Céu Claro
325568;Chuva
325569;Nublado
325570;Nublado
325571;Sol
325573;Céu Claro
325574;Sol
325575;Ignorado
325576;Céu Claro
325577;Céu Claro
325578;Céu Claro
325579;Nublado
325580;Céu Claro
325581;Garoa/Chuvisco
325582;Céu Claro
325583;Céu Claro
325585;Chuva
325586;Céu Claro
325587;Céu Claro
325588;Céu Claro
325589;Nublado
325590;Céu Claro
325591;Chuva
325592;Garoa/Chuvisco
325593;Céu Claro
325594;Céu Claro
325595;Céu Claro
325596;Chuva
325597;Céu Claro
325598;Chuva
325599;Céu Claro
325600;Céu Claro
325601;Céu Claro
325602;Garoa/Chuvisco
325603;Céu Claro
325604;Céu Claro
325605;Céu Claro
325606;Nublado
325607;Céu Claro
325608;Chuva
325609;Chuva
325610;Chuva
325611;Céu Claro
325612;Chuva
325614;Chuva
325615;Céu Claro
325616;Céu Claro
325617;Céu Claro
325618;Céu Claro
325619;Céu Claro
325620;Céu Claro
325621;Céu Claro
325622;Céu Claro
325623;Céu Claro
325624;Nublado
325625;Chuva
325626;Céu Claro
325627;Céu Claro
325629;Céu Claro
325630;Nublado
325631;Céu Claro
325632;Céu Claro
325633;Céu Claro
325634;Céu Claro
325635;Chuva
325636;Nublado
325637;Céu Claro
325638;Céu Claro
325639;Nublado
325641;Céu Claro
325642;Céu Claro
325643;Chuva
325644;Chuva
325645;Céu Claro
325646;Céu Claro
325648;Céu Claro
325649;Nublado
325650;Nublado
325651;Nublado
325652;Céu Claro
325653;Nublado
325654;Céu Claro
325655;Céu Claro
325656;Nublado
325657;Céu Claro
325658;Garoa/Chuvisco
325659;Céu Claro
325660;Céu Claro
325661;Céu Claro
325662;Céu Claro
325663;Chuva
325664;Nublado
325665;Céu Claro
325666;Chuva
325667;Chuva
325668;Nublado
325669;Céu Claro
325670;Nublado
325671;Chuva
325672;Garoa/Chuvisco
325673;Nublado
325674;Nublado
325675;Nublado
325676;Céu Claro
325677;Céu Claro
325678;Céu Claro
325679;Céu Claro
325680;Nublado
325681;Nublado
325682;Céu Claro
325683;Céu Claro
325684;Chuva
325685;Nublado
325686;Céu Claro
325687;Céu Claro
325688;Céu Claro
325689;Céu Claro
325690;Garoa/Chuvisco
325691;Nublado
325693;Céu Claro
325694;Céu Claro
325695;Céu Claro
325696;Céu Claro
325697;Céu Claro
325698;Nublado
325699;Céu Claro
325701;Céu Claro
325702;Nublado
325703;Céu Claro
325704;Céu Claro
325705;Céu Claro
325706;Nublado
325707;Ignorado
325710;Céu Claro
325711;Céu Claro
325712;Céu Claro
325713;Garoa/Chuvisco
325714;Garoa/Chuvisco
325715;Céu Claro
325716;Nublado
325717;Céu Claro
325718;Ignorado
325719;Chuva
325720;Céu Claro
325721;Nublado
325722;Céu Claro
325723;Chuva
325724;Nublado
325725;Céu Claro
325726;Céu Claro
325727;Céu Claro
325728;Céu Claro
325729;Sol
325730;Nublado
325731;Chuva
325733;Chuva
325734;Sol
325735;Garoa/Chuvisco
325736;Céu Claro
325737;Céu Claro
325738;Céu Claro
325739;Céu Claro
325740;Céu Claro
325741;Céu Claro
325742;Céu Claro
325743;Céu Claro
325744;Céu Claro
325745;Nublado
325746;Chuva
325748;Nublado
325749;Céu Claro
325750;Céu Claro
325751;Céu Claro
325752;Céu Claro
325753;Céu Claro
325754;Céu Claro
325755;Chuva
325756;Chuva
325757;Chuva
325758;Nublado
325759;Nublado
325761;Sol
325762;Nublado
325763;Chuva
325764;Chuva
325765;Chuva
325766;Chuva
325767;Nublado
325768;Nublado
325769;Céu Claro
325770;Céu Claro
325772;Céu Claro
325773;Nublado
325774;Céu Claro
325775;Céu Claro
325776;Nublado
325777;Chuva
325778;Nublado
325779;Nublado
325780;Chuva
325781;Céu Claro
325782;Chuva
325783;Nublado
325785;Nublado
325786;Céu Claro
325787;Chuva
325788;Nublado
325789;Chuva
325790;Chuva
325791;Chuva
325792;Chuva
325793;Chuva
325794;Chuva
325795;Céu Claro
325796;Céu Claro
325797;Garoa/Chuvisco
325798;Céu Claro
325800;Nublado
325801;Chuva
325802;Sol
325803;Nublado
325804;Garoa/Chuvisco
325805;Chuva
325806;Chuva
325807;Chuva
325808;Chuva
325809;Chuva
325810;Sol
325811;Chuva
325812;Chuva
325813;Chuva
325814;Sol
325815;Céu Claro
325816;Sol
325817;Céu Claro
325818;Nublado
325819;Chuva
325820;Chuva
325821;Chuva
325822;Nublado
325824;Sol
325825;Céu Claro
325826;Chuva
325827;Chuva
325828;Céu Claro
325829;Chuva
325830;Chuva
325831;Céu Claro
325832;Garoa/Chuvisco
325833;Nublado
325835;Garoa/Chuvisco
325836;Garoa/Chuvisco
325837;Sol
325838;Nublado
325839;Céu Claro
325840;Chuva
325841;Céu Claro
325842;Chuva
325843;Céu Claro
325844;Nublado
325845;Nublado
325846;Céu Claro
325847;Céu Claro
325848;Nublado
325849;Chuva
325850;Nublado
325851;Nublado
325852;Céu Claro
325854;Céu Claro
325856;Céu Claro
325857;Céu Claro
325858;Céu Claro
325859;Céu Claro
325860;Nublado
325861;Sol
325862;Nublado
325863;Céu Claro
325865;Céu Claro
325866;Nublado
325867;Céu Claro
325868;Céu Claro
325869;Céu Claro
325870;Chuva
325871;Nublado
325872;Nublado
325873;Céu Claro
325874;Céu Claro
325875;Céu Claro
325876;Chuva
325877;Céu Claro
325878;Chuva
325879;Chuva
325880;Garoa/Chuvisco
325882;Nublado
325884;Céu Claro
325885;Nublado
325886;Céu Claro
325887;Chuva
325888;Céu Claro
325889;Céu Claro
325890;Chuva
325891;Céu Claro
325892;Nublado
325893;Nublado
325894;Chuva
325895;Nublado
325896;Nublado
325897;Chuva
325898;Chuva
325899;Céu Claro
325900;Céu Claro
325901;Céu Claro
325902;Céu Claro
325903;Nublado
325904;Chuva
325905;Céu Claro
325906;Nublado
325907;Céu Claro
325908;Chuva
325909;Céu Claro
325910;Céu Claro
325912;Chuva
325913;Céu Claro
325914;Chuva
325915;Chuva
325916;Chuva
325917;Céu Claro
325919;Chuva
325921;Garoa/Chuvisco
325922;Céu Claro
325923;Nublado
325924;Chuva
325925;Garoa/Chuvisco
325926;Nublado
325927;Nublado
325928;Nublado
325929;Chuva
325930;Céu Claro
325931;Céu Claro
325932;Nublado
325934;Chuva
325936;Céu Claro
325937;Chuva
325938;Céu Claro
325939;Chuva
325941;Nublado
325942;Céu Claro
325943;Céu Claro
325945;Céu Claro
325946;Chuva
325947;Nublado
325948;Garoa/Chuvisco
325949;Ignorado
325950;Céu Claro
325951;Céu Claro
325952;Garoa/Chuvisco
325953;Garoa/Chuvisco
325954;Chuva
325955;Garoa/Chuvisco
325956;Nublado
325957;Chuva
325958;Chuva
325959;Céu Claro
325960;Chuva
325961;Chuva
325962;Garoa/Chuvisco
325963;Chuva
325964;Céu Claro
325965;Céu Claro
325966;Chuva
325967;Céu Claro
325968;Nublado
325969;Nublado
325970;Céu Claro
325971;Céu Claro
325972;Nublado
325973;Nublado
325974;Céu Claro
325975;Garoa/Chuvisco
325976;Céu Claro
325977;Céu Claro
325979;Nublado
325980;Céu Claro
325981;Céu Claro
325982;Nublado
325983;Chuva
325984;Céu Claro
325985;Céu Claro
325986;Nublado
325988;Chuva
325989;Nevoeiro/Neblina
325990;Garoa/Chuvisco
325991;Chuva
325992;Garoa/Chuvisco
325993;Nublado
325994;Nublado
325995;Sol
325996;Céu Claro
325997;Chuva
325999;Chuva
326000;Chuva
326001;Chuva
326002;Chuva
326003;Chuva
326004;Garoa/Chuvisco
326005;Céu Claro
326006;Nublado
326007;Céu Claro
326008;Céu Claro
326009;Céu Claro
326010;Céu Claro
326011;Céu Claro
326013;Céu Claro
326014;Céu Claro
326015;Céu Claro
326016;Céu Claro
326018;Sol
326019;Céu Claro
326021;Chuva
326022;Chuva
326023;Sol
326024;Chuva
326025;Céu Claro
326026;Céu Claro
326027;Sol
326028;Sol
326029;Nublado
326030;Nublado
326031;Céu Claro
326033;Nublado
326034;Nublado
326035;Céu Claro
326036;Céu Claro
326037;Garoa/Chuvisco
326038;Chuva
326040;Chuva
326041;Chuva
