f_acidente;d_classificacaoacidente
296966;Com Vítimas Feridas
296967;Com Vítimas Feridas
296968;Sem Vítimas
296969;Sem Vítimas
296971;Com Vítimas Fatais
296972;Com Vítimas Feridas
296974;Com Vítimas Feridas
296975;Sem Vítimas
296976;Sem Vítimas
296977;Sem Vítimas
296978;Com Vítimas Feridas
296979;Com Vítimas Feridas
296980;Com Vítimas Feridas
296981;Com Vítimas Feridas
296982;Com Vítimas Feridas
296983;Sem Vítimas
296985;Com Vítimas Feridas
296986;Com Vítimas Feridas
296988;Sem Vítimas
296989;Com Vítimas Feridas
296990;Com Vítimas Feridas
296991;Com Vítimas Feridas
296992;Sem Vítimas
296993;Com Vítimas Feridas
296995;Com Vítimas Feridas
296996;Com Vítimas Feridas
296997;Sem Vítimas
296998;Com Vítimas Feridas
296999;Com Vítimas Feridas
297001;Sem Vítimas
297002;Com Vítimas Feridas
297003;Com Vítimas Feridas
297004;Com Vítimas Feridas
297005;Com Vítimas Feridas
297006;Com Vítimas Feridas
297007;Com Vítimas Feridas
297008;Com Vítimas Feridas
297009;Com Vítimas Fatais
297010;Com Vítimas Feridas
297011;Com Vítimas Feridas
297012;Com Vítimas Feridas
297013;Com Vítimas Feridas
297014;Com Vítimas Fatais
297016;Com Vítimas Feridas
297017;Sem Vítimas
297018;Com Vítimas Feridas
297019;Com Vítimas Feridas
297020;Com Vítimas Feridas
297021;Com Vítimas Feridas
297022;Sem Vítimas
297023;Sem Vítimas
297024;Com Vítimas Feridas
297025;Com Vítimas Feridas
297026;Sem Vítimas
297027;Com Vítimas Feridas
297028;Com Vítimas Feridas
297029;Com Vítimas Feridas
297030;Com Vítimas Feridas
297031;Sem Vítimas
297032;Com Vítimas Feridas
297033;Com Vítimas Feridas
297034;Com Vítimas Feridas
297036;Sem Vítimas
297038;Com Vítimas Feridas
297039;Com Vítimas Feridas
297040;Com Vítimas Feridas
297041;Com Vítimas Feridas
297042;Com Vítimas Feridas
297043;Com Vítimas Feridas
297044;Com Vítimas Feridas
297045;Com Vítimas Feridas
297046;Com Vítimas Feridas
297048;Com Vítimas Feridas
297049;Com Vítimas Feridas
297050;Com Vítimas Feridas
297051;Com Vítimas Feridas
297052;Com Vítimas Feridas
297053;Com Vítimas Feridas
297054;Sem Vítimas
297055;Com Vítimas Feridas
297056;Com Vítimas Feridas
297058;Com Vítimas Feridas
297059;Com Vítimas Feridas
297060;Com Vítimas Feridas
297061;Com Vítimas Feridas
297062;Com Vítimas Feridas
297063;Com Vítimas Feridas
297064;Com Vítimas Feridas
297065;Com Vítimas Feridas
297066;Com Vítimas Feridas
297067;Com Vítimas Feridas
297068;Com Vítimas Feridas
297069;Com Vítimas Feridas
297070;Com Vítimas Feridas
297071;Com Vítimas Feridas
297072;Com Vítimas Feridas
297073;Com Vítimas Feridas
297074;Com Vítimas Feridas
297075;Sem Vítimas
297076;Com Vítimas Feridas
297077;Com Vítimas Feridas
297078;Com Vítimas Feridas
297079;Com Vítimas Feridas
297080;Com Vítimas Feridas
297081;Com Vítimas Feridas
297082;Com Vítimas Feridas
297083;Com Vítimas Feridas
297084;Com Vítimas Feridas
297085;Com Vítimas Feridas
297086;Com Vítimas Feridas
297087;Sem Vítimas
297088;Sem Vítimas
297089;Sem Vítimas
297090;Com Vítimas Fatais
297091;Sem Vítimas
297092;Com Vítimas Feridas
297093;Sem Vítimas
297094;Sem Vítimas
297095;Com Vítimas Feridas
297096;Com Vítimas Feridas
297097;Com Vítimas Feridas
297099;Com Vítimas Feridas
297101;Com Vítimas Feridas
297102;Com Vítimas Feridas
297103;Com Vítimas Feridas
297104;Com Vítimas Feridas
297105;Com Vítimas Feridas
297106;Com Vítimas Fatais
297108;Com Vítimas Feridas
297109;Com Vítimas Feridas
297110;Com Vítimas Feridas
297111;Sem Vítimas
297112;Com Vítimas Feridas
297113;Sem Vítimas
297114;Sem Vítimas
297115;Com Vítimas Feridas
297116;Com Vítimas Feridas
297117;Sem Vítimas
297118;Com Vítimas Feridas
297119;Com Vítimas Feridas
297120;Com Vítimas Feridas
297121;Com Vítimas Feridas
297122;Com Vítimas Feridas
297123;Com Vítimas Feridas
297124;Com Vítimas Fatais
297125;Com Vítimas Feridas
297126;Com Vítimas Feridas
297127;Com Vítimas Feridas
297128;Sem Vítimas
297129;Sem Vítimas
297130;Sem Vítimas
297131;Com Vítimas Fatais
297132;Com Vítimas Feridas
297133;Com Vítimas Feridas
297134;Com Vítimas Feridas
297135;Com Vítimas Feridas
297136;Com Vítimas Feridas
297137;Com Vítimas Feridas
297138;Com Vítimas Feridas
297139;Sem Vítimas
297141;Com Vítimas Feridas
297142;Com Vítimas Fatais
297143;Com Vítimas Feridas
297145;Com Vítimas Feridas
297146;Com Vítimas Feridas
297147;Com Vítimas Feridas
297148;Com Vítimas Feridas
297149;Com Vítimas Feridas
297150;Com Vítimas Feridas
297151;Com Vítimas Feridas
297152;Com Vítimas Feridas
297154;Sem Vítimas
297155;Com Vítimas Fatais
297157;Com Vítimas Feridas
297158;Com Vítimas Feridas
297159;Sem Vítimas
297160;Sem Vítimas
297161;Com Vítimas Feridas
297162;Com Vítimas Feridas
297163;Com Vítimas Feridas
297164;Com Vítimas Feridas
297165;Com Vítimas Feridas
297166;Com Vítimas Feridas
297167;Com Vítimas Feridas
297168;Com Vítimas Feridas
297169;Com Vítimas Feridas
297170;Com Vítimas Feridas
297171;Com Vítimas Feridas
297172;Com Vítimas Feridas
297173;Com Vítimas Feridas
297174;Com Vítimas Feridas
297175;Com Vítimas Feridas
297176;Com Vítimas Feridas
297177;Com Vítimas Feridas
297178;Com Vítimas Feridas
297179;Com Vítimas Feridas
297180;Com Vítimas Feridas
297181;Com Vítimas Feridas
297183;Com Vítimas Feridas
297184;Com Vítimas Feridas
297185;Com Vítimas Fatais
297186;Com Vítimas Feridas
297188;Com Vítimas Feridas
297189;Com Vítimas Feridas
297190;Com Vítimas Feridas
297191;Com Vítimas Feridas
297192;Sem Vítimas
297193;Com Vítimas Feridas
297194;Sem Vítimas
297195;Com Vítimas Feridas
297196;Com Vítimas Feridas
297197;Com Vítimas Feridas
297198;Com Vítimas Feridas
297199;Com Vítimas Feridas
297200;Sem Vítimas
297201;Com Vítimas Feridas
297202;Com Vítimas Feridas
297204;Com Vítimas Feridas
297205;Com Vítimas Feridas
297206;Sem Vítimas
297207;Com Vítimas Feridas
297208;Com Vítimas Feridas
297209;Sem Vítimas
297211;Sem Vítimas
297212;Com Vítimas Feridas
297213;Com Vítimas Feridas
297214;Com Vítimas Feridas
297215;Com Vítimas Feridas
297216;Sem Vítimas
297217;Com Vítimas Feridas
297218;Com Vítimas Feridas
297219;Com Vítimas Feridas
297220;Com Vítimas Feridas
297221;Sem Vítimas
297222;Sem Vítimas
297223;Com Vítimas Feridas
297224;Com Vítimas Feridas
297225;Com Vítimas Feridas
297226;Com Vítimas Feridas
297227;Sem Vítimas
297228;Com Vítimas Feridas
297229;Sem Vítimas
297230;Com Vítimas Feridas
297232;Sem Vítimas
297233;Com Vítimas Feridas
297235;Com Vítimas Feridas
297236;Com Vítimas Feridas
297237;Sem Vítimas
297238;Sem Vítimas
297239;Com Vítimas Feridas
297240;Com Vítimas Feridas
297241;Com Vítimas Feridas
297242;Com Vítimas Feridas
297243;Com Vítimas Feridas
297245;Com Vítimas Feridas
297246;Com Vítimas Feridas
297247;Com Vítimas Feridas
297248;Com Vítimas Feridas
297249;Com Vítimas Feridas
297250;Com Vítimas Feridas
297251;Sem Vítimas
297252;Sem Vítimas
297253;Com Vítimas Feridas
297254;Com Vítimas Fatais
297255;Com Vítimas Feridas
297256;Com Vítimas Feridas
297257;Com Vítimas Feridas
297258;Com Vítimas Feridas
297259;Sem Vítimas
297260;Com Vítimas Feridas
297261;Com Vítimas Feridas
297262;Com Vítimas Fatais
297263;Sem Vítimas
297264;Com Vítimas Feridas
297265;Com Vítimas Feridas
297267;Com Vítimas Feridas
297268;Com Vítimas Feridas
297270;Com Vítimas Feridas
297271;Com Vítimas Fatais
297272;Com Vítimas Feridas
297273;Com Vítimas Feridas
297274;Com Vítimas Feridas
297275;Com Vítimas Feridas
297276;Com Vítimas Feridas
297277;Sem Vítimas
297278;Sem Vítimas
297280;Com Vítimas Feridas
297281;Com Vítimas Feridas
297282;Com Vítimas Feridas
297283;Com Vítimas Feridas
297284;Com Vítimas Feridas
297285;Com Vítimas Fatais
297286;Com Vítimas Feridas
297287;Sem Vítimas
297288;Com Vítimas Feridas
297289;Com Vítimas Feridas
297290;Com Vítimas Fatais
297291;Com Vítimas Fatais
297292;Sem Vítimas
297293;Sem Vítimas
297294;Sem Vítimas
297295;Com Vítimas Feridas
297296;Com Vítimas Feridas
297297;Com Vítimas Feridas
297298;Com Vítimas Feridas
297299;Com Vítimas Fatais
297300;Com Vítimas Feridas
297301;Com Vítimas Fatais
297302;Sem Vítimas
297303;Com Vítimas Feridas
297304;Com Vítimas Feridas
297305;Sem Vítimas
297306;Com Vítimas Feridas
297307;Com Vítimas Feridas
297308;Com Vítimas Feridas
297310;Com Vítimas Feridas
297311;Com Vítimas Feridas
297312;Com Vítimas Feridas
297314;Com Vítimas Feridas
297315;Com Vítimas Feridas
297317;Sem Vítimas
297318;Com Vítimas Feridas
297319;Com Vítimas Fatais
297320;Com Vítimas Fatais
297321;Com Vítimas Feridas
297322;Com Vítimas Feridas
297323;Sem Vítimas
297324;Com Vítimas Feridas
297325;Com Vítimas Feridas
297326;Com Vítimas Feridas
297327;Sem Vítimas
297328;Com Vítimas Feridas
297329;Com Vítimas Feridas
297330;Com Vítimas Feridas
297331;Com Vítimas Fatais
297332;Com Vítimas Feridas
297333;Com Vítimas Feridas
297334;Com Vítimas Feridas
297335;Com Vítimas Feridas
297336;Sem Vítimas
297337;Com Vítimas Feridas
297338;Com Vítimas Feridas
297339;Com Vítimas Feridas
297340;Com Vítimas Feridas
297341;Sem Vítimas
297342;Com Vítimas Feridas
297343;Com Vítimas Feridas
297344;Sem Vítimas
297346;Com Vítimas Feridas
297347;Com Vítimas Feridas
297348;Com Vítimas Feridas
297349;Com Vítimas Feridas
297350;Com Vítimas Feridas
297351;Com Vítimas Feridas
297352;Com Vítimas Feridas
297353;Com Vítimas Feridas
297354;Com Vítimas Feridas
297355;Com Vítimas Feridas
297356;Com Vítimas Feridas
297357;Com Vítimas Feridas
297358;Com Vítimas Feridas
297359;Com Vítimas Feridas
297360;Com Vítimas Feridas
297361;Com Vítimas Feridas
297363;Com Vítimas Feridas
297364;Com Vítimas Feridas
297366;Com Vítimas Feridas
297367;Com Vítimas Feridas
297368;Com Vítimas Feridas
297369;Com Vítimas Feridas
297370;Com Vítimas Feridas
297371;Sem Vítimas
297372;Com Vítimas Feridas
297373;Sem Vítimas
297374;Com Vítimas Feridas
297375;Sem Vítimas
297377;Com Vítimas Feridas
297378;Com Vítimas Feridas
297379;Sem Vítimas
297380;Com Vítimas Feridas
297381;Com Vítimas Feridas
297383;Com Vítimas Feridas
297385;Com Vítimas Feridas
297386;Com Vítimas Feridas
297387;Com Vítimas Feridas
297388;Com Vítimas Feridas
297389;Com Vítimas Feridas
297390;Com Vítimas Feridas
297391;Sem Vítimas
297392;Com Vítimas Feridas
297393;Com Vítimas Feridas
297394;Com Vítimas Feridas
297396;Com Vítimas Feridas
297397;Com Vítimas Feridas
297398;Com Vítimas Feridas
297400;Com Vítimas Feridas
297401;Com Vítimas Feridas
297404;Com Vítimas Feridas
297405;Com Vítimas Fatais
297406;Com Vítimas Feridas
297408;Com Vítimas Feridas
297409;Com Vítimas Feridas
297410;Com Vítimas Feridas
297412;Com Vítimas Feridas
297413;Com Vítimas Feridas
297414;Com Vítimas Feridas
297415;Com Vítimas Feridas
297416;Com Vítimas Feridas
297417;Com Vítimas Feridas
297418;Com Vítimas Feridas
297419;Sem Vítimas
297420;Com Vítimas Feridas
297421;Sem Vítimas
297422;Sem Vítimas
297423;Com Vítimas Feridas
297424;Com Vítimas Feridas
297425;Com Vítimas Feridas
297427;Com Vítimas Feridas
297428;Com Vítimas Feridas
297429;Com Vítimas Feridas
297430;Com Vítimas Feridas
297431;Com Vítimas Feridas
297432;Com Vítimas Feridas
297433;Com Vítimas Feridas
297434;Sem Vítimas
297435;Com Vítimas Feridas
297436;Com Vítimas Feridas
297437;Com Vítimas Feridas
297438;Sem Vítimas
297439;Com Vítimas Feridas
297440;Com Vítimas Feridas
297442;Com Vítimas Feridas
297444;Sem Vítimas
297445;Com Vítimas Feridas
297446;Com Vítimas Feridas
297448;Com Vítimas Fatais
297449;Com Vítimas Feridas
297450;Com Vítimas Feridas
297451;Com Vítimas Fatais
297452;Com Vítimas Feridas
297453;Com Vítimas Feridas
297454;Com Vítimas Feridas
297455;Sem Vítimas
297456;Com Vítimas Feridas
297457;Com Vítimas Feridas
297458;Com Vítimas Feridas
297459;Sem Vítimas
297460;Com Vítimas Feridas
297461;Com Vítimas Feridas
297463;Com Vítimas Feridas
297464;Sem Vítimas
297465;Com Vítimas Feridas
297466;Com Vítimas Feridas
297467;Com Vítimas Feridas
297468;Com Vítimas Fatais
297469;Com Vítimas Feridas
297470;Com Vítimas Feridas
297471;Sem Vítimas
297472;Com Vítimas Feridas
297473;Com Vítimas Feridas
297474;Com Vítimas Feridas
297475;Com Vítimas Feridas
297476;Com Vítimas Feridas
297477;Com Vítimas Fatais
297478;Com Vítimas Feridas
297479;Sem Vítimas
297480;Sem Vítimas
297481;Com Vítimas Feridas
297483;Com Vítimas Feridas
297484;Com Vítimas Feridas
297485;Sem Vítimas
297486;Com Vítimas Feridas
297490;Com Vítimas Fatais
297491;Com Vítimas Feridas
297492;Com Vítimas Feridas
297493;Com Vítimas Feridas
297494;Com Vítimas Feridas
297495;Com Vítimas Feridas
297496;Com Vítimas Feridas
297497;Com Vítimas Feridas
297498;Sem Vítimas
297499;Com Vítimas Feridas
297500;Com Vítimas Feridas
297501;Com Vítimas Feridas
297502;Com Vítimas Feridas
297503;Com Vítimas Feridas
297504;Sem Vítimas
297505;Com Vítimas Feridas
297506;Com Vítimas Feridas
297507;Com Vítimas Feridas
297508;Sem Vítimas
297509;Sem Vítimas
297510;Com Vítimas Feridas
297511;Com Vítimas Feridas
297512;Com Vítimas Feridas
297513;Com Vítimas Fatais
297515;Com Vítimas Fatais
297516;Com Vítimas Feridas
297517;Sem Vítimas
297519;Com Vítimas Feridas
297520;Com Vítimas Feridas
297521;Sem Vítimas
297522;Com Vítimas Feridas
297523;Com Vítimas Feridas
297524;Com Vítimas Feridas
297525;Com Vítimas Feridas
297526;Com Vítimas Feridas
297527;Com Vítimas Feridas
297528;Com Vítimas Fatais
297529;Com Vítimas Feridas
297530;Com Vítimas Feridas
297531;Com Vítimas Feridas
297532;Sem Vítimas
297533;Com Vítimas Feridas
297535;Sem Vítimas
297536;Com Vítimas Fatais
297537;Com Vítimas Fatais
297538;Com Vítimas Feridas
297539;Com Vítimas Fatais
297540;Com Vítimas Feridas
297541;Sem Vítimas
297542;Sem Vítimas
297543;Sem Vítimas
297544;Sem Vítimas
297545;Com Vítimas Feridas
297546;Com Vítimas Feridas
297547;Com Vítimas Feridas
297548;Sem Vítimas
297549;Com Vítimas Feridas
297550;Sem Vítimas
297551;Sem Vítimas
297553;Com Vítimas Fatais
297554;Sem Vítimas
297555;Com Vítimas Feridas
297556;Sem Vítimas
297557;Com Vítimas Feridas
297559;Com Vítimas Feridas
297560;Com Vítimas Feridas
297561;Com Vítimas Fatais
297562;Com Vítimas Feridas
297563;Sem Vítimas
297564;Com Vítimas Feridas
297565;Com Vítimas Feridas
297566;Com Vítimas Fatais
297567;Sem Vítimas
297568;Com Vítimas Feridas
297569;Com Vítimas Fatais
297570;Com Vítimas Feridas
297571;Com Vítimas Feridas
297572;Sem Vítimas
297573;Sem Vítimas
297575;Com Vítimas Feridas
297576;Com Vítimas Feridas
297577;Com Vítimas Feridas
297578;Sem Vítimas
297579;Com Vítimas Feridas
297580;Sem Vítimas
297581;Com Vítimas Feridas
297582;Com Vítimas Feridas
297584;Com Vítimas Feridas
297585;Sem Vítimas
297586;Com Vítimas Feridas
297588;Com Vítimas Feridas
297589;Com Vítimas Feridas
297590;Com Vítimas Fatais
297591;Com Vítimas Fatais
297592;Sem Vítimas
297594;Com Vítimas Feridas
297595;Sem Vítimas
297598;Com Vítimas Feridas
297600;Com Vítimas Feridas
297603;Com Vítimas Feridas
297610;Com Vítimas Feridas
297614;Com Vítimas Feridas
297615;Sem Vítimas
297616;Com Vítimas Feridas
297617;Com Vítimas Feridas
297618;Com Vítimas Feridas
297619;Com Vítimas Feridas
297620;Com Vítimas Feridas
297621;Com Vítimas Fatais
297622;Com Vítimas Feridas
297623;Com Vítimas Feridas
297624;Sem Vítimas
297625;Com Vítimas Feridas
297626;Sem Vítimas
297628;Com Vítimas Feridas
297629;Com Vítimas Feridas
297630;Com Vítimas Fatais
297631;Com Vítimas Feridas
297632;Com Vítimas Feridas
297633;Sem Vítimas
297634;Com Vítimas Feridas
297635;Com Vítimas Feridas
297636;Com Vítimas Feridas
297637;Com Vítimas Feridas
297638;Com Vítimas Feridas
297640;Sem Vítimas
297641;Com Vítimas Feridas
297642;Com Vítimas Feridas
297643;Com Vítimas Feridas
297645;Com Vítimas Feridas
297646;Sem Vítimas
297647;Com Vítimas Feridas
297648;Com Vítimas Feridas
297649;Sem Vítimas
297650;Sem Vítimas
297651;Com Vítimas Fatais
297652;Com Vítimas Feridas
297653;Com Vítimas Feridas
297654;Com Vítimas Feridas
297655;Com Vítimas Feridas
297656;Com Vítimas Feridas
297657;Com Vítimas Feridas
297658;Com Vítimas Feridas
297659;Com Vítimas Feridas
297660;Sem Vítimas
297661;Com Vítimas Feridas
297662;Com Vítimas Feridas
297663;Com Vítimas Feridas
297664;Com Vítimas Feridas
297665;Com Vítimas Feridas
297666;Com Vítimas Feridas
297668;Com Vítimas Feridas
297669;Com Vítimas Feridas
297670;Com Vítimas Feridas
297671;Com Vítimas Feridas
297672;Sem Vítimas
297673;Com Vítimas Feridas
297674;Com Vítimas Feridas
297675;Com Vítimas Feridas
297676;Com Vítimas Feridas
297678;Com Vítimas Feridas
297679;Com Vítimas Feridas
297680;Com Vítimas Feridas
297681;Com Vítimas Feridas
297682;Com Vítimas Feridas
297683;Com Vítimas Feridas
297685;Sem Vítimas
297686;Com Vítimas Feridas
297687;Com Vítimas Feridas
297688;Com Vítimas Fatais
297689;Com Vítimas Feridas
297690;Com Vítimas Feridas
297691;Com Vítimas Feridas
297692;Com Vítimas Feridas
297693;Com Vítimas Feridas
297694;Com Vítimas Feridas
297695;Sem Vítimas
297696;Com Vítimas Feridas
297697;Com Vítimas Feridas
297699;Com Vítimas Feridas
297700;Com Vítimas Feridas
297701;Com Vítimas Feridas
297702;Com Vítimas Feridas
297703;Sem Vítimas
297704;Com Vítimas Feridas
297705;Sem Vítimas
297706;Com Vítimas Feridas
297707;Sem Vítimas
297708;Com Vítimas Feridas
297710;Com Vítimas Fatais
297711;Com Vítimas Feridas
297712;Sem Vítimas
297713;Com Vítimas Feridas
297714;Sem Vítimas
297715;Com Vítimas Feridas
297716;Com Vítimas Feridas
297717;Sem Vítimas
297718;Com Vítimas Fatais
297719;Com Vítimas Feridas
297720;Sem Vítimas
297721;Com Vítimas Feridas
297722;Sem Vítimas
297723;Com Vítimas Fatais
297724;Com Vítimas Feridas
297725;Com Vítimas Feridas
297726;Com Vítimas Feridas
297727;Com Vítimas Fatais
297728;Com Vítimas Feridas
297729;Com Vítimas Fatais
297730;Com Vítimas Feridas
297731;Com Vítimas Feridas
297732;Com Vítimas Feridas
297733;Com Vítimas Feridas
297734;Com Vítimas Feridas
297735;Com Vítimas Feridas
297736;Com Vítimas Feridas
297737;Com Vítimas Feridas
297738;Com Vítimas Feridas
297739;Com Vítimas Fatais
297740;Sem Vítimas
297741;Com Vítimas Feridas
297742;Com Vítimas Feridas
297743;Com Vítimas Feridas
297744;Com Vítimas Feridas
297746;Com Vítimas Feridas
297747;Com Vítimas Feridas
297748;Com Vítimas Feridas
297749;Sem Vítimas
297750;Com Vítimas Feridas
297751;Com Vítimas Feridas
297752;Com Vítimas Feridas
297753;Com Vítimas Fatais
297754;Sem Vítimas
297755;Sem Vítimas
297756;Com Vítimas Feridas
297757;Com Vítimas Feridas
297758;Com Vítimas Feridas
297759;Com Vítimas Feridas
297760;Com Vítimas Fatais
297761;Com Vítimas Feridas
297762;Com Vítimas Feridas
297763;Com Vítimas Feridas
297764;Com Vítimas Fatais
297765;Com Vítimas Feridas
297767;Com Vítimas Feridas
297768;Com Vítimas Feridas
297769;Com Vítimas Feridas
297770;Com Vítimas Feridas
297771;Com Vítimas Feridas
297772;Com Vítimas Feridas
297775;Sem Vítimas
297776;Com Vítimas Feridas
297777;Com Vítimas Feridas
297778;Sem Vítimas
297779;Com Vítimas Feridas
297780;Com Vítimas Feridas
297781;Com Vítimas Feridas
297782;Com Vítimas Feridas
297783;Com Vítimas Feridas
297785;Com Vítimas Feridas
297786;Com Vítimas Feridas
297787;Com Vítimas Feridas
297788;Sem Vítimas
297789;Com Vítimas Feridas
297790;Com Vítimas Feridas
297791;Com Vítimas Feridas
