f_acidente;d_dataacidente
296190;18/07/2020
296191;18/07/2020
296192;18/07/2020
296193;18/07/2020
296195;18/07/2020
296196;18/07/2020
296197;18/07/2020
296198;18/07/2020
296199;18/07/2020
296200;18/07/2020
296201;18/07/2020
296202;18/07/2020
296203;18/07/2020
296204;18/07/2020
296205;18/07/2020
296206;18/07/2020
296207;18/07/2020
296208;18/07/2020
296209;18/07/2020
296210;18/07/2020
296211;18/07/2020
296212;18/07/2020
296214;18/07/2020
296216;18/07/2020
296217;18/07/2020
296218;18/07/2020
296219;18/07/2020
296220;15/07/2020
296221;18/07/2020
296222;18/07/2020
296223;18/07/2020
296224;18/07/2020
296225;19/07/2020
296226;18/07/2020
296227;18/07/2020
296228;18/07/2020
296229;19/07/2020
296230;19/07/2020
296231;19/07/2020
296232;18/07/2020
296233;18/07/2020
296234;19/07/2020
296235;19/07/2020
296236;19/07/2020
296237;18/07/2020
296238;19/07/2020
296239;19/07/2020
296240;19/07/2020
296241;18/07/2020
296242;19/07/2020
296243;19/07/2020
296245;19/07/2020
296246;19/07/2020
296247;19/07/2020
296248;19/07/2020
296249;18/07/2020
296250;19/07/2020
296251;19/07/2020
296252;18/07/2020
296253;19/07/2020
296254;19/07/2020
296255;19/07/2020
296256;19/07/2020
296257;19/07/2020
296259;19/07/2020
296262;19/07/2020
296263;18/07/2020
296264;19/07/2020
296265;18/07/2020
296266;19/07/2020
296267;19/07/2020
296268;19/07/2020
296269;19/07/2020
296270;19/07/2020
296271;19/07/2020
296272;19/07/2020
296273;29/06/2020
296274;19/07/2020
296276;19/07/2020
296277;19/07/2020
296278;19/07/2020
296279;19/07/2020
296280;19/07/2020
296281;19/07/2020
296282;19/07/2020
296284;19/07/2020
296285;19/07/2020
296286;19/07/2020
296287;19/07/2020
296288;18/07/2020
296289;19/07/2020
296290;19/07/2020
296291;19/07/2020
296292;19/07/2020
296293;19/07/2020
296294;19/07/2020
296295;19/07/2020
296296;19/07/2020
296297;19/07/2020
296298;27/06/2020
296299;19/07/2020
296300;19/07/2020
296301;19/07/2020
296302;19/07/2020
296303;19/07/2020
296304;19/07/2020
296305;19/07/2020
296306;19/07/2020
296307;19/07/2020
296308;19/07/2020
296309;19/07/2020
296311;19/07/2020
296312;19/07/2020
296313;19/07/2020
296314;19/07/2020
296315;19/07/2020
296316;19/07/2020
296317;19/07/2020
296318;19/07/2020
296319;19/07/2020
296320;19/07/2020
296321;19/07/2020
296322;19/07/2020
296323;19/07/2020
296325;19/07/2020
296326;19/07/2020
296327;19/07/2020
296328;19/07/2020
296329;19/07/2020
296331;19/07/2020
296332;19/07/2020
296333;19/07/2020
296334;19/07/2020
296336;19/07/2020
296337;19/07/2020
296338;19/07/2020
296339;19/07/2020
296340;19/07/2020
296341;19/07/2020
296342;19/07/2020
296343;19/07/2020
296344;19/07/2020
296345;19/07/2020
296346;19/07/2020
296347;19/07/2020
296348;19/07/2020
296349;19/07/2020
296350;19/07/2020
296351;19/07/2020
296352;19/07/2020
296354;19/07/2020
296355;19/07/2020
296356;19/07/2020
296357;19/07/2020
296358;19/07/2020
296359;19/07/2020
296361;19/07/2020
296362;19/07/2020
296363;19/07/2020
296364;19/07/2020
296365;19/07/2020
296366;19/07/2020
296367;19/07/2020
296368;19/07/2020
296369;19/07/2020
296370;19/07/2020
296372;19/07/2020
296373;19/07/2020
296374;19/07/2020
296375;19/07/2020
296376;19/07/2020
296377;19/07/2020
296380;19/07/2020
296381;19/07/2020
296382;19/07/2020
296384;19/07/2020
296385;19/07/2020
296388;19/07/2020
296389;19/07/2020
296390;19/07/2020
296391;19/07/2020
296392;19/07/2020
296393;19/07/2020
296395;19/07/2020
296396;19/07/2020
296397;19/07/2020
296398;19/07/2020
296399;19/07/2020
296401;19/07/2020
296402;19/07/2020
296403;19/07/2020
296404;19/07/2020
296405;19/07/2020
296407;19/07/2020
296408;19/07/2020
296409;19/07/2020
296410;19/07/2020
296411;19/07/2020
296412;19/07/2020
296413;19/07/2020
296414;19/07/2020
296415;19/07/2020
296416;19/07/2020
296417;19/07/2020
296418;19/07/2020
296419;19/07/2020
296420;19/07/2020
296421;19/07/2020
296422;19/07/2020
296423;19/07/2020
296424;19/07/2020
296425;19/07/2020
296426;19/07/2020
296427;19/07/2020
296428;19/07/2020
296429;19/07/2020
296430;19/07/2020
296431;19/07/2020
296433;19/07/2020
296434;19/07/2020
296435;19/07/2020
296436;19/07/2020
296437;19/07/2020
296438;19/07/2020
296439;20/07/2020
296440;19/07/2020
296441;19/07/2020
296442;19/07/2020
296443;19/07/2020
296444;19/07/2020
296445;19/07/2020
296446;19/07/2020
296447;19/07/2020
296448;20/07/2020
296449;20/07/2020
296450;20/07/2020
296451;20/07/2020
296452;20/07/2020
296453;20/07/2020
296454;20/07/2020
296455;20/07/2020
296456;20/07/2020
296457;19/07/2020
296458;20/07/2020
296459;19/07/2020
296460;20/07/2020
296461;20/07/2020
296462;20/07/2020
296463;20/07/2020
296464;19/07/2020
296465;20/07/2020
296467;20/07/2020
296468;20/07/2020
296469;20/07/2020
296470;19/07/2020
296471;20/07/2020
296472;20/07/2020
296473;20/07/2020
296474;20/07/2020
296475;20/07/2020
296476;20/07/2020
296477;20/07/2020
296478;20/07/2020
296479;20/07/2020
296480;20/07/2020
296481;20/07/2020
296482;20/07/2020
296483;20/07/2020
296484;20/07/2020
296485;20/07/2020
296486;20/07/2020
296487;20/07/2020
296488;20/07/2020
296489;20/07/2020
296490;19/07/2020
296491;20/07/2020
296492;20/07/2020
296493;20/07/2020
296495;20/07/2020
296498;18/01/2020
296499;03/04/2020
296500;20/07/2020
296501;20/07/2020
296502;15/07/2020
296503;20/07/2020
296504;20/07/2020
296505;16/07/2020
296506;20/07/2020
296508;20/07/2020
296509;20/07/2020
296510;20/07/2020
296511;20/07/2020
296512;20/07/2020
296513;23/06/2020
296514;20/07/2020
296516;20/07/2020
296517;20/07/2020
296518;20/07/2020
296519;16/01/2020
296520;20/07/2020
296521;20/07/2020
296522;20/07/2020
296523;20/07/2020
296524;20/07/2020
296525;20/07/2020
296526;20/07/2020
296527;20/07/2020
296529;20/07/2020
296530;20/07/2020
296531;20/07/2020
296532;20/07/2020
296533;20/07/2020
296534;20/07/2020
296535;20/07/2020
296536;20/07/2020
296537;20/07/2020
296538;20/07/2020
296540;20/07/2020
296541;20/07/2020
296544;20/07/2020
296545;20/07/2020
296547;20/07/2020
296548;20/07/2020
296549;16/07/2020
296550;20/07/2020
296551;12/07/2020
296552;20/07/2020
296553;20/07/2020
296554;20/07/2020
296555;20/07/2020
296556;20/07/2020
296557;20/07/2020
296558;20/07/2020
296559;20/07/2020
296561;20/07/2020
296562;20/07/2020
296563;20/07/2020
296564;20/07/2020
296565;20/07/2020
296566;20/07/2020
296567;20/07/2020
296568;20/07/2020
296569;20/07/2020
296570;31/01/2020
296571;20/07/2020
296572;20/07/2020
296573;20/07/2020
296574;20/07/2020
296575;20/07/2020
296576;19/07/2020
296577;20/07/2020
296579;20/07/2020
296580;20/07/2020
296581;20/07/2020
296582;20/07/2020
296583;20/07/2020
296584;20/07/2020
296586;20/07/2020
296587;20/07/2020
296588;20/07/2020
296589;20/07/2020
296590;20/07/2020
296591;20/07/2020
296592;20/07/2020
296593;20/07/2020
296594;20/07/2020
296595;20/07/2020
296596;20/07/2020
296597;20/07/2020
296598;20/07/2020
296599;12/07/2020
296600;20/07/2020
296601;20/07/2020
296602;20/07/2020
296603;20/07/2020
296604;20/07/2020
296605;20/07/2020
296606;20/07/2020
296607;20/07/2020
296608;20/07/2020
296609;20/07/2020
296610;20/07/2020
296611;20/07/2020
296612;20/07/2020
296613;20/07/2020
296614;20/07/2020
296616;20/07/2020
296617;20/07/2020
296618;20/07/2020
296619;20/07/2020
296620;20/07/2020
296621;20/07/2020
296622;20/07/2020
296623;20/07/2020
296624;20/07/2020
296625;20/07/2020
296626;20/07/2020
296627;21/07/2020
296628;21/07/2020
296629;20/07/2020
296630;21/07/2020
296631;21/07/2020
296633;21/07/2020
296634;21/07/2020
296635;21/07/2020
296637;21/07/2020
296638;21/07/2020
296639;21/07/2020
296640;21/07/2020
296641;21/07/2020
296642;21/07/2020
296643;21/07/2020
296644;20/07/2020
296645;21/07/2020
296646;21/07/2020
296647;21/07/2020
296648;21/07/2020
296649;21/07/2020
296650;21/07/2020
296651;21/07/2020
296652;21/07/2020
296653;21/07/2020
296654;21/07/2020
296655;13/06/2020
296656;21/07/2020
296657;21/07/2020
296659;21/07/2020
296660;02/07/2020
296662;13/07/2020
296663;21/07/2020
296664;21/07/2020
296665;21/07/2020
296666;21/07/2020
296667;21/07/2020
296668;21/07/2020
296669;21/07/2020
296670;21/07/2020
296671;21/07/2020
296672;17/07/2020
296673;21/07/2020
296674;21/07/2020
296675;21/07/2020
296676;21/07/2020
296677;11/06/2020
296678;21/07/2020
296679;21/07/2020
296680;20/02/2020
296681;30/06/2020
296682;21/07/2020
296683;21/07/2020
296684;21/07/2020
296685;10/07/2020
296686;01/07/2020
296687;21/07/2020
296688;21/07/2020
296689;21/07/2020
296690;21/07/2020
296693;21/07/2020
296694;21/07/2020
296695;15/07/2020
296696;11/07/2020
296697;21/07/2020
296698;21/07/2020
296700;17/04/2020
296701;21/07/2020
296702;21/07/2020
296703;21/07/2020
296704;21/07/2020
296705;21/07/2020
296706;21/07/2020
296707;21/07/2020
296709;21/07/2020
296710;27/01/2020
296711;21/07/2020
296712;21/07/2020
296713;21/07/2020
296714;21/07/2020
296715;20/07/2020
296716;03/06/2020
296717;21/07/2020
296718;21/07/2020
296719;21/07/2020
296720;21/07/2020
296721;21/07/2020
296723;21/07/2020
296724;21/07/2020
296726;03/07/2020
296727;21/07/2020
296728;21/07/2020
296729;21/07/2020
296730;21/07/2020
296731;21/07/2020
296732;21/07/2020
296733;21/07/2020
296734;21/07/2020
296735;21/07/2020
296736;21/07/2020
296738;21/07/2020
296739;21/07/2020
296740;21/07/2020
296741;31/05/2020
296742;21/07/2020
296743;21/07/2020
296744;21/07/2020
296745;21/07/2020
296746;21/07/2020
296747;21/07/2020
296748;21/07/2020
296749;21/07/2020
296750;21/07/2020
296751;21/07/2020
296753;21/07/2020
296754;21/07/2020
296755;21/07/2020
296756;21/07/2020
296757;21/07/2020
296758;21/07/2020
296759;21/07/2020
296760;21/07/2020
296761;21/07/2020
296762;21/07/2020
296763;20/07/2020
296765;21/07/2020
296766;21/07/2020
296767;20/07/2020
296768;21/07/2020
296770;21/07/2020
296771;21/07/2020
296772;21/07/2020
296773;21/07/2020
296774;21/07/2020
296775;21/07/2020
296776;21/07/2020
296778;21/07/2020
296779;21/07/2020
296780;21/07/2020
296781;21/07/2020
296782;21/07/2020
296783;21/07/2020
296784;21/07/2020
296785;21/07/2020
296786;21/07/2020
296787;21/07/2020
296788;21/07/2020
296789;21/07/2020
296790;21/07/2020
296791;21/07/2020
296793;21/07/2020
296794;21/07/2020
296795;21/07/2020
296797;22/07/2020
296798;22/07/2020
296799;22/07/2020
296801;22/07/2020
296802;22/07/2020
296803;22/07/2020
296804;22/07/2020
296806;22/07/2020
296807;22/07/2020
296808;22/07/2020
296809;22/07/2020
296810;22/07/2020
296811;22/07/2020
296812;22/07/2020
296813;22/07/2020
296814;18/07/2020
296815;22/07/2020
296816;22/07/2020
296817;22/07/2020
296818;22/07/2020
296819;22/07/2020
296820;22/07/2020
296821;22/07/2020
296822;22/07/2020
296823;22/07/2020
296824;22/07/2020
296825;22/07/2020
296826;08/03/2020
296827;22/07/2020
296828;22/07/2020
296829;22/07/2020
296830;22/07/2020
296831;22/07/2020
296832;22/07/2020
296834;30/01/2020
296835;22/07/2020
296837;22/07/2020
296838;22/07/2020
296839;22/07/2020
296841;22/07/2020
296842;17/07/2020
296843;22/07/2020
296844;10/06/2020
296845;22/07/2020
296846;22/07/2020
296847;22/07/2020
296848;14/03/2020
296849;22/07/2020
296850;22/07/2020
296851;22/07/2020
296853;22/07/2020
296854;22/07/2020
296855;22/07/2020
296856;22/07/2020
296857;22/07/2020
296858;22/07/2020
296859;22/07/2020
296860;22/07/2020
296861;22/07/2020
296862;22/07/2020
296863;22/07/2020
296864;22/07/2020
296865;22/07/2020
296866;22/07/2020
296867;22/07/2020
296868;22/07/2020
296869;22/07/2020
296870;13/07/2020
296871;16/03/2020
296872;22/07/2020
296873;22/07/2020
296874;22/07/2020
296875;22/07/2020
296877;22/07/2020
296878;22/07/2020
296881;22/07/2020
296882;22/07/2020
296883;22/07/2020
296884;22/07/2020
296885;22/07/2020
296886;22/07/2020
296889;22/07/2020
296890;22/07/2020
296891;22/07/2020
296892;22/07/2020
296893;22/07/2020
296895;22/07/2020
296896;22/07/2020
296897;22/07/2020
296898;22/07/2020
296900;22/07/2020
296901;22/07/2020
296902;22/07/2020
296903;22/07/2020
296904;22/07/2020
296905;14/07/2020
296906;22/07/2020
296907;22/07/2020
296908;22/07/2020
296909;22/07/2020
296910;22/07/2020
296911;22/07/2020
296912;22/07/2020
296913;22/07/2020
296916;22/07/2020
296917;22/07/2020
296918;14/07/2020
296919;22/07/2020
296920;25/06/2020
296921;22/07/2020
296922;22/07/2020
296923;22/07/2020
296924;22/07/2020
296925;22/07/2020
296926;22/07/2020
296927;22/07/2020
296929;22/07/2020
296930;22/07/2020
296931;22/07/2020
296932;22/07/2020
296933;22/07/2020
296934;22/07/2020
296935;22/07/2020
296936;22/07/2020
296937;22/07/2020
296938;22/07/2020
296939;22/07/2020
296940;22/07/2020
296941;22/07/2020
296942;22/07/2020
296943;22/07/2020
296944;22/07/2020
296945;22/07/2020
296946;22/07/2020
296947;22/07/2020
296948;22/07/2020
296949;22/07/2020
296950;22/07/2020
296951;22/07/2020
296952;22/07/2020
296953;22/07/2020
296954;22/07/2020
296955;22/07/2020
296956;23/07/2020
296957;22/07/2020
296958;10/07/2020
296959;23/07/2020
296962;23/07/2020
296963;23/07/2020
296964;23/07/2020
296965;23/07/2020
296966;23/07/2020
296967;23/07/2020
296968;23/07/2020
296969;23/07/2020
296971;25/03/2020
296972;23/07/2020
296974;23/07/2020
296975;23/07/2020
296976;23/07/2020
296977;23/07/2020
296978;23/07/2020
296979;23/07/2020
296980;23/07/2020
296981;23/07/2020
296982;23/07/2020
296983;22/07/2020
296985;23/07/2020
296986;23/07/2020
296988;23/07/2020
296989;23/07/2020
296990;23/07/2020
296991;23/07/2020
296992;23/07/2020
296993;23/07/2020
296995;23/07/2020
296996;23/07/2020
296997;23/07/2020
296998;23/07/2020
296999;10/07/2020
297001;23/07/2020
297002;23/07/2020
297003;23/07/2020
297004;23/07/2020
297005;23/07/2020
297006;23/07/2020
297007;23/07/2020
297008;23/07/2020
297009;22/07/2020
297010;23/07/2020
297011;09/06/2020
297012;23/07/2020
297013;23/07/2020
297014;23/07/2020
297016;23/07/2020
297017;19/07/2020
297018;23/07/2020
297019;23/07/2020
297020;23/07/2020
297021;23/07/2020
297022;23/07/2020
297023;23/07/2020
297024;23/07/2020
297025;23/07/2020
297026;23/07/2020
297027;23/07/2020
297028;23/07/2020
297029;23/07/2020
297030;05/06/2020
297031;26/05/2020
297032;23/07/2020
297033;27/01/2020
297034;15/07/2020
297036;27/01/2020
297038;23/07/2020
297039;23/07/2020
297040;31/01/2020
297041;23/07/2020
297042;23/07/2020
297043;23/07/2020
297044;23/07/2020
297045;23/07/2020
297046;23/07/2020
297048;23/07/2020
297049;23/07/2020
297050;23/07/2020
297051;23/07/2020
297052;23/07/2020
297053;23/07/2020
297054;23/07/2020
297055;23/07/2020
297056;23/07/2020
297058;23/07/2020
297059;23/07/2020
297060;23/07/2020
297061;23/07/2020
297062;23/07/2020
297063;23/07/2020
297064;23/07/2020
297065;23/07/2020
297066;23/07/2020
297067;23/07/2020
297068;23/07/2020
297069;15/07/2020
297070;23/07/2020
297071;23/07/2020
297072;23/07/2020
297073;23/07/2020
297074;23/07/2020
297075;23/07/2020
297076;23/07/2020
297077;23/07/2020
297078;23/07/2020
297079;23/07/2020
297080;23/07/2020
297081;23/07/2020
297082;23/07/2020
297083;23/07/2020
297084;23/07/2020
297085;23/07/2020
297086;23/07/2020
297087;23/07/2020
297088;23/07/2020
297089;23/07/2020
297090;23/07/2020
297091;23/07/2020
297092;23/07/2020
297093;23/07/2020
297094;23/07/2020
297095;23/07/2020
297096;23/07/2020
297097;23/07/2020
297099;23/07/2020
297101;23/07/2020
297102;23/07/2020
297103;23/07/2020
297104;23/07/2020
297105;23/07/2020
297106;23/07/2020
297108;23/07/2020
297109;23/07/2020
297110;23/07/2020
297111;23/07/2020
297112;23/07/2020
297113;23/07/2020
297114;23/07/2020
297115;23/07/2020
297116;23/07/2020
297117;23/07/2020
297118;23/07/2020
297119;24/07/2020
297120;23/07/2020
297121;24/07/2020
297122;24/07/2020
297123;24/07/2020
297124;23/07/2020
297125;24/07/2020
297126;24/07/2020
297127;24/07/2020
297128;24/07/2020
297129;24/07/2020
297130;24/07/2020
297131;24/07/2020
297132;24/07/2020
297133;24/07/2020
297134;24/07/2020
297135;24/07/2020
297136;24/07/2020
297137;24/07/2020
297138;24/07/2020
297139;23/07/2020
297141;24/07/2020
297142;24/07/2020
297143;24/07/2020
297145;24/07/2020
297146;24/07/2020
297147;24/07/2020
297148;24/07/2020
297149;24/07/2020
297150;24/07/2020
297151;24/07/2020
297152;24/07/2020
297154;24/07/2020
297155;24/07/2020
297157;24/07/2020
297158;24/07/2020
297159;24/07/2020
297160;24/07/2020
297161;24/07/2020
297162;24/07/2020
297163;24/07/2020
297164;24/07/2020
297165;24/07/2020
297166;24/07/2020
297167;24/07/2020
297168;18/07/2020
297169;28/05/2020
297170;08/07/2020
297171;24/07/2020
297172;24/07/2020
297173;24/07/2020
297174;24/07/2020
297175;24/07/2020
297176;24/07/2020
297177;24/07/2020
297178;24/07/2020
297179;24/07/2020
297180;24/07/2020
297181;24/07/2020
297183;24/07/2020
297184;24/07/2020
297185;28/06/2020
297186;24/07/2020
297188;13/06/2020
297189;24/07/2020
297190;24/07/2020
297191;24/07/2020
297192;27/05/2020
297193;24/07/2020
297194;24/07/2020
297195;24/07/2020
297196;24/07/2020
297197;24/07/2020
297198;24/07/2020
297199;24/07/2020
297200;24/07/2020
297201;24/07/2020
297202;24/07/2020
297204;15/07/2020
297205;24/07/2020
297206;24/07/2020
297207;30/06/2020
297208;24/07/2020
297209;24/07/2020
297211;24/07/2020
297212;24/07/2020
297213;24/07/2020
297214;24/07/2020
297215;24/07/2020
297216;16/07/2020
297217;24/07/2020
297218;24/07/2020
297219;24/07/2020
297220;24/07/2020
297221;24/07/2020
297222;24/07/2020
297223;24/07/2020
297224;24/07/2020
297225;24/07/2020
297226;24/07/2020
297227;24/07/2020
297228;24/07/2020
297229;24/07/2020
297230;24/07/2020
297232;24/07/2020
297233;24/07/2020
297235;24/07/2020
297236;24/07/2020
297237;24/07/2020
297238;24/07/2020
297239;24/07/2020
297240;24/07/2020
297241;24/07/2020
297242;24/07/2020
297243;24/07/2020
297245;24/07/2020
297246;24/07/2020
297247;31/03/2020
297248;24/07/2020
297249;24/07/2020
297250;24/07/2020
297251;24/07/2020
297252;24/07/2020
297253;24/07/2020
297254;24/07/2020
297255;24/07/2020
297256;24/07/2020
297257;24/07/2020
297258;24/07/2020
297259;24/07/2020
297260;24/07/2020
297261;24/07/2020
297262;24/07/2020
297263;24/07/2020
297264;24/07/2020
297265;24/07/2020
297267;24/07/2020
297268;24/07/2020
297270;24/07/2020
297271;24/07/2020
297272;24/07/2020
297273;24/07/2020
297274;31/01/2020
297275;24/07/2020
297276;24/07/2020
297277;24/07/2020
297278;24/07/2020
297280;24/07/2020
297281;24/07/2020
297282;24/07/2020
297283;24/07/2020
297284;24/07/2020
297285;24/07/2020
297286;24/07/2020
297287;24/07/2020
297288;24/07/2020
297289;24/07/2020
297290;24/07/2020
297291;24/07/2020
297292;24/07/2020
297293;24/07/2020
297294;24/07/2020
297295;24/07/2020
297296;24/07/2020
297297;24/07/2020
297298;24/07/2020
297299;24/07/2020
297300;24/07/2020
297301;24/07/2020
297302;24/07/2020
297303;24/07/2020
297304;24/07/2020
297305;24/07/2020
297306;24/07/2020
297307;24/07/2020
297308;24/07/2020
297310;25/07/2020
297311;24/07/2020
297312;24/07/2020
297314;25/07/2020
297315;24/07/2020
297317;24/07/2020
297318;25/07/2020
297319;25/07/2020
297320;25/07/2020
297321;25/07/2020
297322;25/07/2020
297323;25/07/2020
297324;25/07/2020
297325;25/07/2020
297326;25/07/2020
297327;25/07/2020
297328;25/07/2020
297329;24/07/2020
297330;25/07/2020
297331;25/07/2020
297332;25/07/2020
297333;25/07/2020
297334;24/07/2020
297335;25/07/2020
297336;25/07/2020
297337;25/05/2020
297338;18/07/2020
297339;25/07/2020
297340;25/07/2020
297341;25/07/2020
297342;21/07/2020
297343;25/07/2020
297344;25/07/2020
297346;25/07/2020
297347;25/07/2020
297348;25/07/2020
297349;25/07/2020
297350;25/07/2020
297351;25/07/2020
297352;25/07/2020
297353;25/07/2020
297354;25/07/2020
297355;25/07/2020
297356;25/07/2020
297357;25/07/2020
297358;25/07/2020
297359;21/07/2020
297360;25/07/2020
297361;25/07/2020
297363;25/07/2020
297364;25/07/2020
297366;11/01/2020
297367;25/07/2020
297368;25/07/2020
297369;25/07/2020
297370;25/07/2020
297371;25/07/2020
297372;25/07/2020
297373;25/07/2020
297374;25/07/2020
297375;25/07/2020
297377;25/07/2020
297378;25/07/2020
297379;25/07/2020
297380;25/07/2020
297381;25/07/2020
297383;25/07/2020
297385;25/07/2020
297386;25/07/2020
297387;25/07/2020
297388;25/07/2020
297389;25/07/2020
297390;20/06/2020
297391;04/02/2020
297392;18/07/2020
297393;25/07/2020
297394;25/07/2020
297396;25/07/2020
297397;25/07/2020
297398;25/07/2020
297400;25/07/2020
297401;25/07/2020
297404;25/07/2020
297405;25/07/2020
297406;25/07/2020
297408;25/07/2020
297409;25/07/2020
297410;25/07/2020
297412;25/07/2020
297413;30/05/2020
297414;25/07/2020
297415;25/07/2020
297416;25/07/2020
297417;25/07/2020
297418;25/07/2020
297419;25/07/2020
297420;25/07/2020
297421;25/07/2020
297422;25/07/2020
297423;25/07/2020
297424;25/07/2020
297425;25/07/2020
297427;25/07/2020
297428;25/07/2020
297429;25/07/2020
297430;25/07/2020
297431;25/07/2020
297432;25/07/2020
297433;25/07/2020
297434;25/07/2020
297435;25/07/2020
297436;25/07/2020
297437;25/07/2020
297438;25/07/2020
297439;25/07/2020
297440;25/07/2020
297442;25/07/2020
297444;25/07/2020
297445;25/07/2020
297446;25/07/2020
297448;25/07/2020
297449;25/07/2020
297450;25/07/2020
297451;25/07/2020
297452;25/07/2020
297453;17/07/2020
297454;25/07/2020
297455;25/07/2020
297456;25/07/2020
297457;25/07/2020
297458;25/07/2020
297459;25/07/2020
297460;25/07/2020
297461;25/07/2020
297463;25/07/2020
297464;25/07/2020
297465;25/07/2020
297466;25/07/2020
297467;25/07/2020
297468;25/07/2020
297469;25/07/2020
297470;25/07/2020
297471;25/07/2020
297472;25/07/2020
297473;25/07/2020
297474;25/07/2020
297475;25/07/2020
297476;25/07/2020
297477;25/07/2020
297478;25/07/2020
297479;25/07/2020
297480;25/07/2020
297481;25/07/2020
297483;25/07/2020
297484;25/07/2020
297485;25/07/2020
297486;25/07/2020
297490;25/07/2020
297491;25/07/2020
297492;25/07/2020
297493;25/07/2020
297494;25/07/2020
297495;25/07/2020
297496;25/07/2020
297497;25/07/2020
297498;25/07/2020
297499;25/07/2020
297500;25/07/2020
297501;25/07/2020
297502;25/07/2020
297503;25/07/2020
297504;25/07/2020
297505;25/07/2020
297506;25/07/2020
297507;25/07/2020
297508;25/07/2020
297509;25/07/2020
297510;25/07/2020
297511;25/07/2020
297512;25/07/2020
297513;25/07/2020
297515;25/07/2020
297516;26/07/2020
297517;25/07/2020
297519;25/07/2020
297520;25/07/2020
297521;25/07/2020
297522;26/07/2020
297523;26/07/2020
297524;25/07/2020
297525;26/07/2020
297526;26/07/2020
297527;26/07/2020
297528;26/07/2020
297529;26/07/2020
297530;26/07/2020
297531;26/07/2020
297532;26/07/2020
297533;25/07/2020
297535;26/07/2020
297536;26/07/2020
297537;25/07/2020
297538;26/07/2020
297539;26/07/2020
297540;25/07/2020
297541;26/07/2020
297542;26/07/2020
297543;26/07/2020
297544;26/07/2020
297545;25/07/2020
297546;26/07/2020
297547;26/07/2020
297548;26/07/2020
297549;26/07/2020
297550;26/07/2020
297551;26/07/2020
297553;26/07/2020
297554;26/07/2020
297555;26/07/2020
297556;26/07/2020
297557;26/07/2020
297559;26/07/2020
297560;25/07/2020
297561;26/07/2020
297562;26/07/2020
297563;26/07/2020
297564;25/07/2020
297565;26/07/2020
297566;26/07/2020
297567;26/07/2020
297568;25/07/2020
297569;26/07/2020
297570;26/07/2020
297571;25/07/2020
297572;26/07/2020
297573;26/07/2020
297575;26/07/2020
297576;26/07/2020
297577;26/07/2020
297578;26/07/2020
297579;25/07/2020
297580;26/07/2020
297581;26/07/2020
297582;23/07/2020
297584;26/07/2020
297585;26/07/2020
297586;26/07/2020
297588;26/07/2020
297589;26/07/2020
297590;26/07/2020
297591;13/01/2020
297592;25/07/2020
297594;17/05/2020
297595;25/07/2020
297598;26/07/2020
297600;18/07/2020
297603;26/07/2020
297610;11/07/2020
297614;26/07/2020
297615;25/07/2020
297616;26/07/2020
297617;26/07/2020
297618;26/07/2020
297619;26/07/2020
297620;26/07/2020
297621;26/07/2020
297622;26/07/2020
297623;26/07/2020
297624;23/07/2020
297625;26/07/2020
297626;26/07/2020
297628;26/07/2020
297629;26/07/2020
297630;26/07/2020
297631;26/07/2020
297632;26/07/2020
297633;26/07/2020
297634;26/07/2020
297635;26/07/2020
297636;26/07/2020
297637;26/07/2020
297638;26/07/2020
297640;26/07/2020
297641;03/04/2020
297642;26/07/2020
297643;26/07/2020
297645;26/07/2020
297646;26/07/2020
297647;26/07/2020
297648;26/07/2020
297649;26/07/2020
297650;26/07/2020
297651;26/07/2020
297652;26/07/2020
297653;26/07/2020
297654;26/07/2020
297655;26/07/2020
297656;26/07/2020
297657;26/07/2020
297658;26/07/2020
297659;26/07/2020
297660;26/07/2020
297661;26/07/2020
297662;26/07/2020
297663;26/07/2020
297664;26/07/2020
297665;26/07/2020
297666;26/07/2020
297668;26/07/2020
297669;26/07/2020
297670;26/07/2020
297671;26/07/2020
297672;26/07/2020
297673;26/07/2020
297674;26/07/2020
297675;26/07/2020
297676;26/07/2020
297678;26/07/2020
297679;26/07/2020
297680;26/07/2020
297681;26/07/2020
297682;26/07/2020
297683;26/07/2020
297685;26/07/2020
297686;26/07/2020
297687;26/07/2020
297688;26/07/2020
297689;26/07/2020
297690;26/07/2020
297691;26/07/2020
297692;26/07/2020
297693;26/07/2020
297694;26/07/2020
297695;26/07/2020
297696;26/07/2020
297697;26/07/2020
297699;26/07/2020
297700;26/07/2020
297701;26/07/2020
297702;26/07/2020
297703;26/07/2020
297704;26/07/2020
297705;26/07/2020
297706;26/07/2020
297707;26/07/2020
297708;26/07/2020
297710;26/07/2020
297711;26/07/2020
297712;26/07/2020
297713;26/07/2020
297714;26/07/2020
297715;26/07/2020
297716;26/07/2020
297717;26/07/2020
297718;26/07/2020
297719;26/07/2020
297720;26/07/2020
297721;26/07/2020
297722;26/07/2020
297723;26/07/2020
297724;26/07/2020
297725;26/07/2020
297726;26/07/2020
297727;26/07/2020
297728;26/07/2020
297729;26/07/2020
297730;26/07/2020
297731;26/07/2020
297732;16/04/2020
297733;26/07/2020
297734;26/07/2020
297735;26/07/2020
297736;26/07/2020
297737;26/07/2020
297738;26/07/2020
297739;26/07/2020
297740;26/07/2020
297741;26/07/2020
297742;26/07/2020
297743;26/07/2020
297744;26/07/2020
297746;26/07/2020
