f_acidente;d_tipopista
333949;Dupla
333950;Simples
333951;Dupla
333952;Simples
333953;Dupla
333955;Simples
333956;Múltipla
333958;Simples
333959;Simples
333961;Múltipla
333962;Múltipla
333964;Múltipla
333965;Múltipla
333966;Simples
333969;Dupla
333970;Dupla
333971;Múltipla
333972;Dupla
333973;Dupla
333974;Simples
333975;Simples
333976;Dupla
333977;Dupla
333978;Simples
333980;Dupla
333982;Múltipla
333983;Múltipla
333984;Simples
333985;Múltipla
333986;Simples
333987;Simples
333988;Simples
333990;Dupla
333991;Simples
333992;Dupla
333993;Dupla
333994;Dupla
333995;Simples
333997;Dupla
333998;Simples
333999;Simples
334000;Simples
334001;Dupla
334002;Dupla
334003;Múltipla
334005;Dupla
334006;Dupla
334007;Simples
334008;Simples
334009;Simples
334010;Dupla
334011;Simples
334012;Múltipla
334014;Simples
334015;Dupla
334016;Simples
334019;Dupla
334020;Dupla
334021;Simples
334022;Dupla
334023;Simples
334025;Múltipla
334026;Simples
334027;Simples
334028;Simples
334031;Dupla
334032;Dupla
334034;Simples
334035;Simples
334037;Simples
334038;Simples
334039;Simples
334040;Dupla
334041;Dupla
334042;Simples
334043;Dupla
334044;Dupla
334045;Simples
334046;Simples
334047;Dupla
334048;Simples
334050;Dupla
334051;Simples
334053;Simples
334054;Dupla
334055;Dupla
334056;Múltipla
334057;Múltipla
334059;Dupla
334062;Dupla
334063;Simples
334065;Simples
334066;Dupla
334068;Múltipla
334069;Dupla
334070;Simples
334071;Simples
334072;Simples
334073;Dupla
334074;Simples
334075;Simples
334076;Dupla
334077;Dupla
334078;Dupla
334079;Dupla
334080;Dupla
334082;Simples
334084;Simples
334085;Dupla
334086;Simples
334087;Dupla
334089;Dupla
334090;Dupla
334091;Dupla
334092;Simples
334093;Dupla
334094;Dupla
334095;Simples
334096;Simples
334097;Simples
334098;Dupla
334099;Dupla
334100;Simples
334101;Dupla
334102;Simples
334103;Simples
334105;Dupla
334106;Dupla
334108;Múltipla
334109;Simples
334111;Simples
334112;Simples
334113;Dupla
334114;Dupla
334115;Simples
334116;Simples
334117;Simples
334118;Dupla
334119;Dupla
334120;Dupla
334121;Simples
334123;Dupla
334125;Simples
334126;Dupla
334127;Simples
334128;Simples
334129;Dupla
334130;Dupla
334131;Simples
334132;Simples
334133;Simples
334134;Dupla
334135;Simples
334136;Dupla
334137;Dupla
334138;Dupla
334139;Múltipla
334140;Simples
334141;Dupla
334142;Múltipla
334144;Dupla
334145;Simples
334147;Dupla
334148;Simples
334149;Simples
334150;Simples
334151;Dupla
334152;Dupla
334153;Simples
334154;Dupla
334155;Simples
334156;Simples
334157;Simples
334160;Dupla
334162;Simples
334163;Dupla
334164;Simples
334165;Simples
334166;Simples
334167;Dupla
334168;Dupla
334169;Dupla
334170;Simples
334171;Dupla
334172;Simples
334173;Simples
334174;Simples
334175;Dupla
334177;Múltipla
334180;Simples
334181;Dupla
334182;Dupla
334184;Dupla
334185;Dupla
334188;Simples
334190;Simples
334191;Simples
334192;Múltipla
334193;Dupla
334194;Dupla
334195;Múltipla
334196;Simples
334198;Dupla
334199;Dupla
334202;Dupla
334203;Simples
334204;Dupla
334205;Dupla
334207;Dupla
334209;Dupla
334210;Dupla
334211;Dupla
334212;Dupla
334213;Dupla
334214;Simples
334215;Simples
334217;Simples
334218;Simples
334219;Simples
334220;Dupla
334221;Simples
334222;Simples
334223;Simples
334224;Simples
334225;Dupla
334226;Simples
334227;Simples
334228;Dupla
334229;Simples
334230;Múltipla
334231;Simples
334232;Dupla
334234;Dupla
334236;Simples
334237;Simples
334238;Dupla
334240;Simples
334242;Simples
334243;Simples
334245;Simples
334246;Dupla
334247;Dupla
334248;Dupla
334249;Simples
334251;Dupla
334252;Simples
334253;Simples
334254;Dupla
334255;Dupla
334256;Simples
334257;Dupla
334258;Dupla
334259;Simples
334260;Simples
334261;Simples
334263;Dupla
334264;Simples
334265;Simples
334266;Dupla
334268;Dupla
334270;Simples
334271;Simples
334273;Dupla
334274;Simples
334275;Dupla
334276;Simples
334277;Dupla
334278;Simples
334279;Simples
334280;Simples
334281;Simples
334282;Dupla
334283;Simples
334284;Simples
334285;Dupla
334286;Dupla
334288;Múltipla
334289;Simples
334290;Simples
334291;Dupla
334292;Simples
334294;Simples
334295;Simples
334296;Simples
334297;Dupla
334298;Dupla
334299;Simples
334300;Dupla
334301;Múltipla
334302;Simples
334303;Simples
334305;Simples
334306;Dupla
334307;Dupla
334308;Simples
334309;Simples
334310;Simples
334311;Dupla
334312;Dupla
334313;Múltipla
334314;Simples
334315;Simples
334316;Simples
334317;Dupla
334318;Dupla
334319;Simples
334320;Dupla
334321;Múltipla
334322;Simples
334326;Dupla
334329;Dupla
334330;Simples
334331;Simples
334332;Simples
334333;Dupla
334334;Dupla
334336;Dupla
334337;Dupla
334341;Dupla
334342;Simples
334343;Dupla
334344;Dupla
334346;Simples
334348;Simples
334350;Dupla
334351;Dupla
334352;Simples
334353;Múltipla
334354;Dupla
334355;Simples
334356;Simples
334357;Simples
334358;Simples
334359;Simples
334360;Dupla
334364;Simples
334365;Simples
334367;Dupla
334368;Simples
334370;Dupla
334371;Dupla
334372;Simples
334374;Dupla
334375;Simples
334376;Dupla
334378;Múltipla
334381;Dupla
334382;Simples
334383;Simples
334384;Dupla
334385;Simples
334386;Dupla
334388;Simples
334389;Simples
334392;Simples
334394;Simples
334395;Simples
334396;Múltipla
334400;Simples
334402;Dupla
334403;Dupla
334405;Múltipla
334407;Simples
334408;Dupla
334409;Múltipla
334410;Dupla
334411;Dupla
334413;Simples
334414;Simples
334416;Dupla
334417;Múltipla
334418;Dupla
334419;Simples
334420;Múltipla
334421;Dupla
334422;Simples
334423;Múltipla
334424;Simples
334425;Dupla
334426;Simples
334427;Dupla
334429;Dupla
334430;Múltipla
334431;Simples
334432;Múltipla
334433;Múltipla
334434;Dupla
334435;Simples
334436;Simples
334437;Simples
334439;Dupla
334441;Simples
334442;Dupla
334443;Dupla
334444;Dupla
334446;Simples
334447;Dupla
334448;Simples
334449;Dupla
334450;Dupla
334452;Dupla
334453;Simples
334454;Dupla
334455;Simples
334456;Simples
334457;Simples
334458;Simples
334460;Simples
334461;Dupla
334462;Simples
334463;Simples
334465;Simples
334466;Dupla
334467;Múltipla
334468;Dupla
334469;Dupla
334470;Simples
334471;Dupla
334472;Dupla
334474;Múltipla
334475;Dupla
334476;Simples
334477;Dupla
334478;Simples
334479;Simples
334480;Dupla
334481;Simples
334482;Simples
334483;Simples
334484;Simples
334486;Simples
334487;Dupla
334488;Dupla
334489;Dupla
334490;Dupla
334491;Múltipla
334492;Simples
334493;Dupla
334494;Múltipla
334495;Dupla
334498;Simples
334499;Dupla
334500;Dupla
334502;Simples
334505;Dupla
334506;Simples
334507;Múltipla
334508;Simples
334510;Dupla
334511;Dupla
334512;Dupla
334513;Simples
334514;Dupla
334515;Simples
334516;Simples
334517;Simples
334521;Simples
334522;Simples
334524;Dupla
334525;Simples
334526;Simples
334527;Simples
334528;Múltipla
334530;Dupla
334531;Simples
334533;Múltipla
334534;Simples
334535;Simples
334536;Dupla
334539;Múltipla
334540;Simples
334541;Simples
334542;Simples
334543;Simples
334544;Dupla
334545;Simples
334546;Dupla
334547;Simples
334549;Simples
334550;Simples
334554;Dupla
334556;Simples
334557;Dupla
334558;Dupla
334559;Simples
334560;Simples
334561;Múltipla
334562;Simples
334563;Dupla
334564;Simples
334567;Simples
334568;Dupla
334569;Simples
334570;Dupla
334571;Simples
334572;Simples
334573;Simples
334574;Dupla
334575;Simples
334576;Simples
334577;Simples
334578;Dupla
334579;Múltipla
334583;Múltipla
334584;Dupla
334585;Simples
334586;Dupla
334587;Dupla
334588;Simples
334589;Dupla
334591;Simples
334592;Simples
334593;Dupla
334594;Dupla
334595;Simples
334597;Dupla
334598;Simples
334599;Dupla
334600;Dupla
334601;Simples
334603;Dupla
334604;Múltipla
334606;Dupla
334607;Dupla
334608;Dupla
334609;Simples
334610;Dupla
334611;Dupla
334612;Dupla
334613;Dupla
334614;Simples
334615;Simples
334616;Dupla
334617;Dupla
334618;Simples
334619;Simples
334620;Simples
334621;Simples
334622;Múltipla
334623;Múltipla
334624;Simples
334625;Dupla
334627;Dupla
334628;Dupla
334629;Dupla
334630;Dupla
334631;Dupla
334632;Simples
334633;Simples
334635;Simples
334636;Dupla
334637;Simples
334638;Dupla
334639;Dupla
334640;Múltipla
334641;Dupla
334642;Simples
334643;Simples
334645;Simples
334646;Dupla
334647;Dupla
334648;Dupla
334649;Dupla
334650;Dupla
334651;Simples
334652;Múltipla
334654;Simples
334655;Simples
334656;Dupla
334657;Dupla
334659;Dupla
334660;Dupla
334661;Simples
334663;Simples
334664;Simples
334665;Simples
334667;Simples
334669;Simples
334670;Múltipla
334671;Simples
334672;Múltipla
334673;Simples
334674;Dupla
334675;Simples
334676;Simples
334677;Simples
334678;Dupla
334679;Simples
334680;Simples
334682;Simples
334683;Simples
334684;Múltipla
334685;Dupla
334686;Dupla
334687;Múltipla
334689;Simples
334690;Dupla
334692;Simples
334693;Dupla
334694;Simples
334695;Dupla
334696;Simples
334697;Simples
334698;Dupla
334699;Simples
334700;Dupla
334702;Dupla
334705;Simples
334707;Simples
334708;Simples
334709;Simples
334710;Simples
334711;Dupla
334712;Dupla
334714;Simples
334715;Simples
334716;Múltipla
334717;Dupla
334718;Simples
334719;Dupla
334720;Simples
334721;Dupla
334723;Dupla
334724;Simples
334725;Múltipla
334726;Simples
334727;Simples
334728;Simples
334729;Dupla
334730;Simples
334731;Simples
334732;Simples
334733;Dupla
334734;Simples
334735;Simples
334736;Dupla
334737;Simples
334738;Dupla
334739;Dupla
334741;Simples
334742;Dupla
334743;Dupla
334745;Simples
334746;Simples
334747;Simples
334748;Dupla
334749;Dupla
334750;Dupla
334751;Dupla
334752;Simples
334753;Simples
334754;Dupla
334756;Dupla
334757;Simples
334758;Dupla
334759;Simples
334761;Simples
334762;Simples
334764;Simples
334766;Dupla
334767;Simples
334768;Simples
334769;Simples
334770;Simples
334772;Dupla
334774;Dupla
334778;Simples
334779;Dupla
334781;Dupla
334782;Simples
334783;Dupla
334784;Simples
334785;Simples
334786;Múltipla
334789;Dupla
334790;Simples
334791;Dupla
334792;Simples
334793;Múltipla
334794;Simples
334795;Dupla
334797;Simples
334798;Simples
334799;Simples
334801;Simples
334802;Simples
334803;Simples
334804;Simples
334805;Simples
334806;Simples
334807;Simples
334808;Dupla
334809;Simples
334811;Simples
334812;Simples
334813;Dupla
334814;Simples
334815;Dupla
334816;Simples
334817;Dupla
334818;Simples
334819;Simples
334820;Dupla
334821;Dupla
334822;Simples
334823;Dupla
334824;Simples
334825;Dupla
334826;Dupla
334827;Dupla
334828;Dupla
334829;Dupla
334830;Dupla
334831;Dupla
334832;Dupla
334833;Simples
334835;Dupla
334836;Simples
334838;Dupla
334839;Simples
334840;Múltipla
334841;Simples
334842;Simples
334843;Dupla
334844;Simples
334847;Dupla
334849;Simples
334850;Simples
334852;Dupla
334853;Dupla
334854;Dupla
334855;Dupla
334856;Dupla
334857;Dupla
334858;Simples
334859;Simples
334860;Dupla
334861;Dupla
334862;Dupla
334863;Simples
334864;Múltipla
334865;Simples
334866;Simples
334867;Dupla
334868;Simples
334869;Simples
334870;Simples
334871;Simples
334873;Dupla
334874;Simples
334875;Simples
334877;Simples
334879;Dupla
334880;Simples
334881;Simples
334882;Dupla
334883;Simples
334884;Dupla
334885;Dupla
334886;Simples
334888;Simples
334889;Simples
334890;Simples
334891;Simples
334892;Múltipla
334893;Dupla
334894;Dupla
334895;Dupla
334897;Simples
334898;Dupla
334899;Simples
334900;Simples
334902;Dupla
334903;Dupla
334904;Dupla
334905;Simples
334906;Simples
334907;Dupla
334908;Simples
334909;Simples
334910;Dupla
334911;Simples
334912;Simples
334913;Simples
334914;Dupla
334915;Simples
334916;Dupla
334917;Dupla
334918;Dupla
334919;Dupla
334920;Múltipla
334921;Simples
334922;Simples
334924;Simples
334925;Dupla
334926;Dupla
334927;Simples
334928;Dupla
334929;Dupla
334930;Dupla
334931;Dupla
334932;Dupla
334934;Simples
334935;Simples
334936;Simples
334937;Dupla
334938;Dupla
334939;Dupla
334941;Simples
334942;Simples
334943;Simples
334945;Simples
334946;Múltipla
334947;Múltipla
334948;Dupla
334949;Dupla
334950;Dupla
334951;Simples
334952;Dupla
334953;Dupla
334954;Simples
334955;Dupla
334956;Dupla
334957;Múltipla
334958;Dupla
334962;Simples
334964;Dupla
334965;Múltipla
334966;Simples
334967;Simples
334971;Múltipla
334972;Simples
334973;Simples
334975;Simples
334976;Simples
334978;Dupla
334979;Dupla
334980;Simples
334982;Dupla
334983;Simples
334984;Simples
334985;Simples
334986;Dupla
334987;Múltipla
334989;Múltipla
334990;Dupla
334991;Dupla
334992;Simples
334993;Simples
334994;Dupla
334995;Dupla
334998;Dupla
334999;Simples
335000;Múltipla
335001;Simples
335002;Simples
335003;Dupla
335005;Simples
335006;Simples
335007;Simples
335008;Simples
335009;Simples
335010;Dupla
335011;Dupla
335012;Dupla
335013;Simples
335014;Dupla
335015;Simples
335016;Dupla
335017;Simples
335018;Dupla
335020;Dupla
335021;Dupla
335023;Dupla
335025;Dupla
335026;Dupla
335027;Múltipla
335028;Simples
335029;Simples
335030;Múltipla
335033;Dupla
335034;Simples
335035;Dupla
335036;Simples
335037;Dupla
335039;Simples
335040;Múltipla
335041;Dupla
335042;Dupla
335043;Simples
335044;Simples
335045;Simples
335046;Simples
335047;Simples
335048;Simples
335049;Dupla
335050;Simples
335051;Dupla
335052;Simples
335053;Simples
335054;Simples
335056;Dupla
335057;Simples
335059;Simples
335060;Simples
335061;Dupla
335062;Simples
335063;Simples
335064;Simples
335065;Simples
335066;Dupla
335067;Dupla
335068;Simples
335069;Simples
335070;Simples
335071;Simples
335072;Simples
335073;Simples
335074;Simples
335075;Dupla
335076;Simples
335077;Simples
335078;Simples
335079;Dupla
335080;Dupla
335081;Dupla
335082;Simples
335083;Simples
335084;Simples
335086;Simples
335087;Simples
335089;Dupla
335090;Simples
335091;Dupla
335093;Dupla
335094;Simples
335095;Simples
335096;Dupla
335098;Dupla
335100;Simples
335101;Simples
335102;Dupla
335104;Dupla
335105;Simples
335106;Dupla
335107;Dupla
335108;Dupla
335109;Simples
335110;Simples
335113;Dupla
335115;Múltipla
335116;Múltipla
335117;Dupla
335118;Simples
335119;Dupla
335120;Dupla
335121;Simples
335122;Dupla
335124;Simples
335125;Dupla
335127;Simples
335128;Dupla
335129;Dupla
335131;Simples
335132;Dupla
335133;Dupla
335136;Simples
335138;Múltipla
335139;Dupla
335140;Simples
335142;Simples
335143;Dupla
335144;Dupla
335145;Dupla
335148;Simples
335149;Dupla
335150;Dupla
335152;Múltipla
335153;Dupla
335154;Dupla
335155;Múltipla
335157;Dupla
335158;Dupla
335160;Múltipla
335162;Dupla
335164;Simples
335165;Simples
335166;Simples
335167;Dupla
335168;Dupla
335169;Dupla
335171;Múltipla
335172;Dupla
335174;Múltipla
335178;Dupla
335179;Dupla
335180;Simples
335181;Dupla
335182;Simples
335183;Simples
335184;Dupla
335185;Simples
335187;Dupla
335188;Dupla
335191;Múltipla
335192;Dupla
335193;Dupla
335194;Simples
335196;Simples
335197;Simples
335201;Simples
335202;Dupla
335203;Simples
335204;Simples
335205;Dupla
335206;Dupla
335208;Dupla
335209;Simples
335210;Simples
335214;Simples
335215;Simples
335216;Simples
335220;Simples
335221;Simples
335224;Dupla
335225;Simples
335226;Simples
335227;Simples
335230;Dupla
335232;Dupla
335235;Simples
335236;Simples
335237;Dupla
335238;Dupla
335239;Simples
335240;Simples
335241;Dupla
335243;Dupla
335244;Simples
335245;Dupla
335246;Dupla
335247;Simples
335248;Simples
335250;Simples
335251;Simples
335252;Simples
335253;Dupla
335254;Simples
335255;Simples
335256;Dupla
335257;Simples
335259;Dupla
335260;Simples
335261;Dupla
335262;Simples
335264;Simples
335265;Dupla
335266;Simples
335267;Simples
335268;Dupla
335270;Dupla
335271;Simples
335272;Dupla
335274;Dupla
335275;Simples
335276;Simples
335277;Simples
335278;Dupla
335280;Dupla
335281;Simples
335282;Simples
335283;Simples
335284;Simples
335285;Simples
335286;Simples
335287;Múltipla
335288;Dupla
335290;Simples
335292;Dupla
335293;Simples
335294;Simples
335295;Simples
335296;Múltipla
335297;Dupla
335298;Dupla
335299;Dupla
335300;Dupla
335302;Múltipla
335303;Múltipla
335304;Dupla
335305;Dupla
335306;Dupla
335307;Simples
335308;Dupla
335309;Simples
335310;Simples
335311;Simples
335312;Simples
335313;Simples
335314;Simples
335316;Simples
335317;Dupla
335318;Dupla
335319;Dupla
335320;Simples
335321;Simples
335322;Simples
335323;Dupla
335324;Múltipla
335325;Dupla
335326;Simples
335327;Simples
335328;Dupla
335329;Simples
335330;Simples
335332;Dupla
335333;Simples
335334;Simples
335335;Dupla
335336;Simples
335338;Simples
335339;Dupla
335340;Simples
335341;Dupla
335342;Dupla
335343;Simples
335344;Simples
335345;Dupla
335346;Dupla
335347;Múltipla
335348;Dupla
335350;Dupla
335351;Simples
335352;Múltipla
335353;Simples
335354;Dupla
335355;Simples
335356;Dupla
335357;Simples
335358;Dupla
335359;Dupla
335360;Simples
335361;Simples
335362;Múltipla
335363;Dupla
335365;Dupla
335367;Simples
335368;Dupla
335369;Dupla
335371;Simples
335372;Simples
335373;Simples
335374;Simples
335376;Dupla
335377;Simples
335379;Dupla
335380;Simples
335381;Dupla
335383;Simples
335384;Dupla
335385;Simples
335386;Múltipla
335387;Dupla
335388;Dupla
335389;Simples
335390;Simples
335392;Simples
335393;Dupla
335394;Dupla
335395;Simples
335396;Dupla
335397;Dupla
335399;Dupla
335401;Dupla
335402;Simples
335403;Simples
335404;Múltipla
335405;Simples
335406;Dupla
335408;Dupla
335410;Simples
335411;Dupla
335414;Dupla
335416;Simples
335417;Dupla
335418;Dupla
335419;Múltipla
335420;Simples
335421;Simples
335422;Dupla
335423;Simples
335424;Simples
335425;Dupla
335427;Simples
335428;Dupla
335430;Dupla
335431;Dupla
335432;Dupla
335433;Dupla
335435;Múltipla
335436;Dupla
335437;Dupla
335440;Múltipla
335442;Dupla
335443;Dupla
335444;Dupla
335445;Simples
335446;Dupla
335447;Simples
335448;Múltipla
335449;Simples
335450;Simples
335451;Simples
335452;Simples
335454;Simples
335455;Dupla
335456;Simples
335457;Dupla
335458;Simples
335459;Dupla
335460;Dupla
335461;Dupla
335462;Simples
335464;Simples
335465;Simples
335466;Dupla
335467;Dupla
335468;Simples
335469;Dupla
335470;Simples
335471;Simples
335472;Dupla
335473;Dupla
335474;Dupla
335475;Dupla
335476;Simples
335477;Dupla
335478;Dupla
335479;Simples
335482;Dupla
335483;Simples
335484;Simples
335485;Simples
335486;Dupla
335488;Dupla
335489;Dupla
335490;Dupla
335491;Múltipla
335492;Simples
335493;Simples
335494;Simples
335495;Múltipla
335496;Múltipla
335497;Dupla
335498;Simples
335499;Simples
335500;Dupla
335501;Simples
335502;Dupla
335503;Simples
335504;Dupla
335506;Simples
335507;Dupla
335508;Dupla
335509;Dupla
335510;Dupla
335512;Dupla
335513;Simples
335514;Múltipla
335515;Dupla
335517;Dupla
335518;Dupla
335519;Simples
335520;Dupla
335521;Simples
335522;Dupla
335523;Simples
335524;Dupla
335525;Simples
335527;Dupla
335528;Simples
335529;Simples
335531;Simples
335533;Dupla
335536;Dupla
335537;Simples
335538;Simples
335539;Simples
335540;Simples
335542;Simples
335543;Simples
335544;Simples
335545;Simples
335547;Simples
335548;Simples
335550;Simples
335551;Dupla
335552;Simples
335553;Dupla
335554;Simples
335555;Simples
335556;Simples
335558;Simples
335559;Dupla
335560;Simples
335561;Dupla
335562;Dupla
335563;Simples
