f_acidente;d_horario
268209;12:45:00
268210;08:45:00
268211;06:30:00
268212;11:00:00
268213;13:30:00
268214;13:30:00
268215;12:40:00
268216;13:30:00
268217;14:15:00
268219;14:20:00
268220;12:09:00
268222;13:15:00
268223;13:30:00
268224;10:50:00
268225;14:00:00
268226;13:20:00
268227;14:45:00
268229;15:05:00
268230;14:30:00
268231;15:25:00
268233;16:00:00
268235;15:00:00
268236;14:20:00
268237;15:15:00
268238;16:30:00
268239;16:30:00
268241;15:50:00
268242;16:30:00
268244;15:40:00
268246;16:45:00
268247;16:55:00
268248;17:10:00
268249;13:05:00
268250;17:00:00
268251;16:30:00
268252;17:45:00
268253;17:10:00
268254;17:20:00
268256;15:40:00
268257;15:45:00
268258;17:40:00
268259;17:15:00
268260;18:15:00
268261;18:15:00
268262;18:00:00
268263;16:50:00
268264;13:50:00
268265;17:00:00
268266;17:33:00
268267;17:15:00
268268;17:30:00
268269;17:48:00
268270;18:00:00
268271;17:40:00
268272;18:00:00
268273;19:10:00
268274;15:30:00
268275;19:00:00
268276;17:58:00
268277;19:15:00
268278;18:30:00
268279;18:38:00
268280;19:25:00
268281;18:30:00
268282;16:30:00
268283;14:20:00
268284;15:30:00
268285;19:20:00
268286;16:00:00
268287;19:54:00
268288;15:15:00
268289;20:05:00
268290;18:42:00
268291;19:40:00
268292;20:30:00
268293;19:35:00
268294;18:30:00
268295;19:15:00
268296;19:20:00
268298;19:30:00
268299;18:15:00
268300;19:30:00
268301;20:55:00
268302;18:50:00
268303;20:30:00
268304;20:40:00
268305;19:25:00
268306;20:00:00
268307;21:50:00
268308;21:40:00
268309;20:30:00
268311;17:00:00
268313;21:30:00
268314;22:53:00
268315;23:10:00
268316;21:30:00
268319;22:50:00
268320;23:15:00
268321;22:10:00
268322;22:40:00
268323;21:10:00
268324;15:40:00
268325;22:00:00
268326;23:50:00
268327;23:15:00
268328;22:40:00
268330;21:30:00
268331;22:45:00
268332;17:00:00
268333;00:40:00
268334;00:00:00
268336;20:30:00
268337;21:40:00
268338;23:29:00
268339;01:00:00
268340;02:30:00
268341;02:35:00
268342;21:30:00
268343;21:35:00
268344;03:30:00
268347;04:40:00
268348;03:40:00
268349;04:10:00
268350;02:30:00
268351;04:40:00
268352;05:00:00
268353;05:39:00
268354;05:30:00
268356;05:15:00
268358;07:00:00
268360;07:00:00
268362;07:00:00
268363;05:40:00
268364;07:30:00
268365;07:30:00
268367;05:00:00
268368;07:00:00
268369;23:10:00
268371;07:30:00
268373;05:00:00
268375;07:45:00
268376;07:20:00
268379;07:45:00
268380;08:30:00
268381;08:10:00
268382;08:20:00
268383;08:25:00
268384;10:25:00
268385;09:05:00
268386;08:00:00
268387;08:35:00
268388;09:30:00
268389;07:40:00
268390;08:45:00
268391;07:30:00
268392;08:00:00
268393;09:15:00
268394;07:10:00
268395;07:40:00
268396;09:00:00
268397;07:20:00
268399;09:20:00
268400;09:20:00
268401;09:00:00
268403;10:30:00
268404;10:35:00
268406;11:00:00
268407;11:00:00
268409;06:40:00
268410;11:05:00
268411;11:05:00
268412;11:40:00
268414;11:10:00
268415;11:00:00
268416;10:00:00
268417;11:16:00
268418;12:45:00
268420;14:42:00
268421;12:35:00
268422;13:00:00
268423;12:20:00
268424;12:45:00
268426;12:45:00
268427;11:40:00
268428;12:50:00
268430;12:10:00
268431;12:45:00
268433;14:00:00
268434;13:27:00
268435;14:25:00
268436;14:10:00
268437;14:30:00
268438;14:40:00
268440;14:35:00
268443;13:10:00
268444;05:20:00
268445;14:25:00
268446;14:45:00
268447;21:15:00
268448;13:30:00
268449;15:20:00
268450;15:40:00
268451;16:25:00
268452;16:05:00
268453;16:00:00
268454;15:45:00
268455;16:30:00
268456;16:54:00
268457;14:30:00
268458;17:00:00
268459;12:00:00
268460;17:27:00
268461;16:35:00
268462;17:05:00
268463;17:20:00
268464;18:02:00
268465;15:40:00
268466;18:10:00
268467;17:40:00
268468;17:55:00
268471;18:50:00
268472;17:25:00
268473;18:35:00
268474;18:30:00
268475;19:00:00
268476;13:20:00
268477;06:30:00
268478;19:15:00
268479;19:25:00
268480;19:10:00
268481;18:28:00
268482;18:30:00
268483;19:15:00
268485;18:15:00
268486;19:40:00
268487;19:45:00
268488;18:40:00
268489;13:30:00
268490;15:30:00
268491;18:30:00
268492;13:15:00
268493;18:40:00
268494;20:20:00
268495;17:40:00
268496;20:45:00
268497;17:35:00
268498;16:10:00
268499;19:10:00
268501;19:45:00
268502;19:40:00
268503;21:30:00
268504;20:00:00
268505;21:10:00
268506;22:00:00
268507;22:30:00
268508;22:15:00
268509;22:30:00
268510;22:25:00
268511;22:45:00
268512;18:35:00
268513;23:00:00
268514;19:30:00
268515;23:25:00
268516;23:20:00
268517;15:00:00
268518;23:50:00
268519;00:30:00
268520;21:20:00
268521;13:55:00
268522;00:50:00
268523;18:10:00
268524;23:45:00
268525;23:30:00
268526;22:45:00
268527;00:05:00
268528;21:40:00
268529;01:10:00
268530;04:15:00
268531;19:45:00
268532;04:50:00
268533;05:20:00
268534;05:35:00
268535;06:20:00
268536;22:30:00
268537;05:10:00
268538;21:20:00
268539;06:40:00
268541;07:30:00
268542;07:00:00
268543;05:18:00
268544;07:20:00
268545;07:50:00
268546;07:45:00
268548;07:55:00
268549;07:30:00
268550;07:20:00
268552;07:40:00
268553;22:50:00
268554;07:30:00
268555;04:50:00
268556;08:00:00
268557;08:15:00
268558;02:00:00
268559;06:45:00
268560;08:15:00
268561;04:40:00
268562;08:40:00
268563;06:40:00
268564;08:55:00
268565;09:00:00
268566;09:20:00
268567;03:40:00
268568;06:40:00
268569;03:30:00
268570;10:00:00
268571;10:10:00
268572;08:45:00
268573;10:10:00
268574;10:15:00
268575;10:45:00
268577;11:00:00
268578;10:55:00
268579;10:40:00
268580;11:00:00
268581;11:20:00
268582;11:00:00
268583;09:00:00
268584;11:40:00
268585;10:45:00
268586;09:30:00
268587;05:35:00
268588;11:55:00
268589;12:10:00
268590;06:24:00
268591;12:05:00
268592;11:00:00
268593;11:15:00
268594;09:18:00
268596;13:00:00
268597;11:50:00
268598;12:40:00
268599;11:50:00
268600;13:15:00
268601;12:45:00
268602;13:00:00
268603;11:40:00
268604;13:30:00
268605;13:20:00
268606;10:00:00
268607;09:40:00
268608;12:50:00
268610;13:00:00
268611;13:15:00
268612;09:30:00
268613;13:45:00
268614;13:30:00
268615;14:20:00
268616;14:25:00
268617;14:15:00
268618;14:39:00
268619;14:50:00
268620;07:25:00
268621;14:00:00
268622;16:10:00
268623;13:59:00
268624;12:20:00
268625;11:45:00
268626;13:50:00
268627;14:50:00
268628;15:30:00
268630;15:45:00
268631;14:20:00
268632;15:50:00
268634;09:30:00
268636;12:50:00
268637;15:40:00
268639;15:55:00
268640;16:50:00
268641;16:10:00
268643;15:55:00
268644;17:20:00
268645;16:00:00
268646;17:00:00
268647;16:15:00
268648;16:30:00
268649;17:20:00
268650;17:15:00
268651;17:14:00
268652;17:15:00
268653;17:40:00
268654;17:40:00
268655;17:45:00
268656;13:30:00
268658;17:50:00
268659;17:15:00
268660;17:15:00
268661;16:40:00
268662;17:40:00
268663;18:30:00
268664;18:00:00
268666;18:20:00
268667;18:30:00
268669;15:45:00
268670;19:00:00
268671;14:30:00
268672;19:00:00
268673;19:00:00
268674;12:30:00
268675;17:10:00
268676;18:00:00
268677;18:25:00
268678;19:00:00
268679;19:00:00
268681;18:15:00
268682;19:45:00
268683;18:30:00
268684;19:10:00
268685;19:10:00
268686;05:50:00
268687;19:55:00
268688;19:00:00
268689;18:40:00
268690;15:55:00
268693;19:35:00
268694;19:55:00
268695;20:21:00
268696;20:50:00
268698;17:00:00
268700;20:20:00
268701;20:05:00
268702;20:40:00
268703;20:40:00
268704;18:20:00
268705;11:00:00
268706;19:50:00
268707;21:55:00
268708;22:00:00
268709;18:20:00
268710;19:30:00
268711;22:10:00
268712;21:30:00
268713;17:10:00
268714;19:50:00
268715;23:25:00
268716;23:30:00
268717;00:05:00
268718;23:40:00
268719;00:10:00
268720;22:40:00
268721;17:30:00
268722;19:30:00
268723;22:50:00
268725;00:10:00
268726;02:00:00
268727;02:10:00
268729;03:30:00
268730;03:10:00
268731;02:50:00
268732;04:10:00
268733;03:00:00
268734;03:30:00
268736;04:25:00
268737;05:30:00
268738;05:30:00
268739;06:00:00
268741;03:30:00
268742;23:15:00
268743;06:00:00
268744;06:30:00
268745;07:00:00
268746;07:00:00
268747;22:30:00
268748;06:40:00
268749;07:40:00
268750;07:55:00
268751;05:50:00
268752;07:00:00
268753;08:00:00
268754;08:30:00
268755;08:30:00
268756;08:00:00
268757;08:00:00
268758;07:30:00
268759;08:30:00
268760;05:00:00
268762;09:15:00
268763;09:00:00
268764;09:05:00
268765;09:10:00
268766;08:45:00
268767;07:10:00
268769;09:20:00
268771;08:40:00
268772;08:35:00
268773;09:10:00
268774;07:20:00
268775;09:10:00
268776;09:00:00
268779;10:00:00
268780;10:25:00
268781;08:20:00
268783;10:20:00
268784;10:35:00
268785;10:20:00
268786;10:50:00
268787;06:30:00
268788;10:20:00
268789;10:00:00
268791;10:30:00
268792;10:30:00
268793;11:30:00
268795;11:15:00
268796;11:40:00
268797;11:20:00
268798;09:45:00
268799;09:30:00
268800;12:00:00
268801;12:20:00
268803;11:30:00
268804;10:40:00
268805;12:20:00
268806;19:25:00
268807;10:41:00
268808;12:10:00
268809;12:20:00
268810;10:15:00
268813;13:00:00
268814;11:00:00
268815;13:00:00
268816;09:30:00
268817;07:20:00
268818;05:20:00
268819;14:25:00
268820;14:00:00
268821;14:20:00
268822;14:30:00
268823;12:30:00
268824;12:00:00
268835;12:00:00
268836;14:00:00
268837;14:55:00
268838;06:30:00
268839;15:30:00
268840;11:40:00
268841;15:00:00
268842;13:15:00
268844;12:50:00
268845;13:50:00
268846;16:25:00
268849;15:41:00
268850;15:30:00
268851;14:00:00
268852;16:00:00
268853;16:30:00
268854;16:20:00
268855;15:45:00
268856;16:00:00
268857;17:23:00
268858;07:20:00
268859;17:35:00
268860;17:17:00
268861;22:00:00
268863;13:00:00
268864;17:30:00
268865;17:20:00
268866;17:00:00
268867;15:10:00
268868;16:00:00
268870;17:30:00
268871;18:30:00
268872;17:00:00
268873;15:30:00
268874;17:20:00
268875;19:00:00
268876;19:00:00
268878;17:45:00
268879;18:20:00
268880;16:45:00
268881;19:00:00
268882;19:15:00
268883;19:10:00
268884;17:27:00
268885;18:20:00
268886;19:50:00
268887;20:20:00
268888;20:25:00
268889;17:50:00
268890;10:45:00
268891;20:10:00
268893;20:10:00
268895;12:10:00
268896;19:50:00
268897;22:10:00
268898;21:50:00
268900;07:50:00
268901;23:00:00
268902;21:10:00
268903;22:30:00
268904;23:00:00
268905;21:30:00
268906;23:10:00
268907;21:41:00
268909;00:45:00
268910;00:05:00
268911;17:20:00
268912;10:50:00
268913;00:20:00
268914;23:30:00
268915;00:30:00
268916;02:03:00
268918;02:00:00
268919;02:30:00
268920;02:15:00
268921;04:00:00
268922;02:50:00
268923;04:20:00
268924;05:00:00
268925;05:40:00
268926;05:45:00
268927;04:10:00
268928;04:50:00
268929;06:20:00
268930;06:00:00
268931;06:50:00
268932;05:45:00
268933;06:15:00
268934;07:45:00
268935;07:50:00
268936;07:00:00
268937;05:00:00
268938;08:00:00
268939;07:20:00
268940;08:30:00
268941;06:30:00
268942;20:40:00
268943;08:20:00
268944;08:45:00
268945;08:45:00
268946;08:35:00
268947;08:20:00
268948;09:00:00
268949;07:40:00
268950;08:40:00
268952;08:25:00
268953;06:40:00
268954;10:00:00
268955;09:00:00
268956;08:00:00
268957;09:40:00
268958;07:30:00
268959;10:20:00
268961;10:45:00
268962;08:00:00
268963;10:45:00
268964;10:40:00
268966;11:00:00
268967;11:45:00
268968;10:00:00
268969;11:40:00
268970;09:35:00
268971;12:25:00
268972;12:00:00
268974;10:10:00
268975;12:50:00
268976;08:35:00
268977;13:00:00
268978;13:00:00
268979;12:30:00
268980;13:00:00
268981;11:05:00
268982;12:30:00
268983;13:30:00
268985;13:45:00
268986;12:30:00
268987;13:10:00
268989;13:55:00
268990;13:30:00
268993;13:20:00
268994;14:10:00
268995;14:00:00
268996;14:50:00
268997;14:30:00
268998;14:10:00
268999;18:50:00
269000;21:00:00
269001;15:00:00
269002;14:45:00
269003;13:50:00
269004;14:35:00
269005;14:30:00
269006;15:30:00
269007;15:00:00
269008;14:00:00
269009;14:50:00
269010;16:00:00
269011;14:20:00
269012;16:10:00
269013;15:15:00
269014;14:50:00
269015;15:30:00
269016;15:30:00
269017;15:00:00
269019;16:35:00
269020;16:45:00
269021;14:00:00
269022;16:45:00
269023;13:50:00
269024;16:40:00
269025;16:55:00
269026;17:30:00
269027;16:40:00
269028;17:00:00
269029;17:00:00
269030;16:40:00
269031;19:00:00
269032;18:00:00
269034;17:33:00
269035;16:50:00
269036;17:50:00
269037;18:03:00
269038;19:00:00
269039;18:25:00
269041;17:40:00
269042;17:40:00
269043;18:00:00
269044;18:25:00
269045;14:00:00
269046;18:30:00
269047;19:00:00
269048;18:30:00
269049;18:20:00
269050;18:40:00
269051;18:00:00
269052;08:30:00
269054;18:20:00
269055;19:20:00
269056;18:30:00
269057;17:20:00
269058;16:00:00
269059;20:15:00
269060;17:30:00
269061;19:30:00
269062;20:05:00
269063;20:00:00
269064;10:50:00
269065;20:40:00
269066;19:20:00
269067;17:55:00
269068;20:10:00
269069;20:00:00
269070;21:20:00
269071;19:40:00
269072;18:40:00
269073;21:07:00
269074;20:30:00
269075;17:59:00
269076;22:40:00
269077;22:35:00
269078;22:40:00
269079;20:50:00
269080;16:15:00
269081;22:20:00
269082;23:40:00
269083;00:15:00
269084;00:15:00
269085;21:55:00
269086;00:25:00
269087;01:40:00
269088;23:30:00
269089;23:50:00
269090;00:59:00
269091;00:20:00
269092;01:00:00
269094;21:55:00
269095;02:40:00
269096;23:30:00
269097;03:50:00
269098;03:30:00
269099;04:00:00
269100;04:20:00
269101;05:40:00
269102;04:45:00
269103;05:30:00
269104;05:40:00
269105;06:00:00
269106;05:05:00
269107;06:45:00
269108;07:00:00
269109;05:33:00
269110;07:20:00
269112;07:20:00
269113;07:30:00
269114;07:25:00
269115;07:00:00
269116;22:30:00
269117;06:00:00
269118;07:30:00
269119;07:00:00
269120;07:10:00
269121;08:00:00
269122;07:05:00
269123;07:00:00
269124;07:05:00
269125;08:10:00
269126;03:50:00
269127;08:45:00
269128;07:00:00
269129;08:57:00
269130;07:40:00
269131;07:50:00
269132;08:30:00
269133;09:00:00
269134;07:30:00
269135;09:30:00
269136;05:00:00
269137;09:30:00
269139;08:55:00
269140;10:00:00
269141;10:30:00
269142;10:08:00
269143;10:40:00
269144;09:15:00
269145;04:15:00
269146;11:05:00
269147;10:10:00
269148;14:45:00
269149;11:40:00
269150;09:40:00
269151;11:20:00
269152;11:35:00
269153;06:50:00
269155;11:55:00
269156;11:20:00
269157;19:00:00
269158;12:30:00
269159;12:30:00
269160;13:10:00
269161;09:30:00
269162;11:45:00
269163;08:30:00
269164;11:25:00
269165;11:30:00
269166;13:35:00
269167;17:40:00
269168;13:40:00
269169;13:15:00
269171;13:40:00
269175;06:00:00
269176;13:00:00
269178;10:40:00
269179;12:40:00
269181;14:45:00
269182;10:50:00
269183;15:30:00
269185;14:00:00
269186;14:25:00
269187;15:00:00
269188;15:45:00
269189;15:55:00
269190;16:25:00
269191;16:30:00
269192;16:30:00
269193;16:00:00
269194;16:30:00
269195;22:50:00
269197;17:15:00
269198;15:00:00
269199;17:30:00
269200;17:35:00
269201;17:00:00
269203;18:00:00
269204;17:40:00
269205;17:35:00
269206;18:00:00
269207;18:10:00
269208;17:00:00
269210;17:45:00
269211;17:50:00
269212;17:00:00
269213;16:10:00
269214;17:50:00
269215;17:23:00
269216;18:00:00
269217;16:00:00
269218;18:10:00
269219;18:30:00
269220;17:35:00
269221;16:20:00
269222;18:30:00
269223;17:40:00
269224;10:00:00
269225;18:10:00
269226;18:30:00
269227;18:10:00
269228;18:50:00
269229;16:40:00
269230;18:30:00
269231;19:00:00
269232;19:45:00
269233;20:05:00
269234;18:30:00
269235;19:50:00
269236;20:00:00
269237;19:20:00
269238;10:10:00
269239;19:44:00
269240;20:50:00
269241;20:15:00
269242;21:00:00
269243;20:30:00
269245;20:30:00
269246;18:50:00
269247;21:00:00
269249;19:50:00
269250;20:10:00
269252;10:20:00
269253;19:50:00
269254;21:40:00
269255;21:00:00
269256;21:35:00
269257;21:00:00
269258;19:50:00
269259;21:00:00
269260;19:00:00
269261;16:30:00
269262;22:15:00
269263;20:55:00
269264;20:40:00
269265;22:25:00
269266;07:30:00
269267;22:20:00
269268;22:00:00
269270;22:10:00
269271;05:30:00
269273;22:40:00
269274;20:15:00
269275;22:55:00
269276;18:15:00
269277;22:50:00
269278;23:15:00
269279;23:15:00
269280;23:30:00
269281;19:30:00
269282;18:23:00
269283;23:00:00
269284;23:30:00
269285;10:45:00
269286;22:50:00
269287;21:30:00
269288;23:30:00
269290;22:18:00
269292;22:15:00
269293;17:20:00
269294;00:00:00
269295;00:00:00
269296;22:30:00
269297;00:20:00
269299;02:20:00
269301;02:10:00
269302;03:51:00
269303;02:25:00
269304;03:50:00
269305;04:00:00
269306;02:05:00
269308;02:00:00
269309;01:15:00
269311;03:30:00
269313;03:40:00
269315;05:05:00
269316;05:00:00
269317;04:00:00
269319;03:30:00
269320;02:00:00
269321;03:20:00
269322;05:00:00
269323;04:20:00
269324;05:40:00
269325;05:45:00
269326;05:50:00
269327;06:05:00
269328;05:30:00
269329;05:10:00
269330;04:00:00
269331;04:00:00
269332;05:50:00
269333;04:30:00
269334;04:40:00
269335;06:40:00
269336;04:15:00
269338;07:00:00
269339;06:20:00
269340;06:24:00
269341;05:50:00
269342;07:10:00
269343;06:30:00
269344;06:00:00
269345;05:07:00
269347;03:45:00
269348;05:40:00
269349;06:50:00
269350;02:30:00
269351;07:00:00
269352;01:30:00
269353;08:20:00
269354;04:40:00
269355;06:00:00
269356;05:10:00
269357;08:15:00
269358;08:20:00
269359;06:00:00
269360;08:50:00
269361;08:40:00
269362;09:00:00
269363;09:20:00
269364;07:20:00
269365;09:20:00
269366;09:40:00
269367;07:30:00
269368;05:00:00
269369;04:00:00
269370;10:09:00
269371;09:58:00
269372;09:10:00
269373;09:55:00
269375;10:30:00
269376;08:00:00
269377;10:40:00
269378;10:30:00
269379;10:00:00
269380;10:30:00
269381;09:50:00
269383;10:20:00
269384;11:15:00
269385;11:45:00
269386;11:20:00
269387;11:30:00
269388;11:30:00
269389;10:35:00
269390;10:05:00
269392;12:50:00
269393;12:00:00
269394;06:40:00
269396;10:00:00
269397;11:55:00
269398;13:40:00
269399;10:30:00
269400;13:00:00
269401;11:20:00
269403;12:15:00
269404;13:50:00
269405;08:00:00
269406;14:10:00
269407;09:00:00
269408;11:10:00
269409;14:20:00
269410;14:35:00
269411;14:20:00
269413;15:03:00
269414;14:00:00
269415;11:50:00
269416;15:00:00
269417;09:30:00
269418;15:06:00
269419;15:00:00
269420;12:50:00
269421;15:20:00
269423;15:20:00
269425;16:00:00
269426;16:00:00
269428;15:00:00
269430;16:25:00
269431;16:10:00
269433;16:50:00
269434;16:40:00
269435;17:10:00
269436;17:00:00
269437;15:20:00
269438;17:05:00
269439;17:00:00
269440;06:45:00
269441;17:30:00
269442;00:30:00
269443;17:30:00
269445;18:00:00
269446;17:50:00
269447;17:00:00
269448;16:15:00
269449;18:30:00
269450;14:30:00
269452;18:20:00
269453;15:30:00
269455;18:45:00
269456;17:15:00
269457;19:35:00
269458;18:40:00
269459;14:00:00
269460;19:40:00
269461;10:50:00
269462;19:55:00
269463;19:00:00
269464;20:10:00
269465;15:00:00
269466;17:50:00
269467;20:20:00
269468;19:45:00
269469;20:15:00
269470;20:30:00
269471;20:50:00
269472;17:15:00
269473;19:15:00
269474;19:20:00
269475;19:20:00
269476;21:20:00
269477;19:20:00
269478;20:30:00
269479;20:00:00
269480;20:00:00
269481;21:00:00
269482;20:50:00
269483;21:00:00
269484;13:20:00
269485;22:10:00
269486;18:00:00
269487;21:40:00
269488;21:25:00
269489;21:50:00
269490;21:20:00
269491;21:35:00
269492;22:30:00
269493;20:50:00
269494;20:00:00
269495;22:30:00
269497;22:30:00
269498;23:00:00
269499;19:50:00
269500;22:10:00
269501;15:00:00
269502;21:30:00
269503;21:10:00
269504;21:45:00
269505;23:40:00
269506;23:15:00
269507;20:40:00
269508;21:30:00
269509;00:15:00
269510;21:05:00
269511;23:40:00
269512;23:00:00
269513;23:12:00
269514;16:25:00
269515;14:15:00
269516;00:00:00
269517;01:00:00
269518;01:00:00
269519;00:05:00
269520;16:35:00
269521;00:55:00
269522;01:30:00
269523;00:50:00
269524;01:35:00
269525;01:30:00
269526;01:40:00
269527;21:30:00
269530;01:20:00
269531;01:50:00
269532;02:30:00
269533;02:10:00
269534;21:25:00
269535;02:25:00
269536;02:30:00
269537;03:05:00
269538;01:30:00
269539;03:05:00
269540;02:20:00
269541;03:30:00
269542;00:50:00
269543;03:55:00
269544;02:00:00
269545;04:20:00
269546;01:35:00
269547;04:35:00
269548;04:05:00
269549;05:00:00
269550;04:40:00
269551;02:10:00
269552;02:00:00
269553;05:00:00
269554;05:25:00
269555;05:10:00
269557;05:42:00
269558;04:30:00
269559;05:05:00
269560;06:30:00
269561;05:30:00
269562;04:40:00
269563;04:40:00
269564;05:30:00
269565;06:50:00
269566;06:10:00
269567;03:00:00
269568;07:20:00
269570;03:20:00
269571;07:30:00
269572;07:20:00
269573;06:20:00
269574;23:30:00
269575;17:30:00
269576;08:10:00
269577;07:15:00
269578;06:40:00
269579;07:10:00
269582;02:00:00
269583;08:15:00
269584;08:40:00
269585;07:00:00
269586;07:40:00
269588;09:00:00
269589;09:45:00
269590;09:00:00
269591;05:40:00
269592;10:10:00
269593;10:15:00
269594;10:00:00
269595;08:55:00
269597;10:00:00
269598;07:45:00
269599;07:25:00
269601;09:30:00
269602;06:00:00
269603;10:50:00
269604;11:00:00
269605;10:20:00
269606;11:15:00
269607;12:00:00
269608;12:00:00
269609;12:00:00
269610;12:15:00
269611;08:00:00
269612;07:35:00
269613;10:30:00
269614;12:00:00
269615;13:40:00
269616;13:00:00
269617;13:30:00
269618;13:15:00
269619;09:30:00
269620;13:20:00
269621;14:10:00
269622;14:00:00
269623;14:00:00
269624;14:10:00
269625;14:30:00
269626;12:10:00
269627;14:10:00
269628;14:00:00
269629;04:00:00
269630;14:29:00
269631;12:40:00
269632;14:45:00
269633;14:10:00
269634;12:00:00
269635;13:50:00
269636;11:45:00
269637;14:30:00
269638;12:00:00
269639;15:20:00
269640;15:45:00
269641;15:00:00
269642;14:30:00
269643;15:35:00
269645;15:55:00
269647;16:30:00
269648;16:30:00
269649;16:25:00
269650;16:30:00
269651;15:00:00
269652;16:20:00
269653;17:29:00
269656;11:50:00
269658;16:50:00
269659;17:45:00
269661;18:00:00
269662;16:45:00
269663;14:40:00
269664;17:20:00
269665;18:00:00
269666;14:30:00
269667;17:10:00
269668;15:30:00
269669;15:40:00
269670;17:20:00
269671;14:10:00
269672;18:29:00
269673;16:00:00
269674;18:00:00
269675;18:28:00
269676;17:14:00
269678;18:50:00
269681;19:00:00
269682;17:00:00
269684;16:25:00
269685;07:30:00
269686;19:15:00
269687;19:20:00
269688;19:20:00
269689;19:10:00
269690;19:30:00
269691;09:30:00
269692;16:55:00
269693;19:38:00
269694;15:20:00
269695;19:10:00
269696;20:12:00
269697;18:00:00
269698;20:15:00
269699;20:00:00
269700;20:25:00
269701;15:30:00
269702;20:35:00
269704;19:40:00
269705;19:30:00
269706;18:40:00
269707;13:00:00
269708;19:40:00
269709;20:45:00
269710;18:00:00
269711;20:15:00
269712;18:00:00
269713;21:20:00
269714;20:30:00
269716;20:45:00
269717;18:00:00
269719;19:30:00
269720;18:10:00
269721;21:00:00
269722;21:10:00
269723;18:00:00
269724;21:15:00
269725;20:00:00
269727;21:20:00
269728;18:30:00
269729;22:20:00
269730;21:00:00
269731;22:30:00
269732;21:00:00
269733;22:35:00
269734;19:50:00
269736;21:30:00
269737;19:30:00
269738;21:00:00
269739;16:40:00
269741;23:10:00
269742;20:30:00
269744;22:45:00
269745;22:30:00
269746;23:30:00
269747;21:20:00
269748;21:30:00
269750;20:00:00
269751;22:15:00
269752;22:45:00
269753;17:35:00
269754;20:15:00
269755;00:25:00
269756;00:30:00
269757;00:02:00
269758;01:09:00
269759;02:00:00
269760;02:30:00
269761;02:00:00
269762;02:10:00
269763;02:30:00
269764;02:50:00
269765;02:50:00
269766;02:30:00
269767;22:30:00
269768;02:00:00
269769;02:40:00
269770;03:30:00
269771;05:15:00
269772;05:10:00
269773;05:40:00
269774;05:00:00
269775;05:00:00
269776;23:00:00
269777;21:50:00
269778;05:30:00
269779;05:05:00
269780;06:05:00
269781;06:20:00
269782;19:00:00
269783;22:45:00
269784;00:30:00
269785;06:30:00
269786;06:55:00
269788;07:05:00
269789;06:50:00
269790;22:30:00
269791;06:55:00
269792;07:30:00
269793;06:55:00
269794;05:00:00
269795;07:35:00
269796;06:00:00
269797;07:10:00
269798;04:50:00
269799;06:20:00
269800;07:45:00
269801;08:00:00
269802;07:20:00
269803;23:00:00
269805;08:10:00
269806;07:30:00
269808;07:30:00
269809;07:30:00
269810;07:20:00
269811;08:00:00
269812;08:10:00
269813;08:20:00
269815;08:15:00
269816;05:15:00
269817;08:40:00
269818;08:00:00
269819;06:30:00
269820;07:55:00
269821;07:15:00
269822;08:50:00
269823;08:00:00
269824;06:40:00
269825;08:55:00
269827;19:15:00
269828;08:25:00
269829;07:30:00
269830;09:00:00
269831;08:30:00
269832;08:50:00
269833;09:30:00
269835;08:50:00
269837;08:30:00
269839;09:10:00
269840;05:15:00
269841;09:45:00
269842;10:15:00
269843;03:25:00
269844;09:50:00
269845;10:20:00
269846;10:45:00
269847;11:00:00
269849;07:35:00
269850;10:15:00
269851;16:47:00
269852;10:55:00
269853;11:35:00
269854;07:25:00
269855;11:45:00
269856;11:40:00
269858;10:30:00
269859;12:10:00
269860;07:30:00
269861;11:50:00
269862;11:30:00
269863;12:32:00
269864;20:50:00
269865;12:40:00
269866;13:00:00
269867;13:10:00
269869;11:40:00
269872;13:00:00
269873;13:05:00
269875;18:15:00
269876;13:20:00
269877;11:10:00
269879;11:45:00
269880;13:35:00
269881;14:30:00
269882;14:40:00
269883;14:50:00
269884;11:40:00
269885;14:00:00
269886;14:25:00
269888;14:00:00
269889;04:15:00
269890;15:10:00
269891;13:40:00
269892;06:20:00
269893;13:00:00
269894;15:35:00
269895;12:30:00
269897;15:50:00
269899;13:30:00
269900;15:45:00
269901;15:35:00
269904;14:50:00
269905;16:20:00
269906;15:15:00
269907;16:10:00
269908;16:30:00
269909;19:00:00
269910;16:50:00
269911;17:00:00
269912;16:35:00
269913;17:00:00
269914;11:55:00
269915;16:40:00
269916;17:00:00
269917;17:30:00
269918;16:30:00
269919;17:35:00
269920;14:45:00
269922;16:30:00
269923;16:00:00
269924;17:45:00
269925;17:40:00
269927;17:30:00
269928;17:40:00
269929;13:30:00
269930;18:30:00
269931;17:20:00
269932;18:20:00
269933;14:00:00
269934;18:00:00
269935;17:20:00
269936;17:40:00
269937;18:35:00
269938;18:45:00
269939;19:00:00
269940;17:00:00
269941;19:30:00
269942;18:40:00
269943;18:50:00
269944;16:10:00
269945;17:30:00
269946;17:00:00
269947;18:00:00
269948;19:00:00
269949;20:00:00
269950;20:00:00
269951;07:48:00
269952;20:20:00
269953;20:00:00
269954;17:15:00
269955;19:45:00
269956;20:40:00
269957;20:00:00
269958;19:40:00
269961;20:45:00
269963;21:15:00
269964;21:30:00
269965;11:00:00
269966;22:05:00
269967;22:00:00
269969;22:00:00
269971;19:04:00
269972;21:45:00
