f_acidente;d_horario
353590;02:30:00
353591;07:00:00
353593;06:40:00
353594;06:55:00
353596;04:00:00
353597;07:10:00
353599;06:30:00
353600;06:00:00
353601;07:00:00
353602;07:30:00
353603;08:00:00
353605;06:45:00
353606;08:10:00
353607;07:15:00
353609;23:10:00
353610;07:45:00
353611;08:45:00
353613;05:40:00
353614;07:20:00
353615;07:30:00
353616;07:58:00
353617;09:35:00
353618;08:15:00
353619;10:00:00
353620;10:35:00
353621;08:45:00
353622;07:40:00
353623;10:00:00
353624;17:00:00
353625;10:10:00
353626;10:00:00
353627;11:15:00
353628;09:30:00
353629;11:15:00
353631;11:00:00
353632;10:40:00
353633;11:17:00
353634;12:00:00
353635;12:00:00
353636;10:15:00
353637;13:30:00
353638;12:40:00
353640;14:00:00
353642;10:30:00
353643;14:00:00
353644;13:00:00
353646;15:12:00
353647;15:20:00
353648;15:00:00
353649;15:50:00
353651;15:40:00
353652;18:10:00
353653;15:00:00
353654;13:42:00
353655;13:00:00
353656;13:10:00
353657;16:30:00
353659;16:50:00
353660;12:40:00
353661;17:00:00
353662;13:40:00
353663;18:20:00
353664;16:45:00
353665;17:00:00
353666;17:20:00
353667;16:25:00
353668;15:20:00
353669;14:45:00
353670;17:20:00
353671;16:30:00
353672;16:55:00
353673;18:16:00
353674;18:15:00
353676;18:25:00
353677;18:00:00
353678;19:00:00
353679;19:00:00
353680;18:50:00
353681;19:25:00
353682;18:30:00
353683;19:05:00
353684;09:50:00
353685;16:15:00
353686;19:10:00
353687;19:25:00
353688;19:40:00
353689;19:45:00
353690;16:45:00
353691;19:30:00
353692;19:00:00
353694;19:35:00
353695;20:30:00
353697;19:15:00
353698;18:50:00
353699;20:10:00
353700;19:10:00
353701;19:30:00
353702;20:55:00
353703;19:30:00
353704;20:10:00
353705;20:00:00
353706;19:58:00
353707;19:30:00
353708;18:45:00
353709;21:30:00
353710;22:00:00
353711;20:30:00
353713;22:40:00
353714;23:00:00
353715;22:40:00
353716;16:30:00
353717;20:00:00
353718;23:15:00
353720;22:30:00
353721;22:40:00
353722;22:40:00
353723;15:55:00
353724;23:00:00
353725;18:15:00
353726;22:20:00
353727;19:30:00
353728;19:50:00
353729;23:40:00
353730;23:30:00
353731;21:50:00
353732;22:00:00
353733;00:20:00
353734;22:00:00
353735;23:10:00
353737;23:55:00
353738;00:30:00
353739;20:20:00
353740;00:25:00
353741;00:30:00
353742;23:30:00
353743;01:05:00
353745;01:30:00
353746;02:00:00
353747;01:55:00
353748;02:50:00
353749;20:30:00
353750;03:25:00
353751;02:10:00
353752;03:00:00
353753;02:00:00
353754;02:50:00
353756;04:15:00
353757;04:00:00
353759;03:45:00
353760;03:40:00
353761;06:00:00
353762;05:50:00
353763;06:20:00
353764;04:00:00
353765;06:10:00
353766;05:30:00
353767;05:45:00
353768;01:20:00
353769;06:30:00
353770;05:40:00
353771;19:50:00
353773;06:20:00
353775;02:00:00
353776;14:14:00
353777;23:33:00
353778;02:20:00
353779;07:30:00
353780;20:30:00
353781;08:15:00
353782;05:30:00
353783;07:50:00
353784;06:50:00
353785;05:30:00
353786;07:45:00
353788;07:30:00
353789;08:15:00
353790;08:20:00
353793;10:10:00
353794;08:15:00
353795;09:25:00
353796;09:25:00
353797;10:01:00
353798;10:10:00
353799;10:30:00
353801;10:35:00
353802;09:10:00
353803;10:55:00
353805;10:50:00
353806;11:10:00
353807;09:00:00
353808;11:15:00
353809;08:05:00
353810;11:10:00
353811;04:50:00
353812;10:20:00
353813;12:05:00
353814;12:15:00
353815;11:18:00
353817;12:40:00
353818;12:40:00
353819;08:00:00
353820;13:20:00
353821;12:20:00
353823;13:10:00
353824;13:15:00
353825;14:20:00
353826;14:15:00
353827;14:00:00
353829;14:33:00
353830;14:10:00
353832;14:50:00
353834;14:45:00
353835;09:37:00
353836;15:30:00
353837;18:30:00
353838;15:18:00
353839;11:00:00
353840;16:20:00
353841;15:55:00
353842;15:45:00
353844;16:50:00
353845;16:30:00
353846;16:30:00
353847;12:10:00
353848;16:55:00
353849;16:20:00
353851;17:15:00
353852;15:15:00
353853;16:45:00
353854;17:25:00
353855;16:40:00
353856;17:30:00
353857;12:00:00
353858;17:20:00
353859;17:30:00
353860;17:50:00
353861;17:45:00
353862;17:30:00
353863;18:10:00
353864;18:10:00
353865;18:05:00
353866;18:20:00
353867;17:50:00
353868;18:00:00
353870;17:30:00
353871;16:30:00
353872;18:30:00
353874;18:45:00
353875;19:10:00
353876;18:30:00
353877;18:50:00
353878;19:00:00
353879;19:00:00
353880;19:45:00
353881;17:20:00
353882;19:40:00
353883;14:00:00
353884;19:40:00
353886;17:15:00
353887;19:50:00
353888;19:55:00
353889;19:15:00
353890;20:50:00
353891;19:30:00
353892;19:40:00
353893;18:45:00
353894;20:30:00
353895;19:30:00
353896;20:50:00
353899;19:50:00
353900;20:30:00
353901;20:20:00
353902;19:30:00
353903;20:40:00
353904;20:40:00
353905;09:30:00
353907;18:09:00
353908;18:35:00
353909;21:50:00
353910;20:35:00
353911;21:45:00
353912;22:25:00
353913;22:00:00
353914;20:55:00
353915;21:20:00
353916;22:20:00
353917;17:00:00
353918;21:20:00
353919;21:45:00
353920;22:50:00
353921;10:20:00
353922;23:25:00
353924;22:00:00
353925;00:01:00
353926;21:15:00
353927;00:45:00
353928;00:50:00
353929;00:15:00
353930;22:30:00
353931;23:42:00
353932;03:10:00
353933;18:45:00
353934;03:05:00
353935;02:30:00
353936;03:20:00
353948;04:00:00
353949;03:30:00
353950;04:00:00
353951;03:30:00
353952;05:00:00
353954;05:50:00
353955;06:15:00
353956;06:40:00
353957;06:20:00
353958;05:05:00
353959;06:00:00
353960;19:15:00
353961;07:05:00
353962;07:15:00
353963;19:00:00
353964;06:40:00
353965;07:35:00
353966;23:00:00
353967;07:42:00
353968;16:05:00
353969;06:15:00
353970;07:40:00
353971;07:35:00
353972;05:10:00
353974;18:31:00
353975;07:36:00
353976;08:10:00
353977;07:30:00
353978;17:00:00
353979;18:20:00
353980;07:56:00
353981;20:20:00
353982;07:30:00
353983;08:00:00
353984;08:40:00
353985;08:00:00
353986;09:10:00
353987;08:50:00
353988;09:00:00
353990;08:30:00
353991;16:39:00
353992;15:00:00
353993;09:00:00
353997;09:50:00
353998;08:30:00
353999;06:20:00
354000;09:50:00
354001;09:05:00
354002;04:20:00
354005;10:00:00
354006;08:30:00
354007;09:00:00
354008;08:40:00
354013;09:40:00
354014;11:20:00
354016;11:45:00
354017;12:00:00
354019;16:40:00
354020;12:30:00
354021;11:50:00
354024;13:15:00
354025;15:14:00
354026;17:00:00
354028;13:00:00
354029;19:00:00
354030;14:10:00
354034;23:00:00
354035;14:30:00
354036;15:00:00
354037;13:25:00
354039;15:00:00
354040;15:45:00
354041;05:25:00
354042;15:40:00
354043;15:45:00
354045;15:50:00
354046;16:00:00
354047;15:20:00
354048;16:30:00
354050;16:50:00
354051;12:30:00
354052;17:00:00
354054;17:25:00
354055;16:10:00
354056;16:00:00
354057;10:55:00
354058;17:15:00
354059;18:00:00
354060;17:50:00
354061;17:50:00
354062;17:55:00
354063;18:10:00
354064;18:05:00
354065;07:40:00
354066;17:00:00
354067;17:20:00
354068;18:35:00
354069;12:00:00
354070;09:10:00
354071;17:55:00
354073;13:50:00
354074;19:00:00
354075;16:25:00
354076;18:40:00
354077;14:00:00
354078;18:00:00
354079;17:10:00
354080;18:10:00
354081;19:10:00
354082;08:40:00
354084;19:05:00
354085;18:50:00
354086;19:50:00
354087;19:10:00
354088;12:30:00
354089;10:55:00
354090;20:00:00
354091;19:00:00
354093;18:20:00
354094;17:30:00
354095;15:20:00
354096;21:00:00
354097;21:20:00
354098;13:40:00
354099;21:00:00
354101;18:04:00
354102;17:45:00
354103;21:30:00
354104;20:00:00
354105;21:50:00
354106;21:50:00
354107;22:00:00
354108;13:30:00
354109;14:00:00
354110;21:50:00
354111;14:15:00
354112;17:20:00
354113;19:30:00
354114;23:00:00
354115;23:00:00
354116;23:10:00
354117;22:30:00
354118;21:40:00
354119;21:30:00
354120;07:00:00
354121;13:30:00
354122;20:30:00
354123;02:20:00
354124;02:45:00
354125;04:00:00
354126;05:00:00
354127;04:40:00
354128;06:30:00
354129;06:25:00
354130;21:30:00
354131;04:00:00
354132;06:30:00
354133;06:50:00
354134;06:45:00
354135;07:30:00
354136;06:30:00
354139;07:45:00
354140;07:20:00
354141;16:10:00
354142;07:40:00
354143;06:15:00
354144;08:40:00
354145;08:15:00
354147;05:20:00
354148;07:45:00
354149;07:45:00
354150;11:00:00
354152;07:50:00
354153;14:15:00
354154;13:12:00
354155;08:00:00
354156;14:00:00
354157;00:50:00
354158;09:00:00
354159;03:00:00
354160;22:45:00
354161;07:10:00
354162;09:38:00
354164;07:00:00
354165;19:30:00
354166;08:30:00
354170;08:50:00
354171;10:40:00
354172;08:42:00
354173;21:00:00
354174;08:15:00
354175;11:00:00
354176;11:10:00
354178;09:30:00
354179;10:40:00
354180;11:30:00
354181;11:05:00
354184;11:30:00
354186;12:10:00
354187;11:20:00
354188;08:40:00
354189;11:30:00
354190;12:00:00
354191;15:40:00
354192;09:05:00
354193;12:30:00
354195;13:20:00
354196;13:00:00
354197;13:15:00
354198;19:50:00
354199;12:10:00
354200;13:25:00
354201;13:10:00
354202;13:30:00
354203;08:22:00
354204;14:33:00
354205;12:20:00
354206;13:15:00
354207;14:50:00
354208;15:00:00
354209;15:15:00
354211;15:10:00
354212;03:30:00
354213;15:40:00
354214;14:30:00
354215;14:40:00
354216;12:20:00
354217;14:20:00
354218;15:15:00
354219;14:45:00
354220;16:05:00
354221;14:40:00
354222;14:00:00
354224;13:30:00
354226;15:50:00
354227;17:20:00
354228;17:50:00
354229;18:20:00
354230;16:35:00
354231;12:30:00
354232;17:30:00
354233;17:30:00
354235;18:30:00
354236;18:20:00
354237;18:10:00
354238;17:25:00
354239;17:40:00
354240;16:09:00
354242;19:00:00
354243;17:40:00
354244;18:55:00
354245;19:20:00
354246;18:32:00
354247;17:00:00
354248;17:50:00
354250;15:10:00
354251;17:45:00
354252;12:00:00
354253;18:10:00
354254;17:40:00
354256;20:30:00
354257;14:00:00
354259;18:40:00
354260;19:35:00
354261;20:00:00
354262;12:20:00
354263;18:21:00
354264;21:20:00
354265;21:30:00
354266;21:20:00
354267;21:45:00
354268;18:45:00
354269;18:30:00
354270;06:20:00
354271;17:40:00
354272;23:00:00
354273;22:30:00
354275;23:30:00
354276;22:50:00
354277;23:25:00
354278;00:05:00
354280;23:30:00
354281;03:31:00
354282;16:20:00
354283;19:05:00
354284;03:20:00
354285;02:15:00
354286;03:35:00
354287;04:30:00
354288;06:15:00
354289;05:30:00
354290;06:30:00
354291;06:00:00
354292;20:00:00
354293;22:00:00
354295;07:35:00
354296;07:25:00
354297;07:05:00
354298;07:54:00
354299;07:50:00
354300;07:00:00
354301;06:40:00
354302;07:10:00
354303;05:00:00
354304;08:13:00
354308;08:20:00
354309;07:50:00
354310;08:00:00
354311;18:20:00
354312;11:40:00
354313;08:40:00
354314;08:10:00
354316;05:11:00
354317;08:10:00
354318;07:50:00
354319;08:30:00
354320;09:00:00
354321;07:20:00
354322;07:59:00
354323;08:50:00
354324;17:05:00
354325;08:25:00
354326;20:15:00
354328;10:10:00
354329;07:40:00
354330;21:00:00
354331;09:35:00
354333;09:30:00
354335;13:30:00
354338;10:40:00
354339;09:30:00
354340;09:30:00
354341;10:18:00
354342;12:00:00
354343;11:50:00
354344;22:15:00
354346;11:15:00
354347;10:25:00
354349;01:00:00
354350;11:51:00
354351;11:00:00
354352;11:40:00
354353;10:30:00
354354;10:10:00
354356;14:05:00
354358;12:00:00
354360;12:20:00
354362;09:20:00
354363;13:50:00
354364;14:15:00
354366;01:00:00
354367;14:00:00
354368;05:55:00
354369;14:10:00
354370;14:55:00
354371;15:20:00
354372;09:30:00
354373;10:20:00
354374;12:00:00
354375;15:20:00
354376;15:20:00
354377;15:20:00
354378;09:30:00
354379;16:50:00
354380;15:00:00
354381;15:00:00
354382;16:15:00
354383;12:30:00
354384;15:50:00
354386;16:30:00
354389;17:10:00
354391;13:40:00
354394;17:15:00
354395;11:00:00
354396;13:40:00
354397;16:50:00
354399;15:20:00
354400;13:30:00
354401;18:00:00
354402;17:15:00
354403;18:30:00
354404;18:20:00
354405;16:30:00
354407;18:45:00
354408;17:45:00
354409;15:30:00
354410;19:10:00
354411;18:50:00
354412;18:40:00
354413;18:35:00
354414;17:20:00
354415;19:15:00
354417;14:10:00
354418;19:15:00
354419;19:15:00
354420;18:55:00
354421;18:42:00
354422;19:00:00
354423;16:30:00
354424;19:40:00
354425;19:45:00
354426;19:15:00
354427;20:40:00
354428;15:05:00
354429;18:40:00
354431;20:30:00
354433;20:05:00
354434;21:40:00
354435;21:35:00
354436;21:50:00
354438;19:30:00
354439;23:29:00
354440;21:00:00
354441;21:40:00
354442;00:20:00
354444;02:00:00
354445;02:20:00
354446;04:10:00
354447;02:00:00
354448;02:15:00
354449;04:00:00
354450;16:00:00
354451;05:30:00
354452;05:30:00
354453;04:30:00
354454;06:24:00
354455;06:20:00
354456;06:10:00
354458;06:40:00
354459;06:30:00
354460;22:59:00
354461;06:40:00
354462;07:10:00
354463;06:00:00
354464;07:30:00
354465;07:25:00
354466;07:30:00
354467;06:55:00
354468;07:50:00
354470;05:30:00
354471;08:00:00
354472;08:30:00
354473;05:50:00
354474;07:30:00
354475;07:20:00
354476;08:00:00
354478;08:20:00
354479;08:10:00
354483;08:01:00
354485;09:30:00
354486;09:45:00
354487;09:10:00
354488;09:30:00
354489;09:20:00
354490;09:40:00
354491;02:00:00
354493;10:20:00
354495;07:20:00
354496;10:35:00
354498;00:00:00
354499;11:15:00
354500;11:15:00
354501;05:20:00
354502;10:54:00
354503;10:45:00
354504;10:30:00
354505;20:00:00
354506;11:30:00
354507;11:15:00
354508;11:35:00
354509;10:30:00
354510;08:20:00
354511;12:15:00
354512;12:00:00
354513;11:31:00
354514;11:20:00
354515;12:25:00
354516;13:50:00
354517;10:25:00
354520;06:05:00
354522;12:55:00
354523;13:00:00
354525;23:45:00
354526;13:30:00
354527;11:15:00
354528;14:30:00
354529;14:25:00
354530;14:25:00
354531;10:55:00
354532;14:20:00
354533;13:50:00
354534;14:40:00
354535;15:05:00
354536;10:45:00
354537;09:40:00
354538;06:55:00
354539;07:50:00
354540;15:50:00
354541;15:20:00
354543;15:35:00
354544;14:00:00
354545;16:50:00
354546;16:40:00
354547;14:20:00
354548;16:45:00
354549;16:45:00
354550;16:30:00
354551;16:40:00
354552;16:56:00
354553;17:10:00
354554;17:10:00
354555;12:30:00
354556;17:00:00
354557;17:15:00
354558;17:00:00
354559;17:00:00
354560;17:45:00
354561;18:00:00
354562;17:10:00
354563;17:40:00
354564;16:40:00
354565;11:40:00
354566;18:15:00
354567;09:30:00
354568;18:30:00
354570;17:50:00
354572;17:30:00
354573;17:45:00
354574;05:45:00
354575;18:20:00
354576;17:28:00
354577;17:50:00
354579;18:30:00
354580;19:00:00
354581;19:00:00
354582;07:30:00
354583;19:15:00
354584;07:20:00
354585;20:10:00
354587;18:20:00
354588;20:00:00
354589;18:30:00
354591;19:50:00
354594;18:45:00
354595;20:41:00
354597;21:18:00
354599;18:55:00
354601;06:45:00
354602;20:05:00
354603;20:35:00
354604;19:45:00
354605;23:00:00
354606;22:40:00
354608;00:00:00
354609;22:40:00
354610;00:15:00
354611;00:45:00
354612;00:05:00
354613;00:55:00
354614;23:15:00
354615;01:40:00
354616;00:30:00
354617;02:40:00
354618;00:50:00
354620;02:30:00
354621;04:35:00
354622;06:40:00
354623;05:20:00
354624;05:50:00
354625;05:30:00
354626;13:00:00
354627;06:00:00
354628;05:55:00
354629;05:50:00
354631;15:45:00
354632;07:10:00
354633;06:05:00
354635;06:25:00
354636;07:25:00
354637;07:35:00
354638;07:20:00
354639;18:45:00
354640;07:20:00
354641;08:00:00
354642;08:00:00
354643;08:00:00
354644;07:45:00
354645;06:10:00
354646;05:50:00
354647;07:32:00
354648;08:02:00
354650;06:55:00
354651;07:45:00
354652;21:50:00
354653;07:50:00
354655;08:35:00
354656;20:20:00
354657;08:40:00
354658;08:50:00
354660;09:30:00
354661;09:33:00
354663;10:25:00
354664;09:10:00
354665;08:40:00
354666;09:10:00
354668;10:00:00
354669;09:45:00
354671;10:15:00
354672;07:32:00
354673;09:20:00
354675;10:30:00
354676;10:40:00
354677;11:05:00
354678;11:15:00
354679;06:50:00
354681;10:00:00
354684;10:45:00
354685;11:40:00
354686;08:30:00
354687;12:00:00
354688;11:15:00
354689;12:14:00
354692;07:50:00
354693;09:20:00
354695;07:55:00
354696;13:10:00
354697;12:00:00
354698;07:10:00
354699;13:30:00
354700;13:20:00
354702;13:00:00
354703;12:54:00
354705;13:00:00
354706;13:00:00
354707;13:45:00
354708;13:15:00
354709;10:30:00
354710;08:30:00
354711;11:20:00
354712;16:20:00
354713;14:00:00
354714;13:00:00
354715;06:30:00
354716;14:05:00
354717;13:10:00
354719;13:15:00
354720;12:00:00
354721;21:00:00
354722;13:20:00
354723;13:45:00
354724;13:50:00
354726;10:50:00
354727;14:08:00
354728;21:00:00
354729;12:35:00
354730;14:30:00
354732;13:20:00
354733;05:30:00
354734;14:10:00
354735;14:40:00
354736;15:30:00
354738;15:35:00
354739;13:30:00
354740;13:00:00
354741;12:20:00
354742;15:50:00
354743;16:00:00
354744;13:50:00
354746;15:25:00
354747;14:00:00
354748;15:15:00
354749;11:35:00
354750;16:30:00
354751;16:25:00
354752;16:30:00
354754;15:10:00
354755;16:15:00
354756;15:33:00
354757;17:00:00
354758;17:00:00
354759;15:30:00
354760;16:25:00
354762;14:00:00
354764;17:00:00
354765;15:50:00
354766;16:00:00
354767;16:50:00
354769;15:10:00
354770;18:10:00
354771;17:30:00
354772;18:30:00
354773;18:30:00
354774;18:40:00
354775;17:50:00
354776;18:40:00
354777;17:45:00
354778;18:45:00
354779;18:40:00
354781;17:40:00
354782;18:15:00
354783;17:30:00
354784;17:30:00
354788;18:57:00
354789;19:15:00
354790;18:00:00
354792;18:30:00
354793;19:35:00
354794;18:40:00
354795;17:00:00
354796;17:10:00
354797;19:50:00
354798;19:20:00
354799;19:09:00
354800;19:15:00
354801;19:05:00
354802;17:50:00
354803;18:55:00
354804;19:30:00
354805;19:20:00
354806;19:45:00
354807;19:50:00
354808;17:20:00
354809;19:00:00
354810;20:00:00
354811;19:30:00
354812;18:08:00
354813;20:33:00
354814;18:50:00
354815;19:30:00
354817;21:10:00
354818;07:35:00
354820;23:05:00
354821;21:20:00
354822;18:45:00
354823;19:44:00
354824;18:10:00
354825;19:00:00
354826;20:50:00
354827;21:00:00
354828;19:00:00
354829;19:30:00
354830;21:00:00
354831;21:00:00
354832;21:10:00
354833;21:20:00
354834;22:15:00
354835;19:30:00
354836;03:00:00
354837;21:20:00
354838;21:20:00
354839;21:00:00
354840;21:50:00
354841;21:25:00
354842;22:00:00
354844;17:30:00
354845;22:44:00
354847;19:25:00
354848;19:40:00
354849;23:00:00
354850;22:30:00
354851;22:00:00
354852;18:50:00
354853;22:50:00
354854;23:00:00
354855;23:05:00
354856;23:10:00
354857;21:00:00
354858;23:30:00
354859;00:35:00
354860;23:15:00
354861;23:20:00
354862;01:00:00
354863;22:00:00
354865;23:50:00
354866;01:30:00
354867;01:40:00
354868;20:40:00
354869;01:40:00
354870;10:20:00
354871;02:00:00
354872;22:30:00
354873;02:35:00
354874;23:30:00
354876;01:10:00
354877;04:00:00
354878;02:38:00
354879;05:00:00
354880;05:50:00
354881;06:00:00
354882;05:55:00
354883;05:30:00
354886;05:30:00
354887;20:45:00
354888;05:22:00
354889;06:05:00
354891;06:10:00
354892;06:30:00
354894;04:40:00
354895;05:40:00
354896;06:30:00
354897;02:55:00
354898;07:15:00
354899;20:20:00
354901;06:00:00
354902;08:25:00
354904;08:25:00
354905;08:40:00
354906;08:45:00
354907;07:00:00
354908;07:29:00
354909;19:15:00
354910;09:10:00
354912;09:50:00
354913;09:00:00
354914;08:20:00
354915;09:50:00
354916;08:45:00
354917;09:05:00
354918;10:20:00
354919;14:10:00
354920;12:10:00
354921;10:00:00
354922;10:05:00
354923;10:15:00
354924;08:50:00
354925;03:40:00
354926;10:29:00
354927;09:30:00
354928;10:30:00
354929;11:05:00
354930;09:30:00
354931;10:50:00
354932;11:45:00
354933;11:35:00
354934;18:05:00
354935;11:30:00
354936;21:40:00
354937;09:20:00
354938;12:15:00
354939;10:30:00
354940;10:50:00
354941;13:19:00
354942;08:40:00
354943;10:00:00
354944;18:45:00
354945;12:05:00
354946;09:40:00
354948;13:05:00
354949;12:50:00
354951;13:40:00
354952;13:15:00
354953;15:00:00
354954;14:40:00
354955;07:40:00
354956;14:50:00
354957;12:30:00
354958;16:00:00
354959;15:00:00
354960;13:10:00
354962;15:30:00
354963;16:20:00
354964;14:25:00
354965;15:30:00
354966;16:30:00
354967;15:15:00
354968;16:25:00
354969;05:45:00
354970;16:50:00
354971;16:30:00
354972;14:50:00
354973;16:50:00
354974;15:35:00
354975;16:30:00
354976;14:20:00
354977;16:40:00
354978;16:50:00
354979;17:50:00
354981;17:10:00
354983;16:40:00
354984;13:20:00
354986;17:10:00
354987;18:10:00
354988;17:45:00
354989;18:00:00
354992;18:00:00
354993;12:30:00
354994;14:15:00
354995;18:30:00
354996;17:20:00
354997;16:40:00
354998;16:30:00
354999;16:35:00
355000;19:05:00
355001;18:15:00
355002;18:35:00
355003;16:35:00
355005;17:40:00
355006;18:35:00
355007;16:05:00
355008;19:00:00
355009;18:25:00
355010;17:54:00
355011;18:24:00
355013;19:15:00
355014;18:30:00
355015;19:00:00
355016;18:55:00
355017;18:20:00
355018;17:00:00
355019;16:30:00
355020;19:30:00
355021;19:10:00
355024;19:15:00
355027;19:00:00
355028;18:45:00
355031;14:00:00
355032;18:40:00
355033;19:45:00
355034;19:35:00
355035;19:50:00
355036;20:05:00
355037;19:15:00
355038;17:20:00
355039;20:10:00
355040;20:20:00
355041;18:40:00
355042;20:55:00
355043;17:25:00
355044;21:00:00
355045;19:30:00
355046;19:30:00
355047;18:50:00
355048;19:45:00
355049;20:20:00
355050;19:15:00
355051;18:10:00
355052;20:00:00
355053;09:10:00
355054;19:30:00
355055;20:50:00
355056;20:30:00
355057;19:20:00
355058;21:40:00
355059;22:30:00
355060;19:30:00
355061;21:15:00
355062;22:20:00
355063;16:20:00
355064;18:10:00
355065;23:00:00
355066;19:00:00
355067;22:55:00
355068;21:30:00
355069;20:42:00
355070;21:15:00
355071;19:55:00
355072;22:14:00
355074;19:25:00
355076;22:30:00
355078;23:00:00
355079;23:30:00
355080;22:20:00
355081;23:30:00
355083;23:50:00
355084;07:40:00
355086;17:05:00
355087;23:10:00
355089;23:00:00
355090;19:40:00
355091;19:40:00
355092;00:05:00
355093;19:50:00
355094;23:50:00
355095;22:30:00
355096;01:05:00
355098;00:25:00
355099;01:30:00
355100;01:00:00
355101;23:50:00
355102;01:55:00
355103;02:39:00
355104;00:10:00
355105;01:40:00
355106;02:20:00
355108;01:10:00
355109;04:45:00
355110;23:00:00
355111;01:45:00
355112;04:40:00
355113;05:15:00
355114;05:58:00
355115;13:30:00
355116;18:50:00
355118;06:15:00
355119;06:19:00
355120;01:15:00
355121;07:00:00
355122;23:00:00
355123;06:00:00
355124;07:15:00
355125;05:30:00
355126;02:45:00
355127;05:20:00
355128;07:20:00
355129;06:00:00
355130;11:00:00
355131;07:30:00
355132;17:40:00
355133;07:45:00
355134;07:30:00
355135;22:55:00
355136;14:30:00
355137;15:50:00
355138;08:50:00
355139;08:11:00
355140;07:30:00
355141;22:55:00
355142;08:55:00
355143;08:50:00
355144;09:20:00
355145;10:00:00
355146;09:00:00
355147;07:48:00
355148;07:30:00
355149;17:30:00
355150;10:00:00
355151;09:30:00
355152;10:40:00
355153;11:30:00
355155;21:00:00
355156;11:15:00
355157;12:25:00
355158;12:38:00
355159;08:45:00
355160;20:05:00
355162;10:00:00
355163;11:45:00
355166;22:25:00
355167;13:30:00
355168;13:15:00
355169;12:10:00
355170;13:45:00
355171;12:40:00
355172;22:00:00
355174;09:45:00
355175;10:15:00
355176;14:00:00
355179;14:00:00
355180;13:20:00
355181;11:00:00
355182;13:30:00
355183;14:05:00
355184;15:15:00
355185;12:10:00
355186;15:10:00
355187;14:35:00
355188;15:25:00
355189;15:35:00
355190;15:00:00
355191;14:00:00
355192;15:15:00
355193;16:00:00
355194;16:10:00
355195;16:00:00
355196;11:30:00
355197;15:45:00
355198;16:35:00
355199;16:40:00
355200;16:15:00
355201;16:50:00
355202;16:55:00
355203;16:00:00
355204;17:00:00
355206;16:30:00
355207;13:00:00
355208;17:00:00
355209;17:35:00
355210;16:00:00
355211;17:40:00
355213;16:05:00
355214;16:30:00
355215;14:00:00
355216;17:35:00
355218;16:20:00
355219;17:55:00
355220;17:30:00
355221;17:40:00
355222;18:40:00
355223;14:50:00
355224;07:02:00
355225;19:00:00
355227;18:20:00
355228;18:50:00
355229;18:22:00
355230;19:05:00
355231;19:20:00
355232;17:46:00
355233;18:25:00
355234;19:10:00
355235;19:10:00
355236;18:35:00
355237;18:50:00
355238;18:45:00
355240;18:40:00
355242;18:50:00
355243;19:05:00
355244;19:30:00
355245;19:10:00
355247;19:30:00
355248;17:15:00
355251;20:00:00
355253;19:50:00
355254;17:20:00
355255;16:15:00
355256;20:45:00
355257;19:20:00
355259;20:35:00
355260;21:20:00
355261;19:10:00
355262;20:50:00
355263;20:20:00
355264;20:30:00
355266;21:11:00
355267;18:40:00
355268;20:00:00
355269;20:00:00
355270;21:35:00
355271;19:20:00
355272;20:30:00
355273;19:30:00
355274;21:47:00
355275;22:10:00
355276;20:45:00
355277;08:00:00
355278;20:30:00
355279;22:45:00
355280;20:20:00
355281;18:30:00
355282;19:40:00
355283;21:50:00
355284;21:30:00
355285;21:10:00
355286;23:20:00
355287;23:25:00
355288;22:50:00
355289;21:50:00
355290;23:20:00
355291;21:00:00
355292;23:30:00
355293;23:20:00
355294;19:00:00
355296;23:00:00
355297;23:24:00
355299;00:39:00
355300;00:10:00
355301;01:23:00
355302;01:30:00
355303;03:00:00
355304;02:30:00
355306;18:30:00
355307;00:20:00
355308;06:10:00
355309;05:10:00
355310;07:00:00
355311;05:40:00
355312;06:45:00
355313;07:40:00
355314;07:50:00
355315;07:40:00
355316;07:45:00
355317;07:30:00
355318;07:50:00
355319;07:20:00
355321;06:29:00
355322;06:40:00
355323;08:00:00
355324;08:20:00
355325;06:35:00
355326;06:50:00
355328;05:00:00
355329;07:50:00
355330;06:30:00
355331;08:30:00
355332;08:50:00
355333;08:30:00
355334;08:49:00
355335;19:15:00
355336;08:22:00
355338;20:48:00
355339;09:15:00
355340;09:15:00
355341;09:00:00
355342;08:30:00
355343;08:40:00
355344;07:40:00
355345;07:45:00
355346;09:15:00
355347;10:20:00
355348;09:10:00
355349;18:00:00
355350;09:20:00
355351;10:25:00
355352;10:40:00
355354;10:00:00
355355;10:05:00
355356;10:45:00
355357;10:50:00
355358;21:00:00
355359;20:20:00
355360;18:45:00
355361;12:20:00
355362;10:50:00
355363;11:50:00
355364;12:20:00
355366;12:35:00
355367;12:40:00
355368;12:00:00
355369;04:15:00
355372;12:20:00
355373;11:20:00
355374;07:20:00
355376;12:20:00
355377;13:30:00
355378;05:10:00
355379;13:10:00
355380;08:30:00
355381;13:40:00
355384;12:15:00
355385;12:00:00
355386;10:30:00
355387;12:50:00
355388;15:15:00
355389;15:13:00
355390;15:25:00
355391;14:00:00
355393;06:00:00
355394;15:05:00
355396;14:15:00
355400;15:50:00
355403;17:00:00
355404;17:00:00
355405;16:40:00
355406;14:25:00
355407;15:40:00
355408;16:45:00
355409;16:35:00
355410;15:15:00
355411;17:00:00
355412;16:30:00
