f_acidente;d_fasedia
333424;Pleno dia
333425;Plena Noite
333426;Plena Noite
333427;Plena Noite
333428;Plena Noite
333429;Plena Noite
333431;Plena Noite
333432;Plena Noite
333433;Plena Noite
333434;Plena Noite
333435;Plena Noite
333437;Plena Noite
333438;Plena Noite
333440;Plena Noite
333442;Plena Noite
333443;Plena Noite
333444;Pleno dia
333446;Plena Noite
333447;Plena Noite
333448;Plena Noite
333450;Plena Noite
333451;Plena Noite
333452;Plena Noite
333453;Plena Noite
333454;Plena Noite
333455;Plena Noite
333456;Plena Noite
333457;Plena Noite
333458;Plena Noite
333459;Plena Noite
333460;Plena Noite
333461;Plena Noite
333462;Plena Noite
333463;Plena Noite
333464;Plena Noite
333465;Plena Noite
333467;Plena Noite
333469;Plena Noite
333470;Plena Noite
333471;Plena Noite
333472;Plena Noite
333473;Plena Noite
333474;Plena Noite
333475;Amanhecer
333476;Plena Noite
333477;Plena Noite
333478;Amanhecer
333479;Plena Noite
333480;Plena Noite
333481;Amanhecer
333483;Plena Noite
333484;Amanhecer
333486;Plena Noite
333487;Amanhecer
333488;Amanhecer
333489;Pleno dia
333490;Pleno dia
333491;Pleno dia
333492;Pleno dia
333493;Plena Noite
333494;Amanhecer
333495;Pleno dia
333496;Plena Noite
333497;Amanhecer
333498;Plena Noite
333499;Amanhecer
333501;Plena Noite
333502;Pleno dia
333503;Plena Noite
333505;Pleno dia
333506;Pleno dia
333507;Plena Noite
333508;Pleno dia
333509;Pleno dia
333510;Amanhecer
333511;Pleno dia
333512;Plena Noite
333513;Pleno dia
333514;Pleno dia
333515;Amanhecer
333516;Pleno dia
333517;Amanhecer
333518;Plena Noite
333520;Pleno dia
333521;Pleno dia
333522;Pleno dia
333523;Pleno dia
333524;Pleno dia
333525;Pleno dia
333526;Pleno dia
333527;Pleno dia
333528;Pleno dia
333529;Pleno dia
333530;Pleno dia
333531;Pleno dia
333532;Pleno dia
333533;Pleno dia
333534;Pleno dia
333535;Pleno dia
333536;Pleno dia
333537;Pleno dia
333538;Amanhecer
333539;Pleno dia
333540;Pleno dia
333541;Pleno dia
333542;Pleno dia
333543;Pleno dia
333544;Pleno dia
333545;Pleno dia
333546;Pleno dia
333547;Pleno dia
333548;Pleno dia
333550;Pleno dia
333551;Pleno dia
333552;Pleno dia
333553;Pleno dia
333555;Pleno dia
333556;Pleno dia
333557;Pleno dia
333558;Pleno dia
333559;Pleno dia
333560;Pleno dia
333561;Pleno dia
333562;Pleno dia
333565;Pleno dia
333566;Pleno dia
333569;Pleno dia
333572;Pleno dia
333573;Pleno dia
333574;Pleno dia
333575;Pleno dia
333576;Pleno dia
333577;Pleno dia
333578;Pleno dia
333579;Pleno dia
333580;Plena Noite
333581;Pleno dia
333582;Pleno dia
333583;Pleno dia
333584;Pleno dia
333585;Pleno dia
333586;Pleno dia
333587;Plena Noite
333588;Pleno dia
333589;Pleno dia
333590;Anoitecer
333591;Anoitecer
333592;Pleno dia
333593;Pleno dia
333594;Plena Noite
333595;Pleno dia
333596;Pleno dia
333597;Pleno dia
333598;Pleno dia
333599;Pleno dia
333602;Anoitecer
333603;Pleno dia
333604;Pleno dia
333605;Plena Noite
333606;Pleno dia
333607;Pleno dia
333608;Pleno dia
333609;Anoitecer
333611;Pleno dia
333612;Plena Noite
333613;Pleno dia
333614;Pleno dia
333615;Pleno dia
333616;Pleno dia
333617;Pleno dia
333618;Pleno dia
333619;Pleno dia
333620;Anoitecer
333621;Pleno dia
333622;Plena Noite
333623;Pleno dia
333624;Plena Noite
333625;Anoitecer
333626;Anoitecer
333627;Anoitecer
333628;Plena Noite
333629;Pleno dia
333630;Anoitecer
333632;Anoitecer
333633;Pleno dia
333634;Pleno dia
333635;Anoitecer
333636;Anoitecer
333637;Plena Noite
333638;Anoitecer
333639;Amanhecer
333640;Plena Noite
333641;Plena Noite
333642;Anoitecer
333643;Plena Noite
333644;Plena Noite
333645;Plena Noite
333646;Anoitecer
333647;Plena Noite
333649;Plena Noite
333650;Plena Noite
333651;Plena Noite
333652;Plena Noite
333653;Plena Noite
333654;Plena Noite
333655;Plena Noite
333656;Anoitecer
333657;Plena Noite
333658;Plena Noite
333659;Pleno dia
333661;Pleno dia
333662;Plena Noite
333663;Plena Noite
333664;Plena Noite
333665;Plena Noite
333666;Anoitecer
333667;Anoitecer
333668;Plena Noite
333670;Plena Noite
333671;Plena Noite
333672;Plena Noite
333673;Plena Noite
333674;Plena Noite
333675;Plena Noite
333676;Plena Noite
333677;Plena Noite
333678;Plena Noite
333679;Plena Noite
333680;Plena Noite
333681;Plena Noite
333682;Plena Noite
333683;Plena Noite
333685;Plena Noite
333686;Plena Noite
333687;Plena Noite
333689;Pleno dia
333690;Pleno dia
333691;Plena Noite
333692;Plena Noite
333693;Plena Noite
333694;Plena Noite
333695;Plena Noite
333696;Plena Noite
333698;Plena Noite
333699;Plena Noite
333700;Plena Noite
333701;Plena Noite
333702;Plena Noite
333703;Plena Noite
333704;Plena Noite
333705;Plena Noite
333706;Plena Noite
333707;Plena Noite
333708;Plena Noite
333709;Plena Noite
333710;Plena Noite
333711;Plena Noite
333712;Plena Noite
333713;Plena Noite
333714;Plena Noite
333715;Plena Noite
333716;Plena Noite
333717;Plena Noite
333718;Plena Noite
333719;Amanhecer
333720;Pleno dia
333721;Amanhecer
333722;Pleno dia
333723;Amanhecer
333724;Plena Noite
333725;Plena Noite
333726;Pleno dia
333727;Pleno dia
333729;Plena Noite
333732;Pleno dia
333733;Pleno dia
333734;Pleno dia
333735;Pleno dia
333736;Amanhecer
333738;Pleno dia
333739;Amanhecer
333740;Pleno dia
333742;Pleno dia
333743;Pleno dia
333744;Pleno dia
333746;Pleno dia
333747;Pleno dia
333748;Pleno dia
333749;Pleno dia
333750;Plena Noite
333751;Amanhecer
333753;Pleno dia
333754;Pleno dia
333755;Pleno dia
333756;Pleno dia
333757;Pleno dia
333760;Pleno dia
333761;Pleno dia
333762;Pleno dia
333764;Pleno dia
333765;Pleno dia
333766;Pleno dia
333767;Pleno dia
333770;Pleno dia
333771;Pleno dia
333772;Pleno dia
333773;Pleno dia
333774;Pleno dia
333775;Pleno dia
333776;Pleno dia
333777;Pleno dia
333778;Pleno dia
333779;Pleno dia
333781;Pleno dia
333783;Pleno dia
333784;Pleno dia
333785;Pleno dia
333786;Pleno dia
333788;Pleno dia
333789;Pleno dia
333790;Pleno dia
333793;Pleno dia
333795;Pleno dia
333797;Pleno dia
333798;Pleno dia
333799;Pleno dia
333802;Pleno dia
333803;Pleno dia
333804;Pleno dia
333805;Pleno dia
333806;Pleno dia
333808;Pleno dia
333809;Pleno dia
333810;Pleno dia
333811;Pleno dia
333812;Pleno dia
333814;Pleno dia
333816;Pleno dia
333818;Pleno dia
333819;Plena Noite
333820;Pleno dia
333822;Pleno dia
333823;Amanhecer
333825;Pleno dia
333826;Pleno dia
333827;Pleno dia
333828;Pleno dia
333829;Pleno dia
333830;Pleno dia
333831;Pleno dia
333832;Plena Noite
333833;Pleno dia
333834;Pleno dia
333835;Anoitecer
333836;Pleno dia
333837;Pleno dia
333838;Pleno dia
333841;Pleno dia
333842;Pleno dia
333844;Pleno dia
333845;Pleno dia
333846;Pleno dia
333847;Pleno dia
333850;Pleno dia
333852;Pleno dia
333853;Pleno dia
333854;Pleno dia
333855;Pleno dia
333857;Pleno dia
333858;Pleno dia
333859;Pleno dia
333861;Pleno dia
333863;Pleno dia
333865;Pleno dia
333866;Pleno dia
333867;Pleno dia
333869;Pleno dia
333870;Pleno dia
333871;Plena Noite
333872;Pleno dia
333873;Anoitecer
333874;Amanhecer
333875;Plena Noite
333876;Anoitecer
333878;Anoitecer
333879;Anoitecer
333881;Plena Noite
333883;Anoitecer
333884;Pleno dia
333885;Pleno dia
333886;Anoitecer
333887;Plena Noite
333888;Plena Noite
333889;Pleno dia
333890;Plena Noite
333891;Anoitecer
333893;Plena Noite
333895;Plena Noite
333896;Plena Noite
333897;Pleno dia
333898;Pleno dia
333900;Plena Noite
333901;Plena Noite
333902;Pleno dia
333903;Pleno dia
333904;Plena Noite
333905;Pleno dia
333906;Plena Noite
333907;Plena Noite
333908;Anoitecer
333910;Plena Noite
333911;Plena Noite
333912;Pleno dia
333913;Plena Noite
333914;Plena Noite
333915;Pleno dia
333916;Plena Noite
333917;Pleno dia
333918;Plena Noite
333919;Plena Noite
333921;Plena Noite
333922;Plena Noite
333923;Plena Noite
333924;Plena Noite
333925;Plena Noite
333927;Pleno dia
333928;Plena Noite
333929;Plena Noite
333930;Plena Noite
333932;Plena Noite
333933;Plena Noite
333934;Plena Noite
333935;Plena Noite
333936;Plena Noite
333937;Plena Noite
333938;Amanhecer
333939;Plena Noite
333940;Plena Noite
333941;Plena Noite
333942;Plena Noite
333943;Plena Noite
333944;Amanhecer
333945;Amanhecer
333946;Pleno dia
333947;Pleno dia
333948;Amanhecer
333949;Pleno dia
333950;Pleno dia
333951;Pleno dia
333952;Pleno dia
333953;Plena Noite
333955;Pleno dia
333956;Pleno dia
333958;Pleno dia
333959;Pleno dia
333961;Pleno dia
333962;Pleno dia
333964;Pleno dia
333965;Pleno dia
333966;Pleno dia
333969;Pleno dia
333970;Pleno dia
333971;Pleno dia
333972;Pleno dia
333973;Pleno dia
333974;Amanhecer
333975;Pleno dia
333976;Pleno dia
333977;Pleno dia
333978;Pleno dia
333980;Pleno dia
333982;Pleno dia
333983;Pleno dia
333984;Pleno dia
333985;Pleno dia
333986;Pleno dia
333987;Pleno dia
333988;Pleno dia
333990;Pleno dia
333991;Pleno dia
333992;Pleno dia
333993;Pleno dia
333994;Pleno dia
333995;Pleno dia
333997;Pleno dia
333998;Pleno dia
333999;Pleno dia
334000;Pleno dia
334001;Pleno dia
334002;Pleno dia
334003;Pleno dia
334005;Pleno dia
334006;Pleno dia
334007;Pleno dia
334008;Pleno dia
334009;Pleno dia
334010;Pleno dia
334011;Pleno dia
334012;Pleno dia
334014;Pleno dia
334015;Pleno dia
334016;Pleno dia
334019;Pleno dia
334020;Plena Noite
334021;Pleno dia
334022;Pleno dia
334023;Pleno dia
334025;Pleno dia
334026;Pleno dia
334027;Pleno dia
334028;Pleno dia
334031;Pleno dia
334032;Pleno dia
334034;Pleno dia
334035;Pleno dia
334037;Pleno dia
334038;Pleno dia
334039;Pleno dia
334040;Pleno dia
334041;Pleno dia
334042;Pleno dia
334043;Pleno dia
334044;Pleno dia
334045;Pleno dia
334046;Pleno dia
334047;Pleno dia
334048;Pleno dia
334050;Pleno dia
334051;Pleno dia
334053;Pleno dia
334054;Pleno dia
334055;Pleno dia
334056;Anoitecer
334057;Pleno dia
334059;Pleno dia
334062;Anoitecer
334063;Anoitecer
334065;Anoitecer
334066;Plena Noite
334068;Pleno dia
334069;Pleno dia
334070;Pleno dia
334071;Pleno dia
334072;Plena Noite
334073;Plena Noite
334074;Pleno dia
334075;Pleno dia
334076;Pleno dia
334077;Plena Noite
334078;Plena Noite
334079;Plena Noite
334080;Plena Noite
334082;Pleno dia
334084;Pleno dia
334085;Plena Noite
334086;Plena Noite
334087;Plena Noite
334089;Plena Noite
334090;Plena Noite
334091;Plena Noite
334092;Plena Noite
334093;Anoitecer
334094;Plena Noite
334095;Pleno dia
334096;Plena Noite
334097;Anoitecer
334098;Plena Noite
334099;Plena Noite
334100;Plena Noite
334101;Plena Noite
334102;Plena Noite
334103;Plena Noite
334105;Plena Noite
334106;Anoitecer
334108;Pleno dia
334109;Plena Noite
334111;Plena Noite
334112;Plena Noite
334113;Plena Noite
334114;Plena Noite
334115;Amanhecer
334116;Plena Noite
334117;Plena Noite
334118;Plena Noite
334119;Plena Noite
334120;Plena Noite
334121;Plena Noite
334123;Pleno dia
334125;Pleno dia
334126;Amanhecer
334127;Pleno dia
334128;Pleno dia
334129;Pleno dia
334130;Pleno dia
334131;Pleno dia
334132;Pleno dia
334133;Pleno dia
334134;Pleno dia
334135;Pleno dia
334136;Pleno dia
334137;Pleno dia
334138;Pleno dia
334139;Pleno dia
334140;Pleno dia
334141;Pleno dia
334142;Pleno dia
334144;Pleno dia
334145;Pleno dia
334147;Pleno dia
334148;Pleno dia
334149;Pleno dia
334150;Pleno dia
334151;Pleno dia
334152;Pleno dia
334153;Pleno dia
334154;Pleno dia
334155;Pleno dia
334156;Pleno dia
334157;Pleno dia
334160;Pleno dia
334162;Pleno dia
334163;Pleno dia
334164;Pleno dia
334165;Pleno dia
334166;Pleno dia
334167;Pleno dia
334168;Pleno dia
334169;Pleno dia
334170;Pleno dia
334171;Pleno dia
334172;Pleno dia
334173;Pleno dia
334174;Pleno dia
334175;Pleno dia
334177;Plena Noite
334180;Pleno dia
334181;Pleno dia
334182;Pleno dia
334184;Pleno dia
334185;Pleno dia
334188;Pleno dia
334190;Pleno dia
334191;Pleno dia
334192;Pleno dia
334193;Pleno dia
334194;Pleno dia
334195;Pleno dia
334196;Pleno dia
334198;Pleno dia
334199;Pleno dia
334202;Pleno dia
334203;Pleno dia
334204;Pleno dia
334205;Pleno dia
334207;Pleno dia
334209;Pleno dia
334210;Pleno dia
334211;Pleno dia
334212;Pleno dia
334213;Pleno dia
334214;Pleno dia
334215;Pleno dia
334217;Pleno dia
334218;Pleno dia
334219;Pleno dia
334220;Anoitecer
334221;Pleno dia
334222;Pleno dia
334223;Pleno dia
334224;Pleno dia
334225;Pleno dia
334226;Pleno dia
334227;Pleno dia
334228;Pleno dia
334229;Pleno dia
334230;Pleno dia
334231;Pleno dia
334232;Anoitecer
334234;Pleno dia
334236;Pleno dia
334237;Anoitecer
334238;Plena Noite
334240;Anoitecer
334242;Plena Noite
334243;Plena Noite
334245;Pleno dia
334246;Plena Noite
334247;Pleno dia
334248;Anoitecer
334249;Pleno dia
334251;Pleno dia
334252;Anoitecer
334253;Plena Noite
334254;Pleno dia
334255;Plena Noite
334256;Anoitecer
334257;Plena Noite
334258;Plena Noite
334259;Plena Noite
334260;Plena Noite
334261;Plena Noite
334263;Plena Noite
334264;Pleno dia
334265;Plena Noite
334266;Plena Noite
334268;Pleno dia
334270;Pleno dia
334271;Plena Noite
334273;Pleno dia
334274;Pleno dia
334275;Plena Noite
334276;Pleno dia
334277;Plena Noite
334278;Plena Noite
334279;Plena Noite
334280;Plena Noite
334281;Plena Noite
334282;Pleno dia
334283;Plena Noite
334284;Plena Noite
334285;Anoitecer
334286;Plena Noite
334288;Plena Noite
334289;Plena Noite
334290;Plena Noite
334291;Amanhecer
334292;Amanhecer
334294;Plena Noite
334295;Amanhecer
334296;Pleno dia
334297;Plena Noite
334298;Pleno dia
334299;Pleno dia
334300;Plena Noite
334301;Pleno dia
334302;Pleno dia
334303;Plena Noite
334305;Pleno dia
334306;Pleno dia
334307;Anoitecer
334308;Pleno dia
334309;Pleno dia
334310;Pleno dia
334311;Pleno dia
334312;Pleno dia
334313;Pleno dia
334314;Pleno dia
334315;Pleno dia
334316;Pleno dia
334317;Pleno dia
334318;Pleno dia
334319;Pleno dia
334320;Pleno dia
334321;Pleno dia
334322;Pleno dia
334326;Pleno dia
334329;Pleno dia
334330;Pleno dia
334331;Amanhecer
334332;Pleno dia
334333;Amanhecer
334334;Pleno dia
334336;Pleno dia
334337;Pleno dia
334341;Pleno dia
334342;Pleno dia
334343;Plena Noite
334344;Pleno dia
334346;Pleno dia
334348;Pleno dia
334350;Pleno dia
334351;Pleno dia
334352;Pleno dia
334353;Pleno dia
334354;Pleno dia
334355;Pleno dia
334356;Pleno dia
334357;Pleno dia
334358;Pleno dia
334359;Pleno dia
334360;Pleno dia
334364;Pleno dia
334365;Pleno dia
334367;Pleno dia
334368;Pleno dia
334370;Pleno dia
334371;Pleno dia
334372;Pleno dia
334374;Pleno dia
334375;Pleno dia
334376;Pleno dia
334378;Pleno dia
334381;Pleno dia
334382;Pleno dia
334383;Pleno dia
334384;Pleno dia
334385;Pleno dia
334386;Pleno dia
334388;Pleno dia
334389;Plena Noite
334392;Pleno dia
334394;Plena Noite
334395;Pleno dia
334396;Pleno dia
334400;Anoitecer
334402;Pleno dia
334403;Pleno dia
334405;Pleno dia
334407;Pleno dia
334408;Plena Noite
334409;Pleno dia
334410;Pleno dia
334411;Pleno dia
334413;Anoitecer
334414;Pleno dia
334416;Anoitecer
334417;Plena Noite
334418;Plena Noite
334419;Anoitecer
334420;Plena Noite
334421;Plena Noite
334422;Plena Noite
334423;Anoitecer
334424;Anoitecer
334425;Plena Noite
334426;Pleno dia
334427;Pleno dia
334429;Plena Noite
334430;Plena Noite
334431;Anoitecer
334432;Plena Noite
334433;Plena Noite
334434;Pleno dia
334435;Plena Noite
334436;Plena Noite
334437;Plena Noite
334439;Plena Noite
334441;Plena Noite
334442;Plena Noite
334443;Plena Noite
334444;Plena Noite
334446;Plena Noite
334447;Plena Noite
334448;Plena Noite
334449;Plena Noite
334450;Anoitecer
334452;Plena Noite
334453;Plena Noite
334454;Plena Noite
334455;Amanhecer
334456;Plena Noite
334457;Pleno dia
334458;Amanhecer
334460;Plena Noite
334461;Plena Noite
334462;Plena Noite
334463;Anoitecer
334465;Plena Noite
334466;Pleno dia
334467;Plena Noite
334468;Amanhecer
334469;Pleno dia
334470;Pleno dia
334471;Plena Noite
334472;Anoitecer
334474;Pleno dia
334475;Plena Noite
334476;Pleno dia
334477;Pleno dia
334478;Pleno dia
334479;Plena Noite
334480;Pleno dia
334481;Plena Noite
334482;Pleno dia
334483;Plena Noite
334484;Pleno dia
334486;Pleno dia
334487;Pleno dia
334488;Pleno dia
334489;Pleno dia
334490;Pleno dia
334491;Pleno dia
334492;Pleno dia
334493;Pleno dia
334494;Pleno dia
334495;Pleno dia
334498;Pleno dia
334499;Pleno dia
334500;Amanhecer
334502;Amanhecer
334505;Pleno dia
334506;Pleno dia
334507;Pleno dia
334508;Pleno dia
334510;Pleno dia
334511;Pleno dia
334512;Pleno dia
334513;Pleno dia
334514;Pleno dia
334515;Pleno dia
334516;Pleno dia
334517;Pleno dia
334521;Plena Noite
334522;Pleno dia
334524;Plena Noite
334525;Pleno dia
334526;Pleno dia
334527;Plena Noite
334528;Pleno dia
334530;Pleno dia
334531;Pleno dia
334533;Pleno dia
334534;Pleno dia
334535;Pleno dia
334536;Pleno dia
334539;Pleno dia
334540;Pleno dia
334541;Pleno dia
334542;Pleno dia
334543;Pleno dia
334544;Pleno dia
334545;Pleno dia
334546;Pleno dia
334547;Pleno dia
334549;Pleno dia
334550;Pleno dia
334554;Pleno dia
334556;Pleno dia
334557;Pleno dia
334558;Pleno dia
334559;Pleno dia
334560;Pleno dia
334561;Pleno dia
334562;Pleno dia
334563;Pleno dia
334564;Pleno dia
334567;Pleno dia
334568;Pleno dia
334569;Pleno dia
334570;Pleno dia
334571;Pleno dia
334572;Pleno dia
334573;Pleno dia
334574;Pleno dia
334575;Pleno dia
334576;Pleno dia
334577;Pleno dia
334578;Pleno dia
334579;Pleno dia
334583;Pleno dia
334584;Pleno dia
334585;Pleno dia
334586;Pleno dia
334587;Pleno dia
334588;Pleno dia
334589;Pleno dia
334591;Pleno dia
334592;Pleno dia
334593;Pleno dia
334594;Pleno dia
334595;Pleno dia
334597;Pleno dia
334598;Pleno dia
334599;Pleno dia
334600;Pleno dia
334601;Pleno dia
334603;Pleno dia
334604;Pleno dia
334606;Pleno dia
334607;Pleno dia
334608;Pleno dia
334609;Pleno dia
334610;Pleno dia
334611;Pleno dia
334612;Pleno dia
334613;Pleno dia
334614;Pleno dia
334615;Plena Noite
334616;Pleno dia
334617;Pleno dia
334618;Pleno dia
334619;Plena Noite
334620;Pleno dia
334621;Pleno dia
334622;Anoitecer
334623;Pleno dia
334624;Pleno dia
334625;Anoitecer
334627;Pleno dia
334628;Pleno dia
334629;Pleno dia
334630;Pleno dia
334631;Anoitecer
334632;Pleno dia
334633;Pleno dia
334635;Pleno dia
334636;Pleno dia
334637;Pleno dia
334638;Anoitecer
334639;Anoitecer
334640;Plena Noite
334641;Anoitecer
334642;Anoitecer
334643;Pleno dia
334645;Pleno dia
334646;Plena Noite
334647;Plena Noite
334648;Pleno dia
334649;Plena Noite
334650;Plena Noite
334651;Anoitecer
334652;Anoitecer
334654;Plena Noite
334655;Pleno dia
334656;Plena Noite
334657;Plena Noite
334659;Plena Noite
334660;Plena Noite
334661;Plena Noite
334663;Pleno dia
334664;Plena Noite
334665;Plena Noite
334667;Plena Noite
334669;Plena Noite
334670;Plena Noite
334671;Plena Noite
334672;Plena Noite
334673;Plena Noite
334674;Plena Noite
334675;Plena Noite
334676;Plena Noite
334677;Plena Noite
334678;Plena Noite
334679;Plena Noite
334680;Anoitecer
334682;Pleno dia
334683;Pleno dia
334684;Plena Noite
334685;Plena Noite
334686;Plena Noite
334687;Plena Noite
334689;Plena Noite
334690;Plena Noite
334692;Plena Noite
334693;Plena Noite
334694;Plena Noite
334695;Plena Noite
334696;Plena Noite
334697;Plena Noite
334698;Plena Noite
334699;Plena Noite
334700;Plena Noite
334702;Plena Noite
334705;Plena Noite
334707;Plena Noite
334708;Plena Noite
334709;Pleno dia
334710;Plena Noite
334711;Plena Noite
334712;Plena Noite
334714;Plena Noite
334715;Plena Noite
334716;Plena Noite
334717;Plena Noite
334718;Plena Noite
334719;Plena Noite
334720;Plena Noite
334721;Plena Noite
334723;Plena Noite
334724;Plena Noite
334725;Plena Noite
334726;Pleno dia
334727;Pleno dia
334728;Plena Noite
334729;Amanhecer
334730;Plena Noite
334731;Plena Noite
334732;Plena Noite
334733;Amanhecer
334734;Plena Noite
334735;Plena Noite
334736;Amanhecer
334737;Amanhecer
334738;Pleno dia
334739;Plena Noite
334741;Amanhecer
334742;Pleno dia
334743;Amanhecer
334745;Pleno dia
334746;Pleno dia
334747;Plena Noite
334748;Pleno dia
334749;Pleno dia
334750;Pleno dia
334751;Pleno dia
334752;Amanhecer
334753;Amanhecer
334754;Amanhecer
334756;Pleno dia
334757;Plena Noite
334758;Pleno dia
334759;Pleno dia
334761;Amanhecer
334762;Amanhecer
334764;Pleno dia
334766;Pleno dia
334767;Pleno dia
334768;Pleno dia
334769;Pleno dia
334770;Pleno dia
334772;Pleno dia
334774;Pleno dia
334778;Pleno dia
334779;Pleno dia
334781;Pleno dia
334782;Plena Noite
334783;Pleno dia
334784;Pleno dia
334785;Pleno dia
334786;Pleno dia
334789;Pleno dia
334790;Pleno dia
334791;Pleno dia
334792;Plena Noite
334793;Pleno dia
334794;Pleno dia
334795;Pleno dia
334797;Pleno dia
334798;Pleno dia
334799;Pleno dia
334801;Pleno dia
334802;Pleno dia
334803;Pleno dia
334804;Pleno dia
334805;Pleno dia
334806;Pleno dia
334807;Pleno dia
334808;Pleno dia
334809;Pleno dia
334811;Pleno dia
334812;Pleno dia
334813;Pleno dia
334814;Pleno dia
334815;Pleno dia
334816;Pleno dia
334817;Pleno dia
334818;Pleno dia
334819;Pleno dia
334820;Pleno dia
334821;Pleno dia
334822;Pleno dia
334823;Pleno dia
334824;Pleno dia
334825;Pleno dia
334826;Pleno dia
334827;Pleno dia
334828;Pleno dia
334829;Pleno dia
334830;Pleno dia
334831;Pleno dia
334832;Pleno dia
334833;Pleno dia
334835;Pleno dia
334836;Pleno dia
334838;Pleno dia
334839;Pleno dia
334840;Pleno dia
334841;Pleno dia
334842;Pleno dia
